gene	target_id	sample_group	rows	unique_samples	good_samples	median_percent_covered	median_mean_depth	max_mean_depth
nifH	nifH|NC_009937|NC_009937_-_Symbiosis_Island_3|ref55	No	366	366	236	87.3176	162.9831	5466.2873
nifH	nifH|NC_009937|NC_009937_-_Symbiosis_Island_3|ref55	Rh	372	372	234	87.7666	327.8878	5198.3401
nifH	nifH|NC_009937|NC_009937_-_Symbiosis_Island_3|ref55	Ro	366	366	177	81.3692	29.9472	4480.8171
nifH	nifH|NC_009937|NC_009937_-_Symbiosis_Island_4|ref56	BLAN	12	12	8	86.1953	72.1936	1344.1998
nifH	nifH|NC_009937|NC_009937_-_Symbiosis_Island_4|ref56	No	366	366	259	89.4501	287.3125	5984.8698
nifH	nifH|NC_009937|NC_009937_-_Symbiosis_Island_4|ref56	Rh	372	372	265	89.4501	540.6402	5832.1190
nifH	nifH|NC_009937|NC_009937_-_Symbiosis_Island_4|ref56	Ro	366	366	209	86.0831	46.1471	5222.2705
nifH	nifH|NC_011894|NC_011894_-_Symbiosis_Island|ref57	BLAN	12	12	0	26.1111	1.7416	53.1200
nifH	nifH|NC_011894|NC_011894_-_Symbiosis_Island|ref57	No	366	366	2	31.8889	6.8528	3463.7300
nifH	nifH|NC_011894|NC_011894_-_Symbiosis_Island|ref57	Rh	372	372	9	25.8333	2.4706	1458.1744
nifH	nifH|NC_011894|NC_011894_-_Symbiosis_Island|ref57	Ro	366	366	6	24.1667	0.9744	1095.9744
nifH	nifH|NC_012848|NC_012848_-_Symbiosis_Island_2|ref58	BLAN	12	12	9	100.0000	23.4189	7945.1554
nifH	nifH|NC_012848|NC_012848_-_Symbiosis_Island_2|ref58	No	366	366	16	4.5045	0.1424	7813.1881
nifH	nifH|NC_012848|NC_012848_-_Symbiosis_Island_2|ref58	Rh	372	372	19	4.5045	0.1622	5486.1318
nifH	nifH|NC_012848|NC_012848_-_Symbiosis_Island_2|ref58	Ro	366	366	17	2.1396	0.0450	1160.8378
nifH	nifH|NC_014120|NC_014120_-_Symbiosis_Island_3|ref59	BLAN	12	12	0	3.3447	0.0873	1.3152
nifH	nifH|NC_014120|NC_014120_-_Symbiosis_Island_3|ref59	No	366	366	14	15.1361	1.0323	5904.6633
nifH	nifH|NC_014120|NC_014120_-_Symbiosis_Island_3|ref59	Rh	372	372	7	4.7619	0.2710	3268.0340
nifH	nifH|NC_014120|NC_014120_-_Symbiosis_Island_3|ref59	Ro	366	366	8	2.6077	0.2767	5445.7551
nifH	nifH|NC_015656|NC_015656_-_Symbiosis_Island|ref60	BLAN	12	12	0	9.2783	0.7177	1447.9164
nifH	nifH|NC_015656|NC_015656_-_Symbiosis_Island|ref60	No	366	366	30	7.1019	0.3918	7898.1627
nifH	nifH|NC_015656|NC_015656_-_Symbiosis_Island|ref60	Rh	372	372	11	4.4674	0.1701	3546.7033
nifH	nifH|NC_015656|NC_015656_-_Symbiosis_Island|ref60	Ro	366	366	11	2.6918	0.0950	7811.2772
nifH	nifH|NC_017249|NC_017249_-_Symbiosis_Island|ref61	BLAN	12	12	6	100.0000	25.6085	7857.6859
nifH	nifH|NC_017249|NC_017249_-_Symbiosis_Island|ref61	No	366	366	259	100.0000	141.3842	7932.5424
nifH	nifH|NC_017249|NC_017249_-_Symbiosis_Island|ref61	Rh	372	372	225	100.0000	30.1825	7890.5288
nifH	nifH|NC_017249|NC_017249_-_Symbiosis_Island|ref61	Ro	366	366	205	100.0000	13.1181	7224.8893
nifH	nifH|NC_019848|NC_019848_-_Symbiosis_Island_2|ref62	BLAN	12	12	12	100.0000	42.2254	1419.2327
nifH	nifH|NC_019848|NC_019848_-_Symbiosis_Island_2|ref62	No	366	366	74	27.1253	5.4026	7914.1230
nifH	nifH|NC_019848|NC_019848_-_Symbiosis_Island_2|ref62	Rh	372	372	67	21.6443	4.7282	7772.7170
nifH	nifH|NC_019848|NC_019848_-_Symbiosis_Island_2|ref62	Ro	366	366	55	17.7293	1.4720	7864.0515
nifH	nifH|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref63	BLAN	12	12	1	42.0581	4.0979	28.7405
nifH	nifH|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref63	No	366	366	159	83.5011	199.5666	7767.6622
nifH	nifH|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref63	Rh	372	372	124	69.1275	24.4826	7582.6521
nifH	nifH|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref63	Ro	366	366	116	71.8680	11.4855	7572.6510
nifH	nifH|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref64	BLAN	12	12	0	3.4559	0.1739	12.2219
nifH	nifH|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref64	No	366	366	0	0.0000	0.0000	287.4515
nifH	nifH|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref64	Rh	372	372	0	0.0000	0.0000	321.0959
nifH	nifH|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref64	Ro	366	366	0	0.0000	0.0000	884.0825
nifJ	nifJ|NC_007777|NC_007777_-_nifJ_CDS|ref65	BLAN	12	12	0	18.4727	4.7533	1118.7005
nifJ	nifJ|NC_007777|NC_007777_-_nifJ_CDS|ref65	No	366	366	2	9.7269	1.5546	3475.9761
nifJ	nifJ|NC_007777|NC_007777_-_nifJ_CDS|ref65	Rh	372	372	0	11.9738	7.8085	257.1249
nifJ	nifJ|NC_007777|NC_007777_-_nifJ_CDS|ref65	Ro	366	366	0	9.1723	1.0101	491.2762
nifJ	nifJ|NC_008278|NC_008278_-_nifJ_CDS|ref66	BLAN	12	12	1	37.7976	4.8496	1430.0573
nifJ	nifJ|NC_008278|NC_008278_-_nifJ_CDS|ref66	No	366	366	46	40.8163	3.3489	7902.1763
nifJ	nifJ|NC_008278|NC_008278_-_nifJ_CDS|ref66	Rh	372	372	36	42.0068	19.3340	1740.7384
nifJ	nifJ|NC_008278|NC_008278_-_nifJ_CDS|ref66	Ro	366	366	14	30.8957	2.8145	1395.4677
nifK	nifK|CU633751|CU633751_-_Symbiosis_Island|ref67	BLAN	12	12	0	0.0000	0.0000	0.3269
nifK	nifK|CU633751|CU633751_-_Symbiosis_Island|ref67	No	366	366	14	1.4424	0.0420	7928.1442
nifK	nifK|CU633751|CU633751_-_Symbiosis_Island|ref67	Rh	372	372	14	1.2179	0.0426	662.8942
nifK	nifK|CU633751|CU633751_-_Symbiosis_Island|ref67	Ro	366	366	14	1.2179	0.0256	6330.2840
nifK	nifK|NC_002678|NC_002678_-_Symbiosis_Island_3|ref68	BLAN	12	12	0	10.2464	0.3084	31.3495
nifK	nifK|NC_002678|NC_002678_-_Symbiosis_Island_3|ref68	No	366	366	52	35.8625	1.7698	6870.0259
nifK	nifK|NC_002678|NC_002678_-_Symbiosis_Island_3|ref68	Rh	372	372	23	21.4980	0.9452	5227.5240
nifK	nifK|NC_002678|NC_002678_-_Symbiosis_Island_3|ref68	Ro	366	366	15	25.0324	0.7993	3603.5415
nifK	nifK|NC_007777|NC_007777_-_Symbiosis_Island|ref69	BLAN	12	12	0	17.8869	0.9640	1862.7245
nifK	nifK|NC_007777|NC_007777_-_Symbiosis_Island|ref69	No	366	366	10	7.3860	0.8002	5677.2293
nifK	nifK|NC_007777|NC_007777_-_Symbiosis_Island|ref69	Rh	372	372	1	7.7072	0.8899	497.2730
nifK	nifK|NC_007777|NC_007777_-_Symbiosis_Island|ref69	Ro	366	366	2	5.2344	0.2944	1326.4766
nifK	nifK|NC_008278|NC_008278_-_Symbiosis_Island|ref70	BLAN	12	12	0	54.1907	2.8052	2169.7127
nifK	nifK|NC_008278|NC_008278_-_Symbiosis_Island|ref70	No	366	366	93	69.4818	4.9584	7943.3353
nifK	nifK|NC_008278|NC_008278_-_Symbiosis_Island|ref70	Rh	372	372	60	44.5618	4.8944	2695.3436
nifK	nifK|NC_008278|NC_008278_-_Symbiosis_Island|ref70	Ro	366	366	40	39.3154	2.4836	3897.9942
nifK	nifK|NC_009937|NC_009937_-_Symbiosis_Island_4|ref71	BLAN	12	12	0	53.4295	15.9872	381.1231
nifK	nifK|NC_009937|NC_009937_-_Symbiosis_Island_4|ref71	No	366	366	137	70.9936	66.0407	4236.8314
nifK	nifK|NC_009937|NC_009937_-_Symbiosis_Island_4|ref71	Rh	372	372	176	78.6217	260.0984	4370.8250
nifK	nifK|NC_009937|NC_009937_-_Symbiosis_Island_4|ref71	Ro	366	366	123	68.3654	21.7721	3499.5827
nifK	nifK|NC_011894|NC_011894_-_Symbiosis_Island|ref72	BLAN	12	12	0	13.3203	2.5923	8.0338
nifK	nifK|NC_011894|NC_011894_-_Symbiosis_Island|ref72	No	366	366	0	16.9266	4.3457	678.8895
nifK	nifK|NC_011894|NC_011894_-_Symbiosis_Island|ref72	Rh	372	372	0	18.1936	3.6680	605.9097
nifK	nifK|NC_011894|NC_011894_-_Symbiosis_Island|ref72	Ro	366	366	0	12.3782	0.6267	215.9701
nifK	nifK|NC_012848|NC_012848_-_Symbiosis_Island_2|ref73	BLAN	12	12	8	100.0000	48.0460	7871.4964
nifK	nifK|NC_012848|NC_012848_-_Symbiosis_Island_2|ref73	No	366	366	15	5.3490	0.3584	7800.3523
nifK	nifK|NC_012848|NC_012848_-_Symbiosis_Island_2|ref73	Rh	372	372	15	1.5004	0.0597	4987.4755
nifK	nifK|NC_012848|NC_012848_-_Symbiosis_Island_2|ref73	Ro	366	366	14	1.3699	0.0776	528.1663
nifK	nifK|NC_014120|NC_014120_-_Symbiosis_Island_3|ref74	BLAN	12	12	0	4.0385	0.1817	6.6487
nifK	nifK|NC_014120|NC_014120_-_Symbiosis_Island_3|ref74	No	366	366	6	11.4423	2.4042	4144.3705
nifK	nifK|NC_014120|NC_014120_-_Symbiosis_Island_3|ref74	Rh	372	372	0	10.0641	4.9041	404.9712
nifK	nifK|NC_014120|NC_014120_-_Symbiosis_Island_3|ref74	Ro	366	366	2	8.4935	0.5154	1814.1679
nifK	nifK|NC_015656|NC_015656_-_Symbiosis_Island|ref75	BLAN	12	12	0	5.1837	0.3878	23.0840
nifK	nifK|NC_015656|NC_015656_-_Symbiosis_Island|ref75	No	366	366	6	3.8714	0.3130	7924.9311
nifK	nifK|NC_015656|NC_015656_-_Symbiosis_Island|ref75	Rh	372	372	8	2.6575	0.3812	1421.0020
nifK	nifK|NC_015656|NC_015656_-_Symbiosis_Island|ref75	Ro	366	366	7	2.5591	0.1522	7887.4291
nifK	nifK|NC_017249|NC_017249_-_Symbiosis_Island|ref76	BLAN	12	12	8	100.0000	17.7026	7817.8015
nifK	nifK|NC_017249|NC_017249_-_Symbiosis_Island|ref76	No	366	366	244	99.7110	157.5630	7940.9127
nifK	nifK|NC_017249|NC_017249_-_Symbiosis_Island|ref76	Rh	372	372	208	93.7701	24.6314	7869.3211
nifK	nifK|NC_017249|NC_017249_-_Symbiosis_Island|ref76	Ro	366	366	200	95.9538	14.4962	6849.2460
nifK	nifK|NC_019848|NC_019848_-_Symbiosis_Island_2|ref77	BLAN	12	12	9	100.0000	16.9877	655.1874
nifK	nifK|NC_019848|NC_019848_-_Symbiosis_Island_2|ref77	No	366	366	58	30.4799	1.2189	7930.5694
nifK	nifK|NC_019848|NC_019848_-_Symbiosis_Island_2|ref77	Rh	372	372	40	15.9857	0.6822	7762.7938
nifK	nifK|NC_019848|NC_019848_-_Symbiosis_Island_2|ref77	Ro	366	366	46	11.4786	0.4247	7907.0700
nifK	nifK|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref78	BLAN	12	12	1	17.1531	3.5354	21.5480
nifK	nifK|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref78	No	366	366	97	66.8612	5.4180	7758.9598
nifK	nifK|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref78	Rh	372	372	63	42.7691	4.0343	7308.1595
nifK	nifK|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref78	Ro	366	366	61	49.7730	2.9890	6551.3495
nifK	nifK|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref79	BLAN	12	12	0	0.6161	0.0123	0.4630
nifK	nifK|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref79	No	366	366	0	1.2322	0.0259	432.7964
nifK	nifK|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref79	Rh	372	372	0	0.0000	0.0000	428.0026
nifK	nifK|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref79	Ro	366	366	0	0.0000	0.0000	19.4358
nifN	nifN|CU633751|CU633751_-_Symbiosis_Island|ref80	BLAN	12	12	0	0.0000	0.0000	0.5818
nifN	nifN|CU633751|CU633751_-_Symbiosis_Island|ref80	No	366	366	11	0.0000	0.0000	7936.7301
nifN	nifN|CU633751|CU633751_-_Symbiosis_Island|ref80	Rh	372	372	8	0.0000	0.0000	428.7959
nifN	nifN|CU633751|CU633751_-_Symbiosis_Island|ref80	Ro	366	366	13	0.0000	0.0000	6491.3119
nifN	nifN|NC_002678|NC_002678_-_Symbiosis_Island_3|ref81	BLAN	12	12	0	12.9428	0.6895	7.4194
nifN	nifN|NC_002678|NC_002678_-_Symbiosis_Island_3|ref81	No	366	366	66	48.6624	2.0286	7351.7737
nifN	nifN|NC_002678|NC_002678_-_Symbiosis_Island_3|ref81	Rh	372	372	40	23.0658	1.2494	6955.1265
nifN	nifN|NC_002678|NC_002678_-_Symbiosis_Island_3|ref81	Ro	366	366	39	29.9710	1.0274	5267.7925
nifN	nifN|NC_009937|NC_009937_-_Symbiosis_Island_4|ref82	BLAN	12	12	0	11.8787	1.2127	6.2661
nifN	nifN|NC_009937|NC_009937_-_Symbiosis_Island_4|ref82	No	366	366	0	16.9226	3.7938	1108.2332
nifN	nifN|NC_009937|NC_009937_-_Symbiosis_Island_4|ref82	Rh	372	372	3	20.1388	5.6440	253.3151
nifN	nifN|NC_009937|NC_009937_-_Symbiosis_Island_4|ref82	Ro	366	366	1	15.4606	1.3111	249.5863
nifN	nifN|NC_011894|NC_011894_-_Symbiosis_Island|ref83	BLAN	12	12	0	7.7007	1.9082	36.5322
nifN	nifN|NC_011894|NC_011894_-_Symbiosis_Island|ref83	No	366	366	0	5.6037	1.1059	451.7983
nifN	nifN|NC_011894|NC_011894_-_Symbiosis_Island|ref83	Rh	372	372	0	7.9176	1.6345	94.8894
nifN	nifN|NC_011894|NC_011894_-_Symbiosis_Island|ref83	Ro	366	366	0	4.5191	0.3579	48.8402
nifN	nifN|NC_012848|NC_012848_-_Symbiosis_Island_2|ref84	BLAN	12	12	9	93.7313	21.6160	7333.8596
nifN	nifN|NC_012848|NC_012848_-_Symbiosis_Island_2|ref84	No	366	366	11	0.0000	0.0000	7159.5721
nifN	nifN|NC_012848|NC_012848_-_Symbiosis_Island_2|ref84	Rh	372	372	10	0.0000	0.0000	4154.8476
nifN	nifN|NC_012848|NC_012848_-_Symbiosis_Island_2|ref84	Ro	366	366	8	0.0000	0.0000	351.3964
nifN	nifN|NC_014120|NC_014120_-_Symbiosis_Island|ref85	BLAN	12	12	0	0.0000	0.0000	1.0624
nifN	nifN|NC_014120|NC_014120_-_Symbiosis_Island|ref85	No	366	366	0	0.0000	0.0000	2725.8855
nifN	nifN|NC_014120|NC_014120_-_Symbiosis_Island|ref85	Rh	372	372	0	0.0000	0.0000	338.6256
nifN	nifN|NC_014120|NC_014120_-_Symbiosis_Island|ref85	Ro	366	366	0	0.0000	0.0000	1637.6975
nifN	nifN|NC_015656|NC_015656_-_Symbiosis_Island|ref86	BLAN	12	12	0	7.9023	0.5783	23.3728
nifN	nifN|NC_015656|NC_015656_-_Symbiosis_Island|ref86	No	366	366	5	4.8132	0.4871	7369.0589
nifN	nifN|NC_015656|NC_015656_-_Symbiosis_Island|ref86	Rh	372	372	1	4.5977	0.9903	482.6911
nifN	nifN|NC_015656|NC_015656_-_Symbiosis_Island|ref86	Ro	366	366	2	2.9454	0.2206	6858.4231
nifN	nifN|NC_017249|NC_017249_-_Symbiosis_Island|ref87	BLAN	12	12	7	94.1844	18.1238	7200.3787
nifN	nifN|NC_017249|NC_017249_-_Symbiosis_Island|ref87	No	366	366	88	67.6241	13.8277	7938.3830
nifN	nifN|NC_017249|NC_017249_-_Symbiosis_Island|ref87	Rh	372	372	49	51.6667	4.8823	7293.4539
nifN	nifN|NC_017249|NC_017249_-_Symbiosis_Island|ref87	Ro	366	366	54	56.4894	3.3018	4613.1787
nifN	nifN|NC_019848|NC_019848_-_Symbiosis_Island_4|ref88	BLAN	12	12	12	100.0000	22.3816	917.5422
nifN	nifN|NC_019848|NC_019848_-_Symbiosis_Island_4|ref88	No	366	366	48	13.6878	0.5516	7941.3967
nifN	nifN|NC_019848|NC_019848_-_Symbiosis_Island_4|ref88	Rh	372	372	43	4.9020	0.4073	7775.6146
nifN	nifN|NC_019848|NC_019848_-_Symbiosis_Island_4|ref88	Ro	366	366	47	2.9789	0.2262	7869.6373
nifN	nifN|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref89	BLAN	12	12	0	7.5199	0.3633	3.2661
nifN	nifN|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref89	No	366	366	35	20.8243	0.7697	4841.1757
nifN	nifN|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref89	Rh	372	372	6	13.8106	0.7119	4384.9190
nifN	nifN|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref89	Ro	366	366	6	17.1729	0.5621	3922.7824
nifN	nifN|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref90	BLAN	12	12	0	0.0000	0.0000	0.4929
nifN	nifN|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref90	No	366	366	0	0.0000	0.0000	98.0148
nifN	nifN|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref90	Rh	372	372	0	0.0000	0.0000	32.2183
nifN	nifN|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref90	Ro	366	366	0	0.0000	0.0000	7.4336
nifQ	nifQ|CU633751|CU633751_-_Symbiosis_Island|ref91	BLAN	12	12	0	0.0000	0.0000	0.0868
nifQ	nifQ|CU633751|CU633751_-_Symbiosis_Island|ref91	No	366	366	11	0.0000	0.0000	7937.7674
nifQ	nifQ|CU633751|CU633751_-_Symbiosis_Island|ref91	Rh	372	372	7	0.0000	0.0000	592.8073
nifQ	nifQ|CU633751|CU633751_-_Symbiosis_Island|ref91	Ro	366	366	14	0.0000	0.0000	5713.8056
nifQ	nifQ|NC_002678|NC_002678_-_nitrogen_fixation_protein_NifQ_CDS|ref92	BLAN	24	12	0	3.1636	0.0633	3.9599
nifQ	nifQ|NC_002678|NC_002678_-_nitrogen_fixation_protein_NifQ_CDS|ref92	No	732	366	0	2.9321	0.0772	1805.5617
nifQ	nifQ|NC_002678|NC_002678_-_nitrogen_fixation_protein_NifQ_CDS|ref92	Rh	744	372	0	2.9321	0.1759	751.0957
nifQ	nifQ|NC_002678|NC_002678_-_nitrogen_fixation_protein_NifQ_CDS|ref92	Ro	732	366	0	2.9321	0.0617	115.7099
nifQ	nifQ|NC_009937|NC_009937_-_Symbiosis_Island_3|ref93	BLAN	12	12	0	2.8592	0.1339	6.5858
nifQ	nifQ|NC_009937|NC_009937_-_Symbiosis_Island_3|ref93	No	366	366	0	11.2971	1.1220	379.9833
nifQ	nifQ|NC_009937|NC_009937_-_Symbiosis_Island_3|ref93	Rh	372	372	0	16.8759	1.9847	583.7183
nifQ	nifQ|NC_009937|NC_009937_-_Symbiosis_Island_3|ref93	Ro	366	366	0	2.8592	0.1590	328.7308
nifQ	nifQ|NC_011894|NC_011894_-_Symbiosis_Island|ref94	BLAN	12	12	0	3.7468	0.2727	2.2933
nifQ	nifQ|NC_011894|NC_011894_-_Symbiosis_Island|ref94	No	366	366	0	2.5840	0.2506	21.9935
nifQ	nifQ|NC_011894|NC_011894_-_Symbiosis_Island|ref94	Rh	372	372	0	2.5840	0.2946	50.8411
nifQ	nifQ|NC_011894|NC_011894_-_Symbiosis_Island|ref94	Ro	366	366	0	2.4548	0.0581	9.3979
nifQ	nifQ|NC_014118|NC_014118_-_nitrogen_fixation_protein_NifQ_CDS|ref95	BLAN	12	12	0	3.5715	0.0714	9.0147
nifQ	nifQ|NC_014118|NC_014118_-_nitrogen_fixation_protein_NifQ_CDS|ref95	No	366	366	0	0.0000	0.0000	26.8626
nifQ	nifQ|NC_014118|NC_014118_-_nitrogen_fixation_protein_NifQ_CDS|ref95	Rh	372	372	1	0.0000	0.0000	349.6044
nifQ	nifQ|NC_014118|NC_014118_-_nitrogen_fixation_protein_NifQ_CDS|ref95	Ro	366	366	0	0.0000	0.0000	6.4139
nifQ	nifQ|NC_014120|NC_014120_-_Symbiosis_Island|ref96	BLAN	12	12	0	0.0000	0.0000	0.2667
nifQ	nifQ|NC_014120|NC_014120_-_Symbiosis_Island|ref96	No	366	366	0	0.0000	0.0000	2.8772
nifQ	nifQ|NC_014120|NC_014120_-_Symbiosis_Island|ref96	Rh	372	372	0	0.0000	0.0000	2.6667
nifQ	nifQ|NC_014120|NC_014120_-_Symbiosis_Island|ref96	Ro	366	366	0	0.0000	0.0000	2.8053
nifQ	nifQ|NC_017249|NC_017249_-_Symbiosis_Island|ref97	BLAN	12	12	1	62.7595	4.0061	4501.0037
nifQ	nifQ|NC_017249|NC_017249_-_Symbiosis_Island|ref97	No	366	366	25	44.3834	3.8932	7914.3687
nifQ	nifQ|NC_017249|NC_017249_-_Symbiosis_Island|ref97	Rh	372	372	9	32.2344	0.9073	6143.3700
nifQ	nifQ|NC_017249|NC_017249_-_Symbiosis_Island|ref97	Ro	366	366	10	34.3101	1.1032	1924.1990
nifQ	nifQ|NZ_CP141049|NZ_CP141049_-_nitrogen_fixation_protein_NifQ_CDS|ref98	BLAN	12	12	0	6.7100	0.3549	3.9076
nifQ	nifQ|NZ_CP141049|NZ_CP141049_-_nitrogen_fixation_protein_NifQ_CDS|ref98	No	366	366	4	27.6334	1.0975	5657.4315
nifQ	nifQ|NZ_CP141049|NZ_CP141049_-_nitrogen_fixation_protein_NifQ_CDS|ref98	Rh	372	372	0	15.0072	1.2712	4820.8745
nifQ	nifQ|NZ_CP141049|NZ_CP141049_-_nitrogen_fixation_protein_NifQ_CDS|ref98	Ro	366	366	0	22.3665	0.6919	3176.2828
nifS	nifS|NC_002678|NC_002678_-_Symbiosis_Island_2|ref99	BLAN	12	12	0	7.2394	0.5998	26.5656
nifS	nifS|NC_002678|NC_002678_-_Symbiosis_Island_2|ref99	No	366	366	2	12.8879	0.6818	4597.5792
nifS	nifS|NC_002678|NC_002678_-_Symbiosis_Island_2|ref99	Rh	372	372	0	7.7565	0.3620	3832.1591
nifS	nifS|NC_002678|NC_002678_-_Symbiosis_Island_2|ref99	Ro	366	366	0	7.1202	0.2558	1672.3906
nifS	nifS|NC_009937|NC_009937_-_Symbiosis_Island_2|ref100	BLAN	12	12	0	13.3700	1.2226	3.0421
nifS	nifS|NC_009937|NC_009937_-_Symbiosis_Island_2|ref100	No	366	366	0	9.3864	1.0366	462.9689
nifS	nifS|NC_009937|NC_009937_-_Symbiosis_Island_2|ref100	Rh	372	372	0	13.5531	2.8924	194.0577
nifS	nifS|NC_009937|NC_009937_-_Symbiosis_Island_2|ref100	Ro	366	366	0	6.9139	0.4441	112.4625
nifS	nifS|NC_017249|NC_017249_-_Symbiosis_Island|ref101	BLAN	12	12	6	92.1320	15.7881	5813.4213
nifS	nifS|NC_017249|NC_017249_-_Symbiosis_Island|ref101	No	366	366	114	73.7310	12.8866	7938.2234
nifS	nifS|NC_017249|NC_017249_-_Symbiosis_Island|ref101	Rh	372	372	53	45.2623	6.5740	6925.2953
nifS	nifS|NC_017249|NC_017249_-_Symbiosis_Island|ref101	Ro	366	366	48	53.4687	2.6900	4582.9052
nifT	nifT|NC_002678|NC_002678_-_Symbiosis_Island_1|ref102	BLAN	12	12	0	0.0000	0.0000	6.1972
nifT	nifT|NC_002678|NC_002678_-_Symbiosis_Island_1|ref102	No	366	366	4	0.0000	0.0000	1110.4038
nifT	nifT|NC_002678|NC_002678_-_Symbiosis_Island_1|ref102	Rh	372	372	2	0.0000	0.0000	1194.4554
nifT	nifT|NC_002678|NC_002678_-_Symbiosis_Island_1|ref102	Ro	366	366	0	0.0000	0.0000	1165.8545
nifT	nifT|NC_009937|NC_009937_-_Symbiosis_Island_2|ref103	BLAN	12	12	0	5.0229	0.1004	6.8493
nifT	nifT|NC_009937|NC_009937_-_Symbiosis_Island_2|ref103	No	366	366	55	8.6758	0.3653	876.2648
nifT	nifT|NC_009937|NC_009937_-_Symbiosis_Island_2|ref103	Rh	372	372	98	44.7489	2.8265	1201.2100
nifT	nifT|NC_009937|NC_009937_-_Symbiosis_Island_2|ref103	Ro	366	366	48	8.6758	0.1963	754.8767
nifT	nifT|NC_011894|NC_011894_-_Symbiosis_Island_2|ref104	BLAN	12	12	0	0.0000	0.0000	2.1096
nifT	nifT|NC_011894|NC_011894_-_Symbiosis_Island_2|ref104	No	366	366	0	0.0000	0.0000	103.0046
nifT	nifT|NC_011894|NC_011894_-_Symbiosis_Island_2|ref104	Rh	372	372	0	0.0000	0.0000	41.6986
nifT	nifT|NC_011894|NC_011894_-_Symbiosis_Island_2|ref104	Ro	366	366	0	0.0000	0.0000	17.8265
nifT	nifT|NC_012848|NC_012848_-_Symbiosis_Island|ref105	BLAN	12	12	6	100.0000	10.2699	7759.2676
nifT	nifT|NC_012848|NC_012848_-_Symbiosis_Island|ref105	No	366	366	3	0.0000	0.0000	7473.5869
nifT	nifT|NC_012848|NC_012848_-_Symbiosis_Island|ref105	Rh	372	372	2	0.0000	0.0000	793.6479
nifT	nifT|NC_012848|NC_012848_-_Symbiosis_Island|ref105	Ro	366	366	2	0.0000	0.0000	143.7653
nifT	nifT|NC_014120|NC_014120_-_Symbiosis_Island_2|ref106	BLAN	12	12	0	0.0000	0.0000	2.3105
nifT	nifT|NC_014120|NC_014120_-_Symbiosis_Island_2|ref106	No	366	366	0	0.0000	0.0000	320.2877
nifT	nifT|NC_014120|NC_014120_-_Symbiosis_Island_2|ref106	Rh	372	372	0	0.0000	0.0000	35.4886
nifT	nifT|NC_014120|NC_014120_-_Symbiosis_Island_2|ref106	Ro	366	366	0	0.0000	0.0000	82.6986
nifT	nifT|NC_017249|NC_017249_-_Symbiosis_Island|ref107	BLAN	12	12	5	85.1111	11.0534	6520.9289
nifT	nifT|NC_017249|NC_017249_-_Symbiosis_Island|ref107	No	366	366	127	82.2222	4.6734	7923.2889
nifT	nifT|NC_017249|NC_017249_-_Symbiosis_Island|ref107	Rh	372	372	51	58.6667	1.2955	7755.7067
nifT	nifT|NC_017249|NC_017249_-_Symbiosis_Island|ref107	Ro	366	366	59	66.8889	1.4556	6189.4533
nifT	nifT|NC_019848|NC_019848_-_Symbiosis_Island_3|ref108	BLAN	12	12	10	100.0000	20.1450	1133.0242
nifT	nifT|NC_019848|NC_019848_-_Symbiosis_Island_3|ref108	No	366	366	43	0.0000	0.0000	7804.1643
nifT	nifT|NC_019848|NC_019848_-_Symbiosis_Island_3|ref108	Rh	372	372	37	0.0000	0.0000	7031.8599
nifT	nifT|NC_019848|NC_019848_-_Symbiosis_Island_3|ref108	Ro	366	366	43	0.0000	0.0000	7094.2802
nifT	nifT|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_2|ref109	BLAN	12	12	0	4.4601	0.0892	5.0563
nifT	nifT|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_2|ref109	No	366	366	78	60.3286	2.2770	7915.7371
