gene	target_id	sample_group	rows	unique_samples	good_samples	median_percent_covered	median_mean_depth	max_mean_depth
nifT	nifT|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_2|ref109	Rh	372	372	43	13.8498	0.5822	7301.4789
nifT	nifT|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_2|ref109	Ro	366	366	43	31.9248	0.8662	6219.8685
nifT	nifT|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island|ref110	BLAN	12	12	0	0.0000	0.0000	0.0000
nifT	nifT|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island|ref110	No	366	366	0	0.0000	0.0000	1.5190
nifT	nifT|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island|ref110	Rh	372	372	0	0.0000	0.0000	1.3502
nifT	nifT|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island|ref110	Ro	366	366	0	0.0000	0.0000	1.3502
nifU	nifU|NC_002678|NC_002678_-_NifU_family_protein_CDS|ref111	BLAN	12	12	12	100.0000	426.3043	5073.8491
nifU	nifU|NC_002678|NC_002678_-_NifU_family_protein_CDS|ref111	No	366	366	305	95.7895	198.6614	7921.8175
nifU	nifU|NC_002678|NC_002678_-_NifU_family_protein_CDS|ref111	Rh	372	372	345	96.3158	1414.3290	7852.6070
nifU	nifU|NC_002678|NC_002678_-_NifU_family_protein_CDS|ref111	Ro	366	366	284	95.7895	76.3895	6248.9737
nifU	nifU|NC_007777|NC_007777_-_NifU_family_protein_CDS|ref112	BLAN	12	12	0	0.0000	0.0000	0.7361
nifU	nifU|NC_007777|NC_007777_-_NifU_family_protein_CDS|ref112	No	366	366	0	0.0000	0.0000	36.8837
nifU	nifU|NC_007777|NC_007777_-_NifU_family_protein_CDS|ref112	Rh	372	372	0	3.2986	0.1389	16.1944
nifU	nifU|NC_007777|NC_007777_-_NifU_family_protein_CDS|ref112	Ro	366	366	0	0.0000	0.0000	8.0139
nifU	nifU|NC_008278|NC_008278_-_NifU_family_protein_CDS|ref113	BLAN	12	12	0	2.9412	0.6410	2.1071
nifU	nifU|NC_008278|NC_008278_-_NifU_family_protein_CDS|ref113	No	366	366	14	3.0166	0.1207	6355.1312
nifU	nifU|NC_008278|NC_008278_-_NifU_family_protein_CDS|ref113	Rh	372	372	1	3.1674	0.3378	412.6697
nifU	nifU|NC_008278|NC_008278_-_NifU_family_protein_CDS|ref113	Ro	366	366	0	2.8658	0.0648	85.4691
nifU	nifU|NC_009937|NC_009937_-_Symbiosis_Island_2|ref114	BLAN	12	12	0	6.8421	0.9508	3.0667
nifU	nifU|NC_009937|NC_009937_-_Symbiosis_Island_2|ref114	No	366	366	0	0.0000	0.0000	195.4316
nifU	nifU|NC_009937|NC_009937_-_Symbiosis_Island_2|ref114	Rh	372	372	0	0.0000	0.0000	124.0737
nifU	nifU|NC_009937|NC_009937_-_Symbiosis_Island_2|ref114	Ro	366	366	0	0.0000	0.0000	67.6105
nifU	nifU|NC_011894|NC_011894_-_NifU_family_protein_CDS|ref115	BLAN	12	12	1	23.2270	8.9468	78.3688
nifU	nifU|NC_011894|NC_011894_-_NifU_family_protein_CDS|ref115	No	366	366	1	18.9716	1.9468	286.6613
nifU	nifU|NC_011894|NC_011894_-_NifU_family_protein_CDS|ref115	Rh	372	372	25	30.2304	20.7925	1108.3475
nifU	nifU|NC_011894|NC_011894_-_NifU_family_protein_CDS|ref115	Ro	366	366	3	23.9362	2.4832	151.5390
nifU	nifU|NC_012850|NC_012850_-_NifU_family_protein_CDS|ref116	BLAN	12	12	11	100.0000	193.2381	7886.9189
nifU	nifU|NC_012850|NC_012850_-_NifU_family_protein_CDS|ref116	No	366	366	92	47.7073	20.9162	7889.3986
nifU	nifU|NC_012850|NC_012850_-_NifU_family_protein_CDS|ref116	Rh	372	372	86	40.2998	52.7116	5542.8377
nifU	nifU|NC_012850|NC_012850_-_NifU_family_protein_CDS|ref116	Ro	366	366	104	51.7636	12.9912	1237.3333
nifU	nifU|NC_015656|NC_015656_-_NifU_family_protein_CDS|ref117	BLAN	12	12	0	3.3109	0.0887	1.1829
nifU	nifU|NC_015656|NC_015656_-_NifU_family_protein_CDS|ref117	No	366	366	5	2.2447	0.1706	7538.0415
nifU	nifU|NC_015656|NC_015656_-_NifU_family_protein_CDS|ref117	Rh	372	372	3	2.1324	0.0898	706.6105
nifU	nifU|NC_015656|NC_015656_-_NifU_family_protein_CDS|ref117	Ro	366	366	2	2.1324	0.0426	7170.7980
nifU	nifU|NC_017249|NC_017249_-_NifU_family_protein_CDS|ref118	BLAN	12	12	12	100.0000	851.9508	7798.5351
nifU	nifU|NC_017249|NC_017249_-_NifU_family_protein_CDS|ref118	No	366	366	336	99.8246	827.7640	7893.5754
nifU	nifU|NC_017249|NC_017249_-_NifU_family_protein_CDS|ref118	Rh	372	372	346	99.6491	953.8570	7825.5211
nifU	nifU|NC_017249|NC_017249_-_NifU_family_protein_CDS|ref118	Ro	366	366	323	99.8246	218.1438	6875.8123
nifU	nifU|NC_019845|NC_019845_-_NifU_family_protein_CDS|ref119	BLAN	12	12	12	100.0000	20.8271	542.8377
nifU	nifU|NC_019845|NC_019845_-_NifU_family_protein_CDS|ref119	No	366	366	68	43.3862	4.4515	7892.7425
nifU	nifU|NC_019845|NC_019845_-_NifU_family_protein_CDS|ref119	Rh	372	372	85	49.8236	9.2946	7467.0564
nifU	nifU|NC_019845|NC_019845_-_NifU_family_protein_CDS|ref119	Ro	366	366	58	44.7090	4.0556	7800.2028
nifU	nifU|NZ_CP104965|NZ_CP104965_-_NifU_family_protein_CDS|ref120	BLAN	12	12	1	23.8977	1.7654	47.2152
nifU	nifU|NZ_CP104965|NZ_CP104965_-_NifU_family_protein_CDS|ref120	No	366	366	6	10.4938	1.3281	820.7213
nifU	nifU|NZ_CP104965|NZ_CP104965_-_NifU_family_protein_CDS|ref120	Rh	372	372	17	13.2275	5.7460	912.1429
nifU	nifU|NZ_CP104965|NZ_CP104965_-_NifU_family_protein_CDS|ref120	Ro	366	366	18	12.8747	1.2698	265.7654
nifU	nifU|NZ_CP141048|NZ_CP141048_-_NifU_family_protein_CDS|ref121	BLAN	12	12	3	64.5276	37.3271	199.6738
nifU	nifU|NZ_CP141048|NZ_CP141048_-_NifU_family_protein_CDS|ref121	No	366	366	9	53.8324	34.9751	2172.9804
nifU	nifU|NZ_CP141048|NZ_CP141048_-_NifU_family_protein_CDS|ref121	Rh	372	372	57	58.2888	110.3369	1190.2424
nifU	nifU|NZ_CP141048|NZ_CP141048_-_NifU_family_protein_CDS|ref121	Ro	366	366	16	51.9608	13.3850	1132.5597
nifU	nifU|NZ_HG938355|NZ_HG938355_-_NifU_family_protein_CDS|ref122	BLAN	12	12	1	47.8836	11.4974	330.9506
nifU	nifU|NZ_HG938355|NZ_HG938355_-_NifU_family_protein_CDS|ref122	No	366	366	21	37.3016	4.5115	6750.8307
nifU	nifU|NZ_HG938355|NZ_HG938355_-_NifU_family_protein_CDS|ref122	Rh	372	372	31	42.5044	25.4207	6776.2910
nifU	nifU|NZ_HG938355|NZ_HG938355_-_NifU_family_protein_CDS|ref122	Ro	366	366	30	37.3897	5.0053	687.4444
nifV	nifV|CU633751|CU633751_-_Symbiosis_Island|ref123	BLAN	12	12	0	0.0000	0.0000	0.1136
nifV	nifV|CU633751|CU633751_-_Symbiosis_Island|ref123	No	366	366	8	0.0000	0.0000	7937.7633
nifV	nifV|CU633751|CU633751_-_Symbiosis_Island|ref123	Rh	372	372	5	0.0000	0.0000	450.7983
nifV	nifV|CU633751|CU633751_-_Symbiosis_Island|ref123	Ro	366	366	10	0.0000	0.0000	6704.7926
nifV	nifV|NC_007777|NC_007777_-_Symbiosis_Island|ref124	BLAN	12	12	0	7.7722	0.8612	35.7365
nifV	nifV|NC_007777|NC_007777_-_Symbiosis_Island|ref124	No	366	366	1	3.2419	0.4115	1059.9202
nifV	nifV|NC_007777|NC_007777_-_Symbiosis_Island|ref124	Rh	372	372	0	3.2419	0.5233	32.7706
nifV	nifV|NC_007777|NC_007777_-_Symbiosis_Island|ref124	Ro	366	366	0	2.3275	0.1699	76.9892
nifV	nifV|NC_008278|NC_008278_-_Symbiosis_Island|ref125	BLAN	12	12	0	19.9507	1.0616	279.6190
nifV	nifV|NC_008278|NC_008278_-_Symbiosis_Island|ref125	No	366	366	50	36.9047	2.7529	7828.2496
nifV	nifV|NC_008278|NC_008278_-_Symbiosis_Island|ref125	Rh	372	372	17	21.6339	1.3481	2200.5402
nifV	nifV|NC_008278|NC_008278_-_Symbiosis_Island|ref125	Ro	366	366	11	16.4204	0.7484	2005.0353
nifV	nifV|NC_009937|NC_009937_-_nifV_CDS|ref126	BLAN	12	12	0	13.0000	2.6521	47.6533
nifV	nifV|NC_009937|NC_009937_-_nifV_CDS|ref126	No	366	366	0	8.7917	2.7625	103.7917
nifV	nifV|NC_009937|NC_009937_-_nifV_CDS|ref126	Rh	372	372	0	8.1250	2.4696	34.4667
nifV	nifV|NC_009937|NC_009937_-_nifV_CDS|ref126	Ro	366	366	0	6.0000	0.5634	20.5217
nifV	nifV|NC_014120|NC_014120_-_Symbiosis_Island_2|ref127	BLAN	12	12	0	1.7544	0.1036	1.4702
nifV	nifV|NC_014120|NC_014120_-_Symbiosis_Island_2|ref127	No	366	366	0	0.0000	0.0000	408.4219
nifV	nifV|NC_014120|NC_014120_-_Symbiosis_Island_2|ref127	Rh	372	372	0	1.6667	0.0333	24.4132
nifV	nifV|NC_014120|NC_014120_-_Symbiosis_Island_2|ref127	Ro	366	366	0	0.0000	0.0000	50.6456
nifV	nifV|NC_015656|NC_015656_-_Symbiosis_Island|ref128	BLAN	12	12	0	6.1696	0.3016	162.7823
nifV	nifV|NC_015656|NC_015656_-_Symbiosis_Island|ref128	No	366	366	5	3.5133	0.3993	7305.7729
nifV	nifV|NC_015656|NC_015656_-_Symbiosis_Island|ref128	Rh	372	372	1	3.3419	0.4610	411.8183
nifV	nifV|NC_015656|NC_015656_-_Symbiosis_Island|ref128	Ro	366	366	2	3.2562	0.1474	6730.9726
nifW	nifW|CU633751|CU633751_-_Symbiosis_Island|ref129	BLAN	12	12	0	0.0000	0.0000	0.0000
nifW	nifW|CU633751|CU633751_-_Symbiosis_Island|ref129	No	366	366	14	0.0000	0.0000	7915.8171
nifW	nifW|CU633751|CU633751_-_Symbiosis_Island|ref129	Rh	372	372	12	0.0000	0.0000	393.9145
nifW	nifW|CU633751|CU633751_-_Symbiosis_Island|ref129	Ro	366	366	17	0.0000	0.0000	7339.7640
nifW	nifW|NC_002678|NC_002678_-_Symbiosis_Island_2|ref130	BLAN	12	12	0	0.0000	0.0000	0.3177
nifW	nifW|NC_002678|NC_002678_-_Symbiosis_Island_2|ref130	No	366	366	4	0.0000	0.0000	3350.5469
nifW	nifW|NC_002678|NC_002678_-_Symbiosis_Island_2|ref130	Rh	372	372	0	0.0000	0.0000	2725.1901
nifW	nifW|NC_002678|NC_002678_-_Symbiosis_Island_2|ref130	Ro	366	366	2	0.0000	0.0000	2177.9766
nifW	nifW|NC_007777|NC_007777_-_Symbiosis_Island|ref131	BLAN	12	12	0	10.5263	0.8486	372.5702
nifW	nifW|NC_007777|NC_007777_-_Symbiosis_Island|ref131	No	366	366	0	4.6053	0.4605	2844.2588
nifW	nifW|NC_007777|NC_007777_-_Symbiosis_Island|ref131	Rh	372	372	0	4.1667	0.1667	112.7215
nifW	nifW|NC_007777|NC_007777_-_Symbiosis_Island|ref131	Ro	366	366	0	4.3860	0.1678	310.6316
nifW	nifW|NC_008278|NC_008278_-_Symbiosis_Island|ref132	BLAN	12	12	0	19.0657	0.8548	517.3788
nifW	nifW|NC_008278|NC_008278_-_Symbiosis_Island|ref132	No	366	366	47	37.8788	1.0644	7934.0177
nifW	nifW|NC_008278|NC_008278_-_Symbiosis_Island|ref132	Rh	372	372	20	19.6970	0.9899	3083.0960
nifW	nifW|NC_008278|NC_008278_-_Symbiosis_Island|ref132	Ro	366	366	15	10.4798	0.5076	2044.1364
nifW	nifW|NC_009937|NC_009937_-_Symbiosis_Island_3|ref133	BLAN	12	12	0	2.5758	0.1152	0.6545
nifW	nifW|NC_009937|NC_009937_-_Symbiosis_Island_3|ref133	No	366	366	0	0.0000	0.0000	43.8758
nifW	nifW|NC_009937|NC_009937_-_Symbiosis_Island_3|ref133	Rh	372	372	0	4.2424	0.1152	44.8848
nifW	nifW|NC_009937|NC_009937_-_Symbiosis_Island_3|ref133	Ro	366	366	0	0.0000	0.0000	5.8545
nifW	nifW|NC_011894|NC_011894_-_nifW_CDS|ref134	BLAN	12	12	0	0.0000	0.0000	0.6556
nifW	nifW|NC_011894|NC_011894_-_nifW_CDS|ref134	No	366	366	0	0.0000	0.0000	242.1250
nifW	nifW|NC_011894|NC_011894_-_nifW_CDS|ref134	Rh	372	372	0	0.0000	0.0000	17.3722
nifW	nifW|NC_011894|NC_011894_-_nifW_CDS|ref134	Ro	366	366	0	0.0000	0.0000	94.9083
nifW	nifW|NC_014120|NC_014120_-_Symbiosis_Island_2|ref135	BLAN	12	12	0	0.0000	0.0000	0.3363
nifW	nifW|NC_014120|NC_014120_-_Symbiosis_Island_2|ref135	No	366	366	0	0.0000	0.0000	18.0000
nifW	nifW|NC_014120|NC_014120_-_Symbiosis_Island_2|ref135	Rh	372	372	0	0.0000	0.0000	2.1711
nifW	nifW|NC_014120|NC_014120_-_Symbiosis_Island_2|ref135	Ro	366	366	0	0.0000	0.0000	6.0501
nifW	nifW|NC_015656|NC_015656_-_Symbiosis_Island|ref136	BLAN	12	12	0	5.1588	0.2117	18.1323
nifW	nifW|NC_015656|NC_015656_-_Symbiosis_Island|ref136	No	366	366	6	5.0265	0.1058	6433.7831
nifW	nifW|NC_015656|NC_015656_-_Symbiosis_Island|ref136	Rh	372	372	4	5.0265	0.1005	1804.2090
nifW	nifW|NC_015656|NC_015656_-_Symbiosis_Island|ref136	Ro	366	366	3	0.0000	0.0000	6367.8836
nifW	nifW|NC_017249|NC_017249_-_Symbiosis_Island|ref137	BLAN	12	12	5	81.5789	9.6228	6558.0175
nifW	nifW|NC_017249|NC_017249_-_Symbiosis_Island|ref137	No	366	366	91	72.6608	5.1754	7950.2807
nifW	nifW|NC_017249|NC_017249_-_Symbiosis_Island|ref137	Rh	372	372	37	57.8947	1.3100	6345.8246
nifW	nifW|NC_017249|NC_017249_-_Symbiosis_Island|ref137	Ro	366	366	47	64.7661	1.7734	2306.2515
nifW	nifW|NZ_CP141049|NZ_CP141049_-_nifW_CDS|ref138	BLAN	24	12	0	0.0000	0.0000	4.1849
nifW	nifW|NZ_CP141049|NZ_CP141049_-_nifW_CDS|ref138	No	732	366	32	0.0000	0.0000	7353.9010
nifW	nifW|NZ_CP141049|NZ_CP141049_-_nifW_CDS|ref138	Rh	744	372	12	0.0000	0.0000	5339.9115
nifW	nifW|NZ_CP141049|NZ_CP141049_-_nifW_CDS|ref138	Ro	732	366	10	0.0000	0.0000	5142.8724
nifX	nifX|CU633751|CU633751_-_Symbiosis_Island|ref139	BLAN	12	12	0	2.9112	0.0582	0.7627
nifX	nifX|CU633751|CU633751_-_Symbiosis_Island|ref139	No	366	366	11	2.9112	0.1659	7930.3712
nifX	nifX|CU633751|CU633751_-_Symbiosis_Island|ref139	Rh	372	372	6	0.0000	0.0000	417.3304
nifX	nifX|CU633751|CU633751_-_Symbiosis_Island|ref139	Ro	366	366	10	0.0000	0.0000	5275.7132
nifX	nifX|NC_002678|NC_002678_-_Symbiosis_Island_3|ref140	BLAN	12	12	1	14.5582	1.4076	19.9538
nifX	nifX|NC_002678|NC_002678_-_Symbiosis_Island_3|ref140	No	366	366	94	69.4779	2.3373	7787.0783
nifX	nifX|NC_002678|NC_002678_-_Symbiosis_Island_3|ref140	Rh	372	372	53	31.8273	1.2470	7414.9940
nifX	nifX|NC_002678|NC_002678_-_Symbiosis_Island_3|ref140	Ro	366	366	58	46.0843	1.2430	7026.9538
nifX	nifX|NC_002678|NC_002678_-_Symbiosis_Island_3|ref141	BLAN	12	12	1	6.7708	0.2062	15.2188
nifX	nifX|NC_002678|NC_002678_-_Symbiosis_Island_3|ref141	No	366	366	68	30.0000	1.2719	7264.0688
nifX	nifX|NC_002678|NC_002678_-_Symbiosis_Island_3|ref141	Rh	372	372	36	12.5000	1.0438	6576.5875
nifX	nifX|NC_002678|NC_002678_-_Symbiosis_Island_3|ref141	Ro	366	366	33	14.0625	0.5188	3601.5687
nifX	nifX|NC_007777|NC_007777_-_Symbiosis_Island|ref142	BLAN	12	12	0	9.0091	0.6239	14.8784
nifX	nifX|NC_007777|NC_007777_-_Symbiosis_Island|ref142	No	366	366	1	4.2793	0.1825	1867.3333
nifX	nifX|NC_007777|NC_007777_-_Symbiosis_Island|ref142	Rh	372	372	0	4.2793	0.1734	35.4820
nifX	nifX|NC_007777|NC_007777_-_Symbiosis_Island|ref142	Ro	366	366	0	0.0000	0.0000	152.6622
nifX	nifX|NC_007777|NC_007777_-_Symbiosis_Island|ref143	BLAN	12	12	0	4.7127	0.1449	22.0023
nifX	nifX|NC_007777|NC_007777_-_Symbiosis_Island|ref143	No	366	366	0	0.0000	0.0000	1807.2552
nifX	nifX|NC_007777|NC_007777_-_Symbiosis_Island|ref143	Rh	372	372	0	4.3678	0.0886	12.8621
nifX	nifX|NC_007777|NC_007777_-_Symbiosis_Island|ref143	Ro	366	366	0	0.0000	0.0000	18.5471
nifX	nifX|NC_008278|NC_008278_-_Symbiosis_Island|ref144	BLAN	12	12	0	34.2342	1.7432	187.5248
nifX	nifX|NC_008278|NC_008278_-_Symbiosis_Island|ref144	No	366	366	52	47.8603	2.5337	7911.4302
nifX	nifX|NC_008278|NC_008278_-_Symbiosis_Island|ref144	Rh	372	372	26	35.6982	2.9245	3294.5450
nifX	nifX|NC_008278|NC_008278_-_Symbiosis_Island|ref144	Ro	366	366	23	22.9729	1.3739	2409.8288
nifX	nifX|NC_008278|NC_008278_-_Symbiosis_Island|ref145	BLAN	12	12	0	16.4352	0.4908	407.4884
nifX	nifX|NC_008278|NC_008278_-_Symbiosis_Island|ref145	No	366	366	54	47.6852	1.4410	7916.9954
nifX	nifX|NC_008278|NC_008278_-_Symbiosis_Island|ref145	Rh	372	372	26	22.8010	0.9305	4012.3032
nifX	nifX|NC_008278|NC_008278_-_Symbiosis_Island|ref145	Ro	366	366	23	21.7593	0.6180	4656.9491
nifX	nifX|NC_009937|NC_009937_-_Symbiosis_Island_4|ref146	BLAN	12	12	0	28.9247	1.1032	5.4538
nifX	nifX|NC_009937|NC_009937_-_Symbiosis_Island_4|ref146	No	366	366	0	29.3548	3.5903	1445.9570
nifX	nifX|NC_009937|NC_009937_-_Symbiosis_Island_4|ref146	Rh	372	372	0	32.2581	24.9183	1299.1204
nifX	nifX|NC_009937|NC_009937_-_Symbiosis_Island_4|ref146	Ro	366	366	0	26.8817	2.1785	892.1118
nifX	nifX|NC_009937|NC_009937_-_Symbiosis_Island_4|ref147	BLAN	12	12	0	10.2272	0.4836	5.8510
nifX	nifX|NC_009937|NC_009937_-_Symbiosis_Island_4|ref147	No	366	366	18	21.9697	1.8724	2560.2702
nifX	nifX|NC_009937|NC_009937_-_Symbiosis_Island_4|ref147	Rh	372	372	36	37.8788	11.7424	1319.8788
nifX	nifX|NC_009937|NC_009937_-_Symbiosis_Island_4|ref147	Ro	366	366	25	16.4141	0.6666	392.9596
nifX	nifX|NC_011894|NC_011894_-_Symbiosis_Island|ref148	BLAN	12	12	0	4.0373	0.3644	0.9110
nifX	nifX|NC_011894|NC_011894_-_Symbiosis_Island|ref148	No	366	366	0	0.0000	0.0000	63.3644
nifX	nifX|NC_011894|NC_011894_-_Symbiosis_Island|ref148	Rh	372	372	0	0.0000	0.0000	25.2774
nifX	nifX|NC_011894|NC_011894_-_Symbiosis_Island|ref148	Ro	366	366	0	0.0000	0.0000	25.5259
nifX	nifX|NC_011894|NC_011894_-_Symbiosis_Island|ref149	BLAN	12	12	0	5.9959	0.2398	1.3293
nifX	nifX|NC_011894|NC_011894_-_Symbiosis_Island|ref149	No	366	366	0	4.0650	0.1921	84.2764
nifX	nifX|NC_011894|NC_011894_-_Symbiosis_Island|ref149	Rh	372	372	0	3.8618	0.2439	43.9736
nifX	nifX|NC_011894|NC_011894_-_Symbiosis_Island|ref149	Ro	366	366	0	0.0000	0.0000	148.0407
nifX	nifX|NC_014120|NC_014120_-_Symbiosis_Island|ref150	BLAN	12	12	0	4.4289	0.9347	11.2494
nifX	nifX|NC_014120|NC_014120_-_Symbiosis_Island|ref150	No	366	366	0	0.0000	0.0000	2341.9441
nifX	nifX|NC_014120|NC_014120_-_Symbiosis_Island|ref150	Rh	372	372	0	4.4289	0.2343	233.0373
nifX	nifX|NC_014120|NC_014120_-_Symbiosis_Island|ref150	Ro	366	366	0	4.4289	0.0886	1397.7949
nifX	nifX|NC_015656|NC_015656_-_Symbiosis_Island|ref151	BLAN	12	12	0	12.4486	2.9126	52.2654
nifX	nifX|NC_015656|NC_015656_-_Symbiosis_Island|ref151	No	366	366	5	7.8189	0.5638	7426.8169
nifX	nifX|NC_015656|NC_015656_-_Symbiosis_Island|ref151	Rh	372	372	2	7.8189	1.0021	674.0206
nifX	nifX|NC_015656|NC_015656_-_Symbiosis_Island|ref151	Ro	366	366	2	4.1152	0.2449	7088.1214
nifX	nifX|NC_015656|NC_015656_-_Symbiosis_Island|ref152	BLAN	12	12	0	5.0126	0.4374	34.3759
nifX	nifX|NC_015656|NC_015656_-_Symbiosis_Island|ref152	No	366	366	8	4.7619	0.1642	7851.9749
nifX	nifX|NC_015656|NC_015656_-_Symbiosis_Island|ref152	Rh	372	372	3	4.7619	0.1905	748.4411
nifX	nifX|NC_015656|NC_015656_-_Symbiosis_Island|ref152	Ro	366	366	4	0.0000	0.0000	7812.2231
nifX	nifX|NC_017249|NC_017249_-_Symbiosis_Island|ref153	BLAN	12	12	5	74.6236	13.4785	5402.4516
nifX	nifX|NC_017249|NC_017249_-_Symbiosis_Island|ref153	No	366	366	87	63.1183	6.0709	7932.1355
nifX	nifX|NC_017249|NC_017249_-_Symbiosis_Island|ref153	Rh	372	372	37	31.8280	0.9451	6697.6000
nifX	nifX|NC_017249|NC_017249_-_Symbiosis_Island|ref153	Ro	366	366	34	37.8495	1.2226	4613.3849
nifX	nifX|NC_017249|NC_017249_-_Symbiosis_Island|ref154	BLAN	12	12	4	76.3889	2.9622	5592.5758
nifX	nifX|NC_017249|NC_017249_-_Symbiosis_Island|ref154	No	366	366	122	76.1363	4.1200	7906.2929
nifX	nifX|NC_017249|NC_017249_-_Symbiosis_Island|ref154	Rh	372	372	31	49.1162	1.1023	7282.7222
nifX	nifX|NC_017249|NC_017249_-_Symbiosis_Island|ref154	Ro	366	366	37	53.1565	1.5177	3006.5303
nifX	nifX|NC_019848|NC_019848_-_Symbiosis_Island_2|ref155	BLAN	12	12	10	100.0000	20.7741	549.9699
nifX	nifX|NC_019848|NC_019848_-_Symbiosis_Island_2|ref155	No	366	366	44	3.8153	0.0763	7948.3655
nifX	nifX|NC_019848|NC_019848_-_Symbiosis_Island_2|ref155	Rh	372	372	32	0.0000	0.0000	7814.1888
nifX	nifX|NC_019848|NC_019848_-_Symbiosis_Island_2|ref155	Ro	366	366	43	0.0000	0.0000	7936.7249
nifX	nifX|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref156	BLAN	12	12	0	6.3008	0.3648	5.4715
nifX	nifX|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref156	No	366	366	23	5.4878	0.1870	4456.9756
nifX	nifX|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref156	Rh	372	372	2	4.0650	0.1677	2951.9167
nifX	nifX|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref156	Ro	366	366	3	3.8618	0.0823	4279.7744
nifX	nifX|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref157	BLAN	12	12	1	6.6667	0.2135	14.5896
nifX	nifX|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref157	No	366	366	93	62.0833	2.0364	7690.9333
nifX	nifX|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref157	Rh	372	372	60	38.7500	1.2604	6891.2563
nifX	nifX|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island|ref157	Ro	366	366	65	50.3125	1.3646	6390.8146
nifX	nifX|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref158	BLAN	12	12	0	0.0000	0.0000	0.4096
nifX	nifX|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref158	No	366	366	0	0.0000	0.0000	273.8956
nifX	nifX|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref158	Rh	372	372	0	0.0000	0.0000	87.1506
nifX	nifX|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref158	Ro	366	366	0	0.0000	0.0000	3.7390
nifZ	nifZ|CU633751|CU633751_-_Symbiosis_Island|ref159	BLAN	12	12	0	0.0000	0.0000	0.0000
nifZ	nifZ|CU633751|CU633751_-_Symbiosis_Island|ref159	No	366	366	12	0.0000	0.0000	7878.5196
nifZ	nifZ|CU633751|CU633751_-_Symbiosis_Island|ref159	Rh	372	372	8	0.0000	0.0000	568.4608
nifZ	nifZ|CU633751|CU633751_-_Symbiosis_Island|ref159	Ro	366	366	15	0.0000	0.0000	6422.6544
nifZ	nifZ|NC_002678|NC_002678_-_Symbiosis_Island_1|ref160	BLAN	12	12	0	0.0000	0.0000	1.5413
nifZ	nifZ|NC_002678|NC_002678_-_Symbiosis_Island_1|ref160	No	366	366	18	6.1162	0.2446	5345.5321
nifZ	nifZ|NC_002678|NC_002678_-_Symbiosis_Island_1|ref160	Rh	372	372	2	7.9511	0.4251	3253.5627
nifZ	nifZ|NC_002678|NC_002678_-_Symbiosis_Island_1|ref160	Ro	366	366	3	6.1162	0.2569	3225.3394
nifZ	nifZ|NC_007777|NC_007777_-_Symbiosis_Island|ref161	BLAN	12	12	0	5.4167	0.3195	162.5889
nifZ	nifZ|NC_007777|NC_007777_-_Symbiosis_Island|ref161	No	366	366	0	5.2778	0.2111	2435.3917
nifZ	nifZ|NC_007777|NC_007777_-_Symbiosis_Island|ref161	Rh	372	372	0	5.2778	0.2222	104.4917
nifZ	nifZ|NC_007777|NC_007777_-_Symbiosis_Island|ref161	Ro	366	366	0	5.2778	0.1056	56.9917
nifZ	nifZ|NC_008278|NC_008278_-_Symbiosis_Island|ref162	BLAN	12	12	0	23.5791	1.8710	796.3825
nifZ	nifZ|NC_008278|NC_008278_-_Symbiosis_Island|ref162	No	366	366	8	21.7358	1.6736	5507.6713
nifZ	nifZ|NC_008278|NC_008278_-_Symbiosis_Island|ref162	Rh	372	372	1	21.1981	3.7527	1167.8971
nifZ	nifZ|NC_008278|NC_008278_-_Symbiosis_Island|ref162	Ro	366	366	1	17.7419	1.3011	446.1521
nifZ	nifZ|NC_009937|NC_009937_-_Symbiosis_Island_2|ref163	BLAN	12	12	0	10.9477	0.3481	88.2778
nifZ	nifZ|NC_009937|NC_009937_-_Symbiosis_Island_2|ref163	No	366	366	0	12.7451	1.0359	734.1013
nifZ	nifZ|NC_009937|NC_009937_-_Symbiosis_Island_2|ref163	Rh	372	372	2	6.5359	0.1764	430.5686
nifZ	nifZ|NC_009937|NC_009937_-_Symbiosis_Island_2|ref163	Ro	366	366	2	3.7582	0.0654	306.8301
nifZ	nifZ|NC_009937|NC_009937_-_Symbiosis_Island_2|ref164	BLAN	12	12	0	0.0000	0.0000	0.6625
nifZ	nifZ|NC_009937|NC_009937_-_Symbiosis_Island_2|ref164	No	366	366	0	0.0000	0.0000	60.5208
