sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
WOOD-11-1-Rh	nolF.fa	1110	1061	95.5856	303.4541	9	49	4.4144	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-11-1-Ro	nolF.fa	1110	1103	99.3694	10.0486	10	7	0.6306	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-1-1-No	nolF.fa	1110	1083	97.5676	251.1351	112	27	2.4324	0	0.1667	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-1-1-Rh	nolF.fa	1110	890	80.1802	255.6901	4	220	19.8198	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-1-1-Ro	nolF.fa	1110	1066	96.0360	25.8523	22	44	3.9640	0	0.1667	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-11-1-No	nolF.fa	1110	1107	99.7297	6192.8667	6967	3	0.2703	1	0.2824	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-12-Rh	nolF.fa	1110	1102	99.2793	12.3351	13	8	0.7207	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-12-Ro	nolF.fa	1110	1090	98.1982	10.6901	10	20	1.8018	1	0.4444	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-12-No	nolF.fa	1110	1108	99.8198	6723.3784	7239	2	0.1802	0	0.0046	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-3-2-Rh	nolF.fa	1110	1010	90.9910	19.5216	4	100	9.0090	0	0.1000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-3-2-Ro	nolF.fa	1110	1107	99.7297	154.7901	66	3	0.2703	2	0.4071	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-4-1-No	nolF.fa	1110	997	89.8198	20.9459	6	113	10.1802	0	0.2500	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-4-1-Rh	nolF.fa	1110	1098	98.9189	110.1324	3	12	1.0811	0	0.0078	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-5-1-No	nolF.fa	1110	1103	99.3694	29.4649	30	7	0.6306	3	0.4737	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-5-1-Rh	nolF.fa	1110	1082	97.4775	14.5378	13	28	2.5225	3	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-5-1-Ro	nolF.fa	1110	1103	99.3694	29.2252	30	7	0.6306	6	0.4242	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-6-1-No	nolF.fa	1110	1107	99.7297	7109.0333	7672	3	0.2703	7	0.4371	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-6-1-Rh	nolF.fa	1110	1067	96.1261	9.5315	7	43	3.8739	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-6-1-Ro	nolF.fa	1110	1103	99.3694	874.8000	958	7	0.6306	7	0.4927	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-3-2-No	nolF.fa	1110	1107	99.7297	7092.1595	7667	3	0.2703	0	0.1317	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-7-1-Rh	nolF.fa	1110	1095	98.6486	29.2739	21	15	1.3514	2	0.3077	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-7-1-Ro	nolF.fa	1110	1095	98.6486	34.6856	28	15	1.3514	3	0.3462	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-8-No	nolF.fa	1110	1098	98.9189	3412.9414	3840	12	1.0811	1	0.3580	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-8-Rh	nolF.fa	1110	1102	99.2793	59.2135	9	8	0.7207	0	0.4444	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-8-Ro	nolF.fa	1110	1097	98.8288	25.4874	26	13	1.1712	4	0.4400	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-9-Rh	nolF.fa	1110	1092	98.3784	15.6387	14	18	1.6216	2	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
YELL-5-3-Rh	nolF.fa	1110	1057	95.2252	8.6775	6	53	4.7748	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-7-1-No	nolF.fa	1110	1108	99.8198	7024.0910	7589	2	0.1802	0	0.0090	20	10	5	0.2000	20	10	pass_single_dominant
