sample	site	sample_type	in_metadata_exact	match_status	metadata_sample_norm_match	n_norm_matches
JERC-11-1-No	JERC	No	yes	exact_match	JERC-11-1-No	1
JERC-121-No	JERC	No	yes	exact_match	JERC-12-1-No;JERC-121-No	2
JERC-12-1-Rh	JERC	Rh	yes	exact_match	JERC-12-1-Rh;JERC-121-Rh	2
JERC-12-1-No	JERC	No	yes	exact_match	JERC-12-1-No;JERC-121-No	2
JERC-12-1-Ro	JERC	Ro	yes	exact_match	JERC-12-1-Ro;JERC-121-Ro	2
JERC-121-Ro	JERC	Ro	yes	exact_match	JERC-12-1-Ro;JERC-121-Ro	2
JERC-122-No	JERC	No	yes	exact_match	JERC-122-No	1
JERC-122-Rh	JERC	Rh	yes	exact_match	JERC-122-Rh	1
JERC-122-Ro	JERC	Ro	yes	exact_match	JERC-122-Ro	1
JERC-123-No	JERC	No	yes	exact_match	JERC-123-No	1
JERC-123-Rh	JERC	Rh	yes	exact_match	JERC-123-Rh	1
JERC-123-Ro	JERC	Ro	yes	exact_match	JERC-123-Ro	1
JERC-124-2-No	JERC	No	yes	exact_match	JERC-124-2-No	1
JERC-124-2-Rh	JERC	Rh	yes	exact_match	JERC-124-2-Rh	1
JERC-124-2-Ro	JERC	Ro	yes	exact_match	JERC-124-2-Ro	1
JERC-126-4-No	JERC	No	yes	exact_match	JERC-126-4-No	1
JERC-126-4-Rh	JERC	Rh	yes	exact_match	JERC-126-4-Rh	1
JERC-126-4-Ro	JERC	Ro	yes	exact_match	JERC-126-4-Ro	1
JERC-127-2-No	JERC	No	yes	exact_match	JERC-127-2-No	1
JERC-127-2-Rh	JERC	Rh	yes	exact_match	JERC-127-2-Rh	1
JERC-127-2-Ro	JERC	Ro	yes	exact_match	JERC-127-2-Ro	1
JERC-128-2-No	JERC	No	yes	exact_match	JERC-128-2-No	1
JERC-128-2-Rh	JERC	Rh	yes	exact_match	JERC-128-2-Rh	1
JERC-128-2-Ro	JERC	Ro	yes	exact_match	JERC-128-2-Ro	1
JERC-129-4-No	JERC	No	yes	exact_match	JERC-129-4-No	1
JERC-129-4-Rh	JERC	Rh	yes	exact_match	JERC-129-4-Rh	1
JERC-129-4-Ro	JERC	Ro	yes	exact_match	JERC-129-4-Ro	1
JERC-121-Rh	JERC	Rh	yes	exact_match	JERC-12-1-Rh;JERC-121-Rh	2
JERC-1-2-Rh	JERC	Rh	yes	exact_match	JERC-1-2-Rh	1
JERC-1-2-Ro	JERC	Ro	yes	exact_match	JERC-1-2-Ro	1
JERC-131-No	JERC	No	yes	exact_match	JERC-131-No	1
JERC-131-Rh	JERC	Rh	yes	exact_match	JERC-131-Rh	1
JERC-131-Ro	JERC	Ro	yes	exact_match	JERC-131-Ro	1
JERC-132-3-No	JERC	No	yes	exact_match	JERC-132-3-No	1
JERC-132-3-Rh	JERC	Rh	yes	exact_match	JERC-132-3-Rh	1
JERC-132-3-Ro	JERC	Ro	yes	exact_match	JERC-132-3-Ro	1
JERC-13-3-No	JERC	No	yes	exact_match	JERC-13-3-No	1
JERC-13-3-Rh	JERC	Rh	yes	exact_match	JERC-13-3-Rh	1
JERC-13-3-Ro	JERC	Ro	yes	exact_match	JERC-13-3-Ro	1
JERC-134-3-No	JERC	No	yes	exact_match	JERC-134-3-No	1
JERC-134-3-Rh	JERC	Rh	yes	exact_match	JERC-134-3-Rh	1
JERC-134-3-Ro	JERC	Ro	yes	exact_match	JERC-134-3-Ro	1
JERC-135-3-No	JERC	No	yes	exact_match	JERC-135-3-No	1
JERC-135-3-Rh	JERC	Rh	yes	exact_match	JERC-135-3-Rh	1
JERC-135-3-Ro	JERC	Ro	yes	exact_match	JERC-135-3-Ro	1
JERC-136-No	JERC	No	yes	exact_match	JERC-136-No	1
JERC-136-Rh	JERC	Rh	yes	exact_match	JERC-136-Rh	1
JERC-136-Ro	JERC	Ro	yes	exact_match	JERC-136-Ro	1
JERC-138-Rh	JERC	Rh	yes	exact_match	JERC-138-Rh	1
JERC-138-Ro	JERC	Ro	yes	exact_match	JERC-138-Ro	1
JERC-139-5-No	JERC	No	yes	exact_match	JERC-139-5-No	1
JERC-139-5-Rh	JERC	Rh	yes	exact_match	JERC-139-5-Rh	1
JERC-139-5-Ro	JERC	Ro	yes	exact_match	JERC-139-5-Ro	1
JERC-140-No	JERC	No	yes	exact_match	JERC-140-No	1
JERC-140-Rh	JERC	Rh	yes	exact_match	JERC-140-Rh	1
JERC-140-Ro	JERC	Ro	yes	exact_match	JERC-140-Ro	1
JERC-141-No	JERC	No	yes	exact_match	JERC-141-No	1
JERC-1-2-No	JERC	No	yes	exact_match	JERC-1-2-No	1
JERC-141-Ro	JERC	Ro	yes	exact_match	JERC-141-Ro	1
JERC-142-No	JERC	No	yes	exact_match	JERC-142-No	1
JERC-141-Rh	JERC	Rh	yes	exact_match	JERC-141-Rh	1
JERC-142-Rh	JERC	Rh	yes	exact_match	JERC-142-Rh	1
JERC-143-Rh	JERC	Rh	yes	exact_match	JERC-143-Rh	1
JERC-143-Ro	JERC	Ro	yes	exact_match	JERC-143-Ro	1
JERC-144-No	JERC	No	yes	exact_match	JERC-144-No	1
JERC-144-Rh	JERC	Rh	yes	exact_match	JERC-144-Rh	1
JERC-144-Ro	JERC	Ro	yes	exact_match	JERC-144-Ro	1
JERC-145-1-No	JERC	No	yes	exact_match	JERC-145-1-No	1
JERC-145-1-Rh	JERC	Rh	yes	exact_match	JERC-145-1-Rh	1
JERC-145-1-Ro	JERC	Ro	yes	exact_match	JERC-145-1-Ro	1
JERC-14-5-No	JERC	No	yes	exact_match	JERC-14-5-No	1
JERC-14-5-Rh	JERC	Rh	yes	exact_match	JERC-14-5-Rh	1
JERC-14-5-Ro	JERC	Ro	yes	exact_match	JERC-14-5-Ro	1
JERC-143-No	JERC	No	yes	exact_match	JERC-143-No	1
JERC-146-Ro	JERC	Ro	yes	exact_match	JERC-146-Ro	1
JERC-147-Rh	JERC	Rh	yes	exact_match	JERC-147-Rh	1
JERC-146-Rh	JERC	Rh	yes	exact_match	JERC-146-Rh	1
JERC-147-Ro	JERC	Ro	yes	exact_match	JERC-147-Ro	1
JERC-148-No	JERC	No	yes	exact_match	JERC-148-No	1
JERC-148-Rh	JERC	Rh	yes	exact_match	JERC-148-Rh	1
JERC-148-Ro	JERC	Ro	yes	exact_match	JERC-148-Ro	1
JERC-149-Rh	JERC	Rh	yes	exact_match	JERC-149-Rh	1
JERC-149-No	JERC	No	yes	exact_match	JERC-149-No	1
JERC-149-Ro	JERC	Ro	yes	exact_match	JERC-149-Ro	1
JERC-150-Rh	JERC	Rh	yes	exact_match	JERC-150-Rh	1
JERC-150-Ro	JERC	Ro	yes	exact_match	JERC-150-Ro	1
JERC-150-No	JERC	No	yes	exact_match	JERC-150-No	1
JERC-151-Rh	JERC	Rh	yes	exact_match	JERC-151-Rh	1
JERC-151-No	JERC	No	yes	exact_match	JERC-151-No	1
JERC-151-Ro	JERC	Ro	yes	exact_match	JERC-151-Ro	1
JERC-152-Rh	JERC	Rh	yes	exact_match	JERC-152-Rh	1
JERC-152-No	JERC	No	yes	exact_match	JERC-152-No	1
JERC-152-Ro	JERC	Ro	yes	exact_match	JERC-152-Ro	1
JERC-153-Rh	JERC	Rh	yes	exact_match	JERC-153-Rh	1
JERC-154-No	JERC	No	yes	exact_match	JERC-154-No	1
JERC-154-Rh	JERC	Rh	yes	exact_match	JERC-154-Rh	1
JERC-154-Ro	JERC	Ro	yes	exact_match	JERC-154-Ro	1
JERC-153-No	JERC	No	yes	exact_match	JERC-153-No	1
JERC-155-No	JERC	No	yes	exact_match	JERC-155-No	1
JERC-155-Ro	JERC	Ro	yes	exact_match	JERC-155-Ro	1
JERC-155-Rh	JERC	Rh	yes	exact_match	JERC-155-Rh	1
JERC-156-No	JERC	No	yes	exact_match	JERC-156-No	1
JERC-156-Ro	JERC	Ro	yes	exact_match	JERC-156-Ro	1
JERC-156-Rh	JERC	Rh	yes	exact_match	JERC-156-Rh	1
JERC-157-2-Rh	JERC	Rh	yes	exact_match	JERC-157-2-Rh	1
JERC-157-2-Ro	JERC	Ro	yes	exact_match	JERC-157-2-Ro	1
JERC-158-No	JERC	No	yes	exact_match	JERC-158-No	1
JERC-158-Rh	JERC	Rh	yes	exact_match	JERC-158-Rh	1
JERC-158-Ro	JERC	Ro	yes	exact_match	JERC-158-Ro	1
JERC-157-2-No	JERC	No	yes	exact_match	JERC-157-2-No	1
JERC-159-2-No	JERC	No	yes	exact_match	JERC-159-2-No	1
JERC-159-2-Ro	JERC	Ro	yes	exact_match	JERC-159-2-Ro	1
JERC-159-2-Rh	JERC	Rh	yes	exact_match	JERC-159-2-Rh	1
JERC-160-Rh	JERC	Rh	yes	exact_match	JERC-160-Rh	1
JERC-160-Ro	JERC	Ro	yes	exact_match	JERC-160-Ro	1
JERC-161-No	JERC	No	yes	exact_match	JERC-161-No	1
JERC-160-No	JERC	No	yes	exact_match	JERC-160-No	1
JERC-161-Rh	JERC	Rh	yes	exact_match	JERC-161-Rh	1
JERC-161-Ro	JERC	Ro	yes	exact_match	JERC-161-Ro	1
JERC-16-2-No	JERC	No	yes	exact_match	JERC-16-2-No;JERC-162-No	2
JERC-16-2-Rh	JERC	Rh	yes	exact_match	JERC-16-2-Rh;JERC-162-Rh	2
JERC-162-Rh	JERC	Rh	yes	exact_match	JERC-16-2-Rh;JERC-162-Rh	2
JERC-162-No	JERC	No	yes	exact_match	JERC-16-2-No;JERC-162-No	2
JERC-16-2-Ro	JERC	Ro	yes	exact_match	JERC-16-2-Ro;JERC-162-Ro	2
JERC-162-Ro	JERC	Ro	yes	exact_match	JERC-16-2-Ro;JERC-162-Ro	2
JERC-163-Rh	JERC	Rh	yes	exact_match	JERC-163-Rh	1
JERC-163-Ro	JERC	Ro	yes	exact_match	JERC-163-Ro	1
JERC-164-No	JERC	No	yes	exact_match	JERC-164-No	1
JERC-164-Rh	JERC	Rh	yes	exact_match	JERC-164-Rh	1
JERC-163-No	JERC	No	yes	exact_match	JERC-163-No	1
JERC-164-Ro	JERC	Ro	yes	exact_match	JERC-164-Ro	1
JERC-165-Rh	JERC	Rh	yes	exact_match	JERC-165-Rh	1
JERC-165-Ro	JERC	Ro	yes	exact_match	JERC-165-Ro	1
JERC-167-No	JERC	No	yes	exact_match	JERC-167-No	1
JERC-167-Rh	JERC	Rh	yes	exact_match	JERC-167-Rh	1
JERC-167-Ro	JERC	Ro	yes	exact_match	JERC-167-Ro	1
JERC-168-No	JERC	No	yes	exact_match	JERC-168-No	1
JERC-168-Rh	JERC	Rh	yes	exact_match	JERC-168-Rh	1
JERC-168-Ro	JERC	Ro	yes	exact_match	JERC-168-Ro	1
JERC-165-No	JERC	No	yes	exact_match	JERC-165-No	1
JERC-169-Rh	JERC	Rh	yes	exact_match	JERC-169-Rh	1
JERC-169-Ro	JERC	Ro	yes	exact_match	JERC-169-Ro	1
JERC-169-No	JERC	No	yes	exact_match	JERC-169-No	1
JERC-170-Rh	JERC	Rh	yes	exact_match	JERC-170-Rh	1
JERC-170-Ro	JERC	Ro	yes	exact_match	JERC-170-Ro	1
JERC-170-No	JERC	No	yes	exact_match	JERC-170-No	1
JERC-171-Rh	JERC	Rh	yes	exact_match	JERC-171-Rh	1
JERC-171-Ro	JERC	Ro	yes	exact_match	JERC-171-Ro	1
JERC-172-2-No	JERC	No	yes	exact_match	JERC-172-2-No	1
JERC-172-2-Rh	JERC	Rh	yes	exact_match	JERC-172-2-Rh	1
JERC-172-2-Ro	JERC	Ro	yes	exact_match	JERC-172-2-Ro	1
JERC-171-No	JERC	No	yes	exact_match	JERC-171-No	1
JERC-173-1-Rh	JERC	Rh	yes	exact_match	JERC-173-1-Rh	1
JERC-173-1-Ro	JERC	Ro	yes	exact_match	JERC-173-1-Ro	1
JERC-175-1-No	JERC	No	yes	exact_match	JERC-175-1-No	1
JERC-173-1-No	JERC	No	yes	exact_match	JERC-173-1-No	1
JERC-175-1-Ro	JERC	Ro	yes	exact_match	JERC-175-1-Ro	1
JERC-175-1-Rh	JERC	Rh	yes	exact_match	JERC-175-1-Rh	1
JERC-176-5-Rh	JERC	Rh	yes	exact_match	JERC-176-5-Rh	1
JERC-176-5-Ro	JERC	Ro	yes	exact_match	JERC-176-5-Ro	1
JERC-177-No	JERC	No	yes	exact_match	JERC-177-No	1
JERC-177-Rh	JERC	Rh	yes	exact_match	JERC-177-Rh	1
JERC-177-Ro	JERC	Ro	yes	exact_match	JERC-177-Ro	1
JERC-178-2-No	JERC	No	yes	exact_match	JERC-178-2-No	1
JERC-178-2-Rh	JERC	Rh	yes	exact_match	JERC-178-2-Rh	1
JERC-178-2-Ro	JERC	Ro	yes	exact_match	JERC-178-2-Ro	1
JERC-179-4-No	JERC	No	yes	exact_match	JERC-179-4-No	1
JERC-179-4-Rh	JERC	Rh	yes	exact_match	JERC-179-4-Rh	1
JERC-179-4-Ro	JERC	Ro	yes	exact_match	JERC-179-4-Ro	1
JERC-180-5-No	JERC	No	yes	exact_match	JERC-180-5-No	1
JERC-180-5-Rh	JERC	Rh	yes	exact_match	JERC-180-5-Rh	1
JERC-180-5-Ro	JERC	Ro	yes	exact_match	JERC-180-5-Ro	1
JERC-176-5-No	JERC	No	yes	exact_match	JERC-176-5-No	1
JERC-181-1-No	JERC	No	yes	exact_match	JERC-181-1-No	1
JERC-181-1-Ro	JERC	Ro	yes	exact_match	JERC-181-1-Ro	1
JERC-18-2-No	JERC	No	yes	exact_match	JERC-18-2-No	1
JERC-181-1-Rh	JERC	Rh	yes	exact_match	JERC-181-1-Rh	1
JERC-18-2-Ro	JERC	Ro	yes	exact_match	JERC-18-2-Ro	1
JERC-18-2-Rh	JERC	Rh	yes	exact_match	JERC-18-2-Rh	1
JERC-183-3-No	JERC	No	yes	exact_match	JERC-183-3-No	1
JERC-183-3-Ro	JERC	Ro	yes	exact_match	JERC-183-3-Ro	1
JERC-183-3-Rh	JERC	Rh	yes	exact_match	JERC-183-3-Rh	1
JERC-184-3-No	JERC	No	yes	exact_match	JERC-184-3-No	1
JERC-184-3-Ro	JERC	Ro	yes	exact_match	JERC-184-3-Ro	1
JERC-184-3-Rh	JERC	Rh	yes	exact_match	JERC-184-3-Rh	1
JERC-185-3-No	JERC	No	yes	exact_match	JERC-185-3-No	1
JERC-185-3-Rh	JERC	Rh	yes	exact_match	JERC-185-3-Rh	1
JERC-185-3-Ro	JERC	Ro	yes	exact_match	JERC-185-3-Ro	1
JERC-186-1-Rh	JERC	Rh	yes	exact_match	JERC-186-1-Rh	1
JERC-186-1-Ro	JERC	Ro	yes	exact_match	JERC-186-1-Ro	1
JERC-186-1-No	JERC	No	yes	exact_match	JERC-186-1-No	1
JERC-187-1-No	JERC	No	yes	exact_match	JERC-187-1-No	1
JERC-187-1-Ro	JERC	Ro	yes	exact_match	JERC-187-1-Ro	1
JERC-187-1-Rh	JERC	Rh	yes	exact_match	JERC-187-1-Rh	1
JERC-188-1-Rh	JERC	Rh	yes	exact_match	JERC-188-1-Rh	1
JERC-188-1-Ro	JERC	Ro	yes	exact_match	JERC-188-1-Ro	1
JERC-188-1-No	JERC	No	yes	exact_match	JERC-188-1-No	1
JERC-189-1-Rh	JERC	Rh	yes	exact_match	JERC-189-1-Rh	1
JERC-191-1-Rh	JERC	Rh	yes	exact_match	JERC-191-1-Rh	1
JERC-191-1-Ro	JERC	Ro	yes	exact_match	JERC-191-1-Ro	1
JERC-192-1-No	JERC	No	yes	exact_match	JERC-192-1-No	1
JERC-192-1-Rh	JERC	Rh	yes	exact_match	JERC-192-1-Rh	1
JERC-191-1-No	JERC	No	yes	exact_match	JERC-191-1-No	1
JERC-192-1-Ro	JERC	Ro	yes	exact_match	JERC-192-1-Ro	1
JERC-194-2-Rh	JERC	Rh	yes	exact_match	JERC-194-2-Rh	1
JERC-194-2-No	JERC	No	yes	exact_match	JERC-194-2-No	1
JERC-194-2-Ro	JERC	Ro	yes	exact_match	JERC-194-2-Ro	1
JERC-195-2-Rh	JERC	Rh	yes	exact_match	JERC-195-2-Rh	1
JERC-195-2-Ro	JERC	Ro	yes	exact_match	JERC-195-2-Ro	1
JERC-196-3-No	JERC	No	yes	exact_match	JERC-196-3-No	1
JERC-195-2-No	JERC	No	yes	exact_match	JERC-195-2-No	1
JERC-196-3-Rh	JERC	Rh	yes	exact_match	JERC-196-3-Rh	1
JERC-196-3-Ro	JERC	Ro	yes	exact_match	JERC-196-3-Ro	1
JERC-197-1-No	JERC	No	yes	exact_match	JERC-197-1-No	1
JERC-197-1-Rh	JERC	Rh	yes	exact_match	JERC-197-1-Rh	1
JERC-197-1-Ro	JERC	Ro	yes	exact_match	JERC-197-1-Ro	1
JERC-198-Rh	JERC	Rh	yes	exact_match	JERC-198-Rh	1
JERC-198-Ro	JERC	Ro	yes	exact_match	JERC-198-Ro	1
JERC-199-No	JERC	No	yes	exact_match	JERC-199-No	1
JERC-199-Rh	JERC	Rh	yes	exact_match	JERC-199-Rh	1
JERC-199-Ro	JERC	Ro	yes	exact_match	JERC-199-Ro	1
JERC-198-No	JERC	No	yes	exact_match	JERC-198-No	1
JERC-201-1-Rh	JERC	Rh	yes	exact_match	JERC-201-1-Rh	1
JERC-201-1-Ro	JERC	Ro	yes	exact_match	JERC-201-1-Ro	1
JERC-201-1-No	JERC	No	yes	exact_match	JERC-201-1-No	1
JERC-20-1-Rh	JERC	Rh	yes	exact_match	JERC-20-1-Rh	1
JERC-20-1-Ro	JERC	Ro	yes	exact_match	JERC-20-1-Ro	1
JERC-202-1-No	JERC	No	yes	exact_match	JERC-202-1-No	1
JERC-202-1-Rh	JERC	Rh	yes	exact_match	JERC-202-1-Rh	1
JERC-202-1-Ro	JERC	Ro	yes	exact_match	JERC-202-1-Ro	1
JERC-203-1-No	JERC	No	yes	exact_match	JERC-203-1-No	1
JERC-20-1-No	JERC	No	yes	exact_match	JERC-20-1-No	1
JERC-203-1-Ro	JERC	Ro	yes	exact_match	JERC-203-1-Ro	1
JERC-203-1-Rh	JERC	Rh	yes	exact_match	JERC-203-1-Rh	1
JERC-204-1-No	JERC	No	yes	exact_match	JERC-204-1-No	1
JERC-204-1-Ro	JERC	Ro	yes	exact_match	JERC-204-1-Ro	1
JERC-204-1-Rh	JERC	Rh	yes	exact_match	JERC-204-1-Rh	1
JERC-2-1-Rh	JERC	Rh	yes	exact_match	JERC-2-1-Rh	1
JERC-2-1-Ro	JERC	Ro	yes	exact_match	JERC-2-1-Ro	1
JERC-23-1-No	JERC	No	yes	exact_match	JERC-23-1-No	1
JERC-23-1-Rh	JERC	Rh	yes	exact_match	JERC-23-1-Rh	1
JERC-23-1-Ro	JERC	Ro	yes	exact_match	JERC-23-1-Ro	1
JERC-2-1-No	JERC	No	yes	exact_match	JERC-2-1-No	1
JERC-25-1-Rh	JERC	Rh	yes	exact_match	JERC-25-1-Rh	1
JERC-25-1-Ro	JERC	Ro	yes	exact_match	JERC-25-1-Ro	1
JERC-25-1-No	JERC	No	yes	exact_match	JERC-25-1-No	1
JERC-26-5-No	JERC	No	yes	exact_match	JERC-26-5-No	1
JERC-26-5-Ro	JERC	Ro	yes	exact_match	JERC-26-5-Ro	1
JERC-26-5-Rh	JERC	Rh	yes	exact_match	JERC-26-5-Rh	1
JERC-27-2-No	JERC	No	yes	exact_match	JERC-27-2-No	1
JERC-27-2-Ro	JERC	Ro	yes	exact_match	JERC-27-2-Ro	1
JERC-27-2-Rh	JERC	Rh	yes	exact_match	JERC-27-2-Rh	1
JERC-28-4-Rh	JERC	Rh	yes	exact_match	JERC-28-4-Rh	1
JERC-28-4-Ro	JERC	Ro	yes	exact_match	JERC-28-4-Ro	1
JERC-28-4-No	JERC	No	yes	exact_match	JERC-28-4-No	1
JERC-30-3-Rh	JERC	Rh	yes	exact_match	JERC-30-3-Rh	1
JERC-30-3-Ro	JERC	Ro	yes	exact_match	JERC-30-3-Ro	1
JERC-3-1-No	JERC	No	yes	exact_match	JERC-3-1-No	1
JERC-3-1-Rh	JERC	Rh	yes	exact_match	JERC-3-1-Rh	1
JERC-3-1-Ro	JERC	Ro	yes	exact_match	JERC-3-1-Ro	1
JERC-34-4-No	JERC	No	yes	exact_match	JERC-34-4-No	1
JERC-34-4-Rh	JERC	Rh	yes	exact_match	JERC-34-4-Rh	1
JERC-34-4-Ro	JERC	Ro	yes	exact_match	JERC-34-4-Ro	1
JERC-30-3-No	JERC	No	yes	exact_match	JERC-30-3-No	1
JERC-35-1-Rh	JERC	Rh	yes	exact_match	JERC-35-1-Rh	1
JERC-35-1-Ro	JERC	Ro	yes	exact_match	JERC-35-1-Ro	1
JERC-36-1-No	JERC	No	yes	exact_match	JERC-36-1-No	1
JERC-36-1-Rh	JERC	Rh	yes	exact_match	JERC-36-1-Rh	1
JERC-36-1-Ro	JERC	Ro	yes	exact_match	JERC-36-1-Ro	1
JERC-35-1-No	JERC	No	yes	exact_match	JERC-35-1-No	1
JERC-37-2-Rh	JERC	Rh	yes	exact_match	JERC-37-2-Rh	1
JERC-37-2-Ro	JERC	Ro	yes	exact_match	JERC-37-2-Ro	1
JERC-38-2-No	JERC	No	yes	exact_match	JERC-38-2-No	1
JERC-38-2-Rh	JERC	Rh	yes	exact_match	JERC-38-2-Rh	1
JERC-38-2-Ro	JERC	Ro	yes	exact_match	JERC-38-2-Ro	1
JERC-39-5-No	JERC	No	yes	exact_match	JERC-39-5-No	1
JERC-39-5-Rh	JERC	Rh	yes	exact_match	JERC-39-5-Rh	1
JERC-39-5-Ro	JERC	Ro	yes	exact_match	JERC-39-5-Ro	1
JERC-37-2-No	JERC	No	yes	exact_match	JERC-37-2-No	1
JERC-40-2-Rh	JERC	Rh	yes	exact_match	JERC-40-2-Rh	1
JERC-40-2-Ro	JERC	Ro	yes	exact_match	JERC-40-2-Ro	1
JERC-40-2-No	JERC	No	yes	exact_match	JERC-40-2-No	1
JERC-41-2-Rh	JERC	Rh	yes	exact_match	JERC-41-2-Rh	1
JERC-41-2-Ro	JERC	Ro	yes	exact_match	JERC-41-2-Ro	1
JERC-41-2-No	JERC	No	yes	exact_match	JERC-41-2-No	1
JERC-4-1-Rh	JERC	Rh	yes	exact_match	JERC-4-1-Rh	1
JERC-4-1-No	JERC	No	yes	exact_match	JERC-4-1-No	1
JERC-42-1-No	JERC	No	yes	exact_match	JERC-42-1-No	1
JERC-42-1-Rh	JERC	Rh	yes	exact_match	JERC-42-1-Rh	1
JERC-42-1-Ro	JERC	Ro	yes	exact_match	JERC-42-1-Ro	1
JERC-43-1-Rh	JERC	Rh	yes	exact_match	JERC-43-1-Rh	1
JERC-43-1-Ro	JERC	Ro	yes	exact_match	JERC-43-1-Ro	1
JERC-44-2-No	JERC	No	yes	exact_match	JERC-44-2-No	1
JERC-44-2-Rh	JERC	Rh	yes	exact_match	JERC-44-2-Rh	1
JERC-44-2-Ro	JERC	Ro	yes	exact_match	JERC-44-2-Ro	1
JERC-43-1-No	JERC	No	yes	exact_match	JERC-43-1-No	1
JERC-45-5-Rh	JERC	Rh	yes	exact_match	JERC-45-5-Rh	1
JERC-45-5-Ro	JERC	Ro	yes	exact_match	JERC-45-5-Ro	1
JERC-46-1-Rh	JERC	Rh	yes	exact_match	JERC-46-1-Rh	1
JERC-46-1-Ro	JERC	Ro	yes	exact_match	JERC-46-1-Ro	1
JERC-45-5-No	JERC	No	yes	exact_match	JERC-45-5-No	1
JERC-47-2-Rh	JERC	Rh	yes	exact_match	JERC-47-2-Rh	1
JERC-47-2-Ro	JERC	Ro	yes	exact_match	JERC-47-2-Ro	1
JERC-47-2-No	JERC	No	yes	exact_match	JERC-47-2-No	1
JERC-48-3-No	JERC	No	yes	exact_match	JERC-48-3-No	1
JERC-48-3-Rh	JERC	Rh	yes	exact_match	JERC-48-3-Rh	1
JERC-48-3-Ro	JERC	Ro	yes	exact_match	JERC-48-3-Ro	1
JERC-49-2-Ro	JERC	Ro	yes	exact_match	JERC-49-2-Ro	1
JERC-49-2-Rh	JERC	Rh	yes	exact_match	JERC-49-2-Rh	1
JERC-50-5-Rh	JERC	Rh	yes	exact_match	JERC-50-5-Rh	1
JERC-50-5-No	JERC	No	yes	exact_match	JERC-50-5-No	1
JERC-51-1-No	JERC	No	yes	exact_match	JERC-51-1-No	1
JERC-51-1-Rh	JERC	Rh	yes	exact_match	JERC-51-1-Rh	1
JERC-51-1-Ro	JERC	Ro	yes	exact_match	JERC-51-1-Ro	1
JERC-50-5-Ro	JERC	Ro	yes	exact_match	JERC-50-5-Ro	1
JERC-53-1-Rh	JERC	Rh	yes	exact_match	JERC-53-1-Rh	1
JERC-53-1-Ro	JERC	Ro	yes	exact_match	JERC-53-1-Ro	1
JERC-53-1-No	JERC	No	yes	exact_match	JERC-53-1-No	1
JERC-53-2-Rh	JERC	Rh	yes	exact_match	JERC-53-2-Rh	1
JERC-53-2-No	JERC	No	yes	exact_match	JERC-53-2-No	1
JERC-53-2-Ro	JERC	Ro	yes	exact_match	JERC-53-2-Ro	1
JERC-53-3-Rh	JERC	Rh	yes	exact_match	JERC-53-3-Rh	1
JERC-53-3-No	JERC	No	yes	exact_match	JERC-53-3-No	1
JERC-53-3-Ro	JERC	Ro	yes	exact_match	JERC-53-3-Ro	1
JERC-53-5-Rh	JERC	Rh	yes	exact_match	JERC-53-5-Rh	1
JERC-5-3-No	JERC	No	yes	exact_match	JERC-5-3-No	1
JERC-5-3-Rh	JERC	Rh	yes	exact_match	JERC-5-3-Rh	1
JERC-5-3-Ro	JERC	Ro	yes	exact_match	JERC-5-3-Ro	1
JERC-54-2-No	JERC	No	yes	exact_match	JERC-54-2-No	1
JERC-53-5-No	JERC	No	yes	exact_match	JERC-53-5-No	1
JERC-54-2-Rh	JERC	Rh	yes	exact_match	JERC-54-2-Rh	1
JERC-54-2-Ro	JERC	Ro	yes	exact_match	JERC-54-2-Ro	1
JERC-6-3-Rh	JERC	Rh	yes	exact_match	JERC-6-3-Rh	1
JERC-6-3-No	JERC	No	yes	exact_match	JERC-6-3-No	1
JERC-7-2-No	JERC	No	yes	exact_match	JERC-7-2-No	1
JERC-7-2-Rh	JERC	Rh	yes	exact_match	JERC-7-2-Rh	1
JERC-7-2-Ro	JERC	Ro	yes	exact_match	JERC-7-2-Ro	1
JERC-8-1-Rh	JERC	Rh	yes	exact_match	JERC-8-1-Rh	1
JERC-8-1-No	JERC	No	yes	exact_match	JERC-8-1-No	1
JERC-8-1-Ro	JERC	Ro	yes	exact_match	JERC-8-1-Ro	1
JERC-8-2-Rh	JERC	Rh	yes	exact_match	JERC-8-2-Rh	1
JERC-8-2-No	JERC	No	yes	exact_match	JERC-8-2-No	1
JERC-84-3-Rh	JERC	Rh	yes	exact_match	JERC-84-3-Rh	1
JERC-84-3-Ro	JERC	Ro	yes	exact_match	JERC-84-3-Ro	1
JERC-84-3-No	JERC	No	yes	exact_match	JERC-84-3-No	1
JERC-8-4-Rh	JERC	Rh	yes	exact_match	JERC-8-4-Rh	1
JERC-8-4-Ro	JERC	Ro	yes	exact_match	JERC-8-4-Ro	1
JERC-85-2-No	JERC	No	yes	exact_match	JERC-85-2-No	1
JERC-85-2-Rh	JERC	Rh	yes	exact_match	JERC-85-2-Rh	1
JERC-85-2-Ro	JERC	Ro	yes	exact_match	JERC-85-2-Ro	1
JERC-8-4-No	JERC	No	yes	exact_match	JERC-8-4-No	1
JERC-8-5-Rh	JERC	Rh	yes	exact_match	JERC-8-5-Rh	1
JERC-8-5-No	JERC	No	yes	exact_match	JERC-8-5-No	1
JERC-87-1-No	JERC	No	yes	exact_match	JERC-87-1-No	1
JERC-8-5-Ro	JERC	Ro	yes	exact_match	JERC-8-5-Ro	1
JERC-87-1-Rh	JERC	Rh	yes	exact_match	JERC-87-1-Rh	1
