Sample ID,Domain,Species,Date finalized,Qubit average,Total DNA,NebNext protocol,Isotope reference name,Sample preservation,Type,Family,Site,Genus,Tribe,Plot simple,County,State,native,Lat,Long,Date (field collection)
TOOL-21-Ro,D18,Dryas integrifolia,5/14/25,1.295,62.16,Quarter,TOOL-21,ethanol,root,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_003,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-21-No,D18,Dryas integrifolia,5/14/25,0,0,Quarter,TOOL-21,ethanol,nodule,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_003,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-22-Rh,D18,Dryas integrifolia,5/14/25,0,0,Quarter,TOOL-22,ethanol,rhizosphere,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_003,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-22-Ro,D18,Dryas integrifolia,5/14/25,0.3185,15.288,Quarter,TOOL-22,ethanol,root,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_003,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-22-No,D18,Dryas integrifolia,5/14/25,0,0,Quarter,TOOL-22,ethanol,nodule,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_003,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-23-Rh,D18,Oxytropis campestris,5/14/25,0.0585,2.808,Quarter,TOOL-23,ethanol,rhizosphere,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-23-Ro,D18,Oxytropis campestris,5/14/25,1.275,61.2,Quarter,TOOL-23,ethanol,root,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-23-No,D18,Oxytropis campestris,5/14/25,0,0,Quarter,TOOL-23,ethanol,nodule,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-24-Rh,D18,Oxytropis campestris,5/14/25,0.1815,8.712,Quarter,TOOL-24,ethanol,rhizosphere,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-24-Ro,D18,Oxytropis campestris,5/14/25,0.1415,6.792,Quarter,TOOL-24,ethanol,root,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-24-No,D18,Oxytropis campestris,5/14/25,32.05,1538.4,Half,TOOL-24,ethanol,nodule,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-25-Rh,D18,Oxytropis campestris,5/23/25,1.95,93.6,Quarter,TOOL-25,ethanol,rhizosphere,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-25-Ro,D18,Oxytropis campestris,5/23/25,0,0,Quarter,TOOL-25,ethanol,root,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-25-No,D18,Oxytropis campestris,5/23/25,30.1,1444.8,Half,TOOL-25,ethanol,nodule,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-26-Rh,D18,Oxytropis campestris,5/23/25,1.085,52.08,Quarter,TOOL-26,ethanol,rhizosphere,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-26-Ro,D18,Oxytropis campestris,5/23/25,0.552,26.496,Quarter,TOOL-26,ethanol,root,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-26-No,D18,Oxytropis campestris,5/23/25,13.3,638.4,Half,TOOL-26,ethanol,nodule,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-27-2-Rh,D18,Oxytropis campestris,5/23/25,0,0,Quarter,TOOL-27,ethanol,rhizosphere,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-27-2-Ro,D18,Oxytropis campestris,5/23/25,3.205,153.84,Quarter,TOOL-27,ethanol,root,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-27-2-No,D18,Oxytropis campestris,5/23/25,6.19,297.12,Half,TOOL-27,ethanol,nodule,Fabaceae,TOOL,Oxytropis,Galegeae,TOOL_020,North Slope Borough ,Alaska ,yes,68.63757,-149.64717,20240710
TOOL-28-Rh,D18,Dryas integrifolia,5/23/25,0,0,Quarter,TOOL-28,ethanol,rhizosphere,Rosaceae,TOOL,Dryas,actinorhizal,Tool_041,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-28-Ro,D18,Dryas integrifolia,5/23/25,0.1405,6.744,Quarter,TOOL-28,ethanol,root,Rosaceae,TOOL,Dryas,actinorhizal,Tool_041,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-28-No,D18,Dryas integrifolia,5/23/25,0,0,Quarter,TOOL-28,ethanol,nodule,Rosaceae,TOOL,Dryas,actinorhizal,Tool_041,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-29-Rh,D18,Dryas integrifolia,5/23/25,0,0,Quarter,TOOL-29,ethanol,rhizosphere,Rosaceae,TOOL,Dryas,actinorhizal,Tool_041,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-29-Ro,D18,Dryas integrifolia,5/23/25,0,0,Quarter,TOOL-29,ethanol,root,Rosaceae,TOOL,Dryas,actinorhizal,Tool_041,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-30-Rh,D18,Dryas integrifolia,5/23/25,0,0,Quarter,TOOL-30,ethanol,rhizosphere,Rosaceae,TOOL,Dryas,actinorhizal,Tool_041,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-30-Ro,D18,Dryas integrifolia,5/23/25,0.967,46.416,Quarter,TOOL-30,ethanol,root,Rosaceae,TOOL,Dryas,actinorhizal,Tool_041,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-30-No,D18,Dryas integrifolia,5/23/25,0,0,Quarter,TOOL-30,ethanol,nodule,Rosaceae,TOOL,Dryas,actinorhizal,Tool_041,North Slope Borough ,Alaska ,yes,,,20240710
TOOL-31-Rh,D18,Dryas octopetala,5/23/25,0,0,Quarter,TOOL-31,ethanol,rhizosphere,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-31-Ro,D18,Dryas octopetala,5/23/25,1.345,64.56,Quarter,TOOL-31,ethanol,root,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-31-No,D18,Dryas octopetala,5/23/25,4.72,226.56,Quarter,TOOL-31,ethanol,nodule,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-32-Rh,D18,Dryas octopetala,5/23/25,0,0,Quarter,TOOL-32,ethanol,rhizosphere,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-32-Ro,D18,Dryas octopetala,5/23/25,1.055,50.64,Quarter,TOOL-32,ethanol,root,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-33-1-Rh,D18,Dryas octopetala,5/23/25,4.145,198.96,Quarter,TOOL-33,ethanol,rhizosphere,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-33-1-Ro,D18,Dryas octopetala,5/23/25,1.735,83.28,Quarter,TOOL-33,ethanol,root,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-33-1-No,D18,Dryas octopetala,5/23/25,0.1715,8.232,Quarter,TOOL-33,ethanol,nodule,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-34-Rh,D18,Dryas octopetala,5/23/25,0.084,4.032,Quarter,TOOL-34,ethanol,rhizosphere,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-34-Ro,D18,Dryas octopetala,5/23/25,0.711,34.128,Quarter,TOOL-34,ethanol,root,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-34-No,D18,Dryas octopetala,5/23/25,0,0,Quarter,TOOL-34,ethanol,nodule,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-35-1-Rh,D18,Dryas octopetala,5/23/25,0,0,Quarter,TOOL-35,ethanol,rhizosphere,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-35-1-Ro,D18,Dryas octopetala,5/23/25,0.823,39.504,Quarter,TOOL-35,ethanol,root,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
TOOL-35-1-No,D18,Dryas octopetala,5/23/25,6.805,326.64,Half,TOOL-35,ethanol,nodule,Rosaceae,TOOL,Dryas,actinorhizal,TOOL_011,North Slope Borough ,Alaska ,yes,68.62774,-149.58777,20240711
OSBS-91-1-Rh,D03,Stylosanthes biflora,5/23/25,0,0,Quarter,OSBS-91,dry,rhizosphere,Fabaceae,OSBS,Stylosanthes,Dalbergieae,OSBS_031,Putnam,FL,yes,,,20240827
OSBS-91-1-Ro,D03,Stylosanthes biflora,5/23/25,0,0,Quarter,OSBS-91,dry,root,Fabaceae,OSBS,Stylosanthes,Dalbergieae,OSBS_031,Putnam,FL,yes,,,20240827
OSBS-91-1-No,D03,Stylosanthes biflora,5/23/25,0,0,Quarter,OSBS-91,dry,nodule,Fabaceae,OSBS,Stylosanthes,Dalbergieae,OSBS_031,Putnam,FL,yes,,,20240827
JERC-106-1-Rh,D03,Chamaecrista nictitans,5/23/25,0,0,Quarter,JERC-106,dry,rhizosphere,Fabaceae,JERC,Chamaecrista,Cassieae,JERC_048,Baker County,Georgia,yes,31.19645727,-84.46191333,20240709
JERC-106-1-No,D03,Chamaecrista nictitans,5/23/25,0.269,12.912,Quarter,JERC-106,dry,nodule,Fabaceae,JERC,Chamaecrista,Cassieae,JERC_048,Baker County,Georgia,yes,31.19645727,-84.46191333,20240709
JERC-109-1-Rh,D03,Chamaecrista nictitans,5/23/25,0,0,Quarter,JERC-109,dry,rhizosphere,Fabaceae,JERC,Chamaecrista,Cassieae,JERC_048,Baker County,Georgia,yes,31.19645727,-84.46191333,20240709
JERC-109-1-No,D03,Chamaecrista nictitans,5/23/25,1.125,54,Quarter,JERC-109,dry,nodule,Fabaceae,JERC,Chamaecrista,Cassieae,JERC_048,Baker County,Georgia,yes,31.19645727,-84.46191333,20240709
DEJU-54-Rh,D19,Alnus viridis,5/23/25,0,0,Quarter,DEJU-54,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-54-Ro,D19,Alnus viridis,5/23/25,3.785,181.68,Quarter,DEJU-54,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-54-No,D19,Alnus viridis,5/23/25,2.34,112.32,Quarter,DEJU-54,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-55-Rh,D19,Alnus viridis,5/23/25,0,0,Quarter,DEJU-55,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-55-Ro,D19,Alnus viridis,5/23/25,4.515,216.72,Quarter,DEJU-55,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-55-No,D19,Alnus viridis,5/23/25,7.73,371.04,Half,DEJU-55,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-56-Rh,D19,Alnus viridis,5/23/25,0,0,Quarter,DEJU-56,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-56-Ro,D19,Alnus viridis,5/23/25,3.36,161.28,Quarter,DEJU-56,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-57-Rh,D19,Alnus viridis,5/23/25,0,0,Quarter,DEJU-57,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-57-Ro,D19,Alnus viridis,5/23/25,1.52,72.96,Quarter,DEJU-57,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-57-No,D19,Alnus viridis,5/23/25,13.8,662.4,Half,DEJU-57,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
CPER-3-1-Rh,D10,Melilotus officinalis,5/23/25,0.093,4.464,Quarter,CPER-3,dry,rhizosphere,Fabaceae,CPER,Melilotus,Trifolieae,CPER_005,Weld,CO,no,,,6/17/24
CPER-3-1-Ro,D10,Melilotus officinalis,5/23/25,1.215,58.32,Quarter,CPER-3,dry,root,Fabaceae,CPER,Melilotus,Trifolieae,CPER_005,Weld,CO,no,,,6/17/24
CPER-3-1-No,D10,Melilotus officinalis,5/23/25,0,0,Quarter,CPER-3,dry,nodule,Fabaceae,CPER,Melilotus,Trifolieae,CPER_005,Weld,CO,no,,,6/17/24
CPER-4-Rh,D10,Melilotus officinalis,5/23/25,0.165,7.92,Quarter,CPER-4,dry,rhizosphere,Fabaceae,CPER,Melilotus,Trifolieae,CPER_027,Weld,CO,no,,,6/24/24
CPER-4-Ro,D10,Melilotus officinalis,5/23/25,0.571,27.408,Quarter,CPER-4,dry,root,Fabaceae,CPER,Melilotus,Trifolieae,CPER_027,Weld,CO,no,,,6/24/24
CPER-4-No,D10,Melilotus officinalis,5/23/25,0,0,Quarter,CPER-4,dry,nodule,Fabaceae,CPER,Melilotus,Trifolieae,CPER_027,Weld,CO,no,,,6/24/24
CPER-5-1-Rh,D10,Melilotus officinalis,5/23/25,2.535,121.68,Quarter,CPER-5,dry,rhizosphere,Fabaceae,CPER,Melilotus,Trifolieae,CPER_022,Weld,CO,no,,,6/24/24
CPER-5-1-Ro,D10,Melilotus officinalis,5/23/25,0.098,4.704,Quarter,CPER-5,dry,root,Fabaceae,CPER,Melilotus,Trifolieae,CPER_022,Weld,CO,no,,,6/24/24
CPER-5-1-No,D10,Melilotus officinalis,5/23/25,0.4335,20.808,Quarter,CPER-5,dry,nodule,Fabaceae,CPER,Melilotus,Trifolieae,CPER_022,Weld,CO,no,,,6/24/24
NIWO-1-Rh,D13,Lupinus argenteus,5/23/25,0,0,Quarter,NIWO-1,,rhizosphere,Fabaceae,NIWO,Lupinus,Genisteae,NIWO_017,Boulder,CO,yes,,,7/31/24
NIWO-1-Ro,D13,Lupinus argenteus,5/23/25,0,0,Quarter,NIWO-1,,root,Fabaceae,NIWO,Lupinus,Genisteae,NIWO_017,Boulder,CO,yes,,,7/31/24
NIWO-1-No,D13,Lupinus argenteus,5/23/25,0,0,Quarter,NIWO-1,,nodule,Fabaceae,NIWO,Lupinus,Genisteae,NIWO_017,Boulder,CO,yes,,,7/31/24
NIWO-2-Rh,D13,Dryas octopetala,5/23/25,0.266,12.768,Quarter,NIWO-2,,rhizosphere,Rosaceae,NIWO,Dryas,actinorhizal,NIWO_047,Boulder,CO,yes,,,8/12/24
NIWO-2-Ro,D13,Dryas octopetala,5/23/25,0.0695,3.336,Quarter,NIWO-2,,root,Rosaceae,NIWO,Dryas,actinorhizal,NIWO_047,Boulder,CO,yes,,,8/12/24
NIWO-2-No,D13,Dryas octopetala,5/23/25,0,0,Quarter,NIWO-2,,nodule,Rosaceae,NIWO,Dryas,actinorhizal,NIWO_047,Boulder,CO,yes,,,8/12/24
DCFS-1-2-Rh,D09,Astragalus flexuosus,5/23/25,0,0,Quarter,DCFS-1,dry,rhizosphere,Fabaceae,DCFS,Astragalus,Galegeae,DCFS_006,Stutsman,ND,yes,47.17336,99.05106,6/6/24
DCFS-1-2-Ro,D09,Astragalus flexuosus,5/23/25,0,0,Quarter,DCFS-1,dry,root,Fabaceae,DCFS,Astragalus,Galegeae,DCFS_006,Stutsman,ND,yes,47.17336,99.05106,6/6/24
DCFS-1-2-No,D09,Astragalus flexuosus,5/23/25,0,0,Quarter,DCFS-1,dry,nodule,Fabaceae,DCFS,Astragalus,Galegeae,DCFS_006,Stutsman,ND,yes,47.17336,99.05106,6/6/24
DCFS-2-2-Rh,D09,Medicago lupulina,5/23/25,0,0,Quarter,DCFS-2,dry,rhizosphere,Fabaceae,DCFS,Medicago,Trifolieae,DCFS_006,Stutsman,ND,no,47.17333,99.05103,6/6/24
DCFS-2-2-Ro,D09,Medicago lupulina,5/23/25,0,0,Quarter,DCFS-2,dry,root,Fabaceae,DCFS,Medicago,Trifolieae,DCFS_006,Stutsman,ND,no,47.17333,99.05103,6/6/24
DCFS-2-2-No,D09,Medicago lupulina,5/23/25,0.061,2.928,Quarter,DCFS-2,dry,nodule,Fabaceae,DCFS,Medicago,Trifolieae,DCFS_006,Stutsman,ND,no,47.17333,99.05103,6/6/24
DCFS-3-2-Rh,D09,Medicago lupulina,5/23/25,0,0,Quarter,DCFS-3,dry,rhizosphere,Fabaceae,DCFS,Medicago,Trifolieae,DCFS_004,Stutsman,ND,no,47.17138,99.05135,6/10/24
DCFS-3-2-Ro,D09,Medicago lupulina,5/23/25,1.135,54.48,Quarter,DCFS-3,dry,root,Fabaceae,DCFS,Medicago,Trifolieae,DCFS_004,Stutsman,ND,no,47.17138,99.05135,6/10/24
DCFS-3-2-No,D09,Medicago lupulina,5/23/25,0,0,Quarter,DCFS-3,dry,nodule,Fabaceae,DCFS,Medicago,Trifolieae,DCFS_004,Stutsman,ND,no,47.17138,99.05135,6/10/24
BONA-10-2-Rh,D19,Alnus viridis,7/8/25,1.3,62.4,Quarter,BONA-10,ethanol,rhizosphere,Betulaceae,BONA,Alnus,actinorhizal,BONA_003,,Alaska ,yes,,,20240909
BONA-10-2-Ro,D19,Alnus viridis,7/8/25,1.9,91.2,Quarter,BONA-10,ethanol,root,Betulaceae,BONA,Alnus,actinorhizal,BONA_003,,Alaska ,yes,,,20240909
BONA-10-2-No,D19,Alnus viridis,7/8/25,4.39,210.72,Quarter,BONA-10,ethanol,nodule,Betulaceae,BONA,Alnus,actinorhizal,BONA_003,,Alaska ,yes,,,20240909
BONA-11-2-Rh,D19,Alnus viridis,7/8/25,1.855,89.04,Quarter,BONA-11,ethanol,rhizosphere,Betulaceae,BONA,Alnus,actinorhizal,BONA_003,,Alaska ,yes,,,20240909
BONA-11-2-Ro,D19,Alnus viridis,7/8/25,6.515,312.72,Half,BONA-11,ethanol,root,Betulaceae,BONA,Alnus,actinorhizal,BONA_003,,Alaska ,yes,,,20240909
BONA-11-2-No,D19,Alnus viridis,7/8/25,3.235,155.28,Quarter,BONA-11,ethanol,nodule,Betulaceae,BONA,Alnus,actinorhizal,BONA_003,,Alaska ,yes,,,20240909
BONA-12-2-Rh,D19,Alnus viridis,7/8/25,0.9925,47.64,Quarter,BONA-12,ethanol,rhizosphere,Betulaceae,BONA,Alnus,actinorhizal,BONA_003,,Alaska ,yes,,,20240909
BONA-12-2-Ro,D19,Alnus viridis,7/8/25,10.45,501.6,Half,BONA-12,ethanol,root,Betulaceae,BONA,Alnus,actinorhizal,BONA_003,,Alaska ,yes,,,20240909
BONA-12-2-No,D19,Alnus viridis,7/8/25,1.575,75.6,Quarter,BONA-12,ethanol,nodule,Betulaceae,BONA,Alnus,actinorhizal,BONA_003,,Alaska ,yes,,,20240909
BLAN-4-2-Rh,D02,Elaeagnus umbellata,7/8/25,0.102,4.896,Quarter,BLAN-4,ethanol,rhizosphere,Elaeagnaceae,BLAN,Elaeagnus,actinorhizal,BLAN_020,Clarke,VA,no,39.100987,-77.980772,8/13/24
BLAN-4-2-Ro,D02,Elaeagnus umbellata,7/8/25,0,0,Quarter,BLAN-4,ethanol,root,Elaeagnaceae,BLAN,Elaeagnus,actinorhizal,BLAN_020,Clarke,VA,no,39.100987,-77.980772,8/13/24
BLAN-4-2-No,D02,Elaeagnus umbellata,7/8/25,2.225,106.8,Quarter,BLAN-4,ethanol,nodule,Elaeagnaceae,BLAN,Elaeagnus,actinorhizal,BLAN_020,Clarke,VA,no,39.100987,-77.980772,8/13/24
ORNL-1-3-Rh,D07,Elaeagnus umbellata,7/8/25,24.6,1180.8,Half,ORNL-1,dry,rhizosphere,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_009,Anderson,TN,no,35.974444,-84.228056,5/15/24
ORNL-1-3-Ro,D07,Elaeagnus umbellata,7/8/25,6.4,307.2,Half,ORNL-1,dry,root,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_009,Anderson,TN,no,35.974444,-84.228056,5/15/24
ORNL-1-3-No,D07,Elaeagnus umbellata,7/8/25,32.45,1557.6,Half,ORNL-1,dry,nodule,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_009,Anderson,TN,no,35.974444,-84.228056,5/15/24
ORNL-3-2-Rh,D07,Elaeagnus umbellata,7/8/25,8.915,427.92,Half,ORNL-3,dry,rhizosphere,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_029,Anderson,TN,no,35.96,-84.26,5/15/24
ORNL-3-2-Ro,D07,Elaeagnus umbellata,7/8/25,3.55,170.4,Quarter,ORNL-3,dry,root,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_029,Anderson,TN,no,35.96,-84.26,5/15/24
ORNL-3-2-No,D07,Elaeagnus umbellata,7/8/25,21.25,1020,Half,ORNL-3,dry,nodule,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_029,Anderson,TN,no,35.96,-84.26,5/15/24
ORNL-5-2-Rh,D07,Elaeagnus umbellata,7/8/25,7.715,370.32,Half,ORNL-5,dry,rhizosphere,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
ORNL-5-2-Ro,D07,Elaeagnus umbellata,7/8/25,25.25,1212,Half,ORNL-5,dry,root,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
ORNL-5-2-No,D07,Elaeagnus umbellata,7/8/25,0,0,Quarter,ORNL-5,dry,nodule,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
MLBS-1-2-Rh,D07,Elaeagnus umbellata,7/8/25,40.75,1956,Half,MLBS-1,dry,rhizosphere,Elaeagnaceae,MLBS,Elaeagnus,actinorhizal,MLBS_030,Giles,VA,no,37.43,-80.508333,5/15/24
MLBS-1-2-Ro,D07,Elaeagnus umbellata,7/8/25,11,528,Half,MLBS-1,dry,root,Elaeagnaceae,MLBS,Elaeagnus,actinorhizal,MLBS_030,Giles,VA,no,37.43,-80.508333,5/15/24
MLBS-1-2-No,D07,Elaeagnus umbellata,7/8/25,0,0,Quarter,MLBS-1,dry,nodule,Elaeagnaceae,MLBS,Elaeagnus,actinorhizal,MLBS_030,Giles,VA,no,37.43,-80.508333,5/15/24
HEAL-4-2-Rh,D19,Alnus viridis,7/8/25,0.0545,2.616,Quarter,HEAL-4,ethanol,rhizosphere,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_010,Denali Borough ,Alaska ,yes,63.87738 N,149.26297 W,20240723
HEAL-4-2-Ro,D19,Alnus viridis,7/8/25,3.665,175.92,Quarter,HEAL-4,ethanol,root,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_010,Denali Borough ,Alaska ,yes,63.87738 N,149.26297 W,20240723
HEAL-4-2-No,D19,Alnus viridis,7/8/25,7.355,353.04,Half,HEAL-4,ethanol,nodule,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_010,Denali Borough ,Alaska ,yes,63.87738 N,149.26297 W,20240723
HEAL-9-2-Rh,D19,Alnus viridis,7/8/25,0,0,Quarter,HEAL-9,ethanol,rhizosphere,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_004,Denali Borough ,Alaska ,yes,63.86378 N,149.27284 W,20240723
HEAL-9-2-Ro,D19,Alnus viridis,7/8/25,7.435,356.88,Half,HEAL-9,ethanol,root,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_004,Denali Borough ,Alaska ,yes,63.86378 N,149.27284 W,20240723
HEAL-9-2-No,D19,Alnus viridis,7/8/25,17.95,861.6,Half,HEAL-9,ethanol,nodule,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_004,Denali Borough ,Alaska ,yes,63.86378 N,149.27284 W,20240723
HEAL-12-2-Rh,D19,Alnus viridis,7/8/25,0,0,Quarter,HEAL-12,ethanol,rhizosphere,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_001,Denali Borough ,Alaska ,yes,63.88839 N,149.20410 W,20240725
HEAL-12-2-Ro,D19,Alnus viridis,7/8/25,0,0,Quarter,HEAL-12,ethanol,root,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_001,Denali Borough ,Alaska ,yes,63.88839 N,149.20410 W,20240725
HEAL-12-2-No,D19,Alnus viridis,7/8/25,0.0975,4.68,Quarter,HEAL-12,ethanol,nodule,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_001,Denali Borough ,Alaska ,yes,63.88839 N,149.20410 W,20240725
HEAL-15-2-Rh,D19,Alnus viridis,7/8/25,0,0,Quarter,HEAL-15,ethanol,rhizosphere,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_001,Denali Borough ,Alaska ,yes,63.88836 N,149.20340 W,20240725
HEAL-15-2-Ro,D19,Alnus viridis,7/8/25,6.175,296.4,Half,HEAL-15,ethanol,root,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_001,Denali Borough ,Alaska ,yes,63.88836 N,149.20340 W,20240725
HEAL-15-2-No,D19,Alnus viridis,7/8/25,4.75,228,Quarter,HEAL-15,ethanol,nodule,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_001,Denali Borough ,Alaska ,yes,63.88836 N,149.20340 W,20240725
HEAL-5-1-Rh,D19,Alnus viridis,7/8/25,0,0,Quarter,HEAL-5,ethanol,rhizosphere,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_010,Denali Borough ,Alaska ,yes,63.87738 N,149.26297 W,20240723
HEAL-5-1-Ro,D19,Alnus viridis,7/8/25,11,528,Half,HEAL-5,ethanol,root,Betulaceae,HEAL,Alnus,actinorhizal,HEAL_010,Denali Borough ,Alaska ,yes,63.87738 N,149.26297 W,20240723
