Sample ID,Domain,Species,Date finalized,Qubit average,Total DNA,NebNext protocol,Isotope reference name,Sample preservation,Type,Family,Site,Genus,Tribe,Plot simple,County,State,native,Lat,Long,Date (field collection)
JERC-36-1-Ro,D03,Galactia sp.,1/23/25,16.5,792,Half,JERC-36,dry,root,Fabaceae,JERC,Galactia,Diocleae,JERC_062,Baker County,Georgia,yes,,,20240604
JERC-36-1-No,D03,Galactia sp.,1/23/25,8.76,420.48,Half,JERC-36,dry,nodule,Fabaceae,JERC,Galactia,Diocleae,JERC_062,Baker County,Georgia,yes,,,20240604
JERC-37-2-Rh,D03,Centrosema virginiana,1/23/25,0,0,Quarter,JERC-37,dry,rhizosphere,Fabaceae,JERC,Centrosema,Phaseoleae,JERC_001,Baker County,Georgia,yes,,,20240604
JERC-37-2-Ro,D03,Centrosema virginiana,1/23/25,7.655,367.44,Half,JERC-37,dry,root,Fabaceae,JERC,Centrosema,Phaseoleae,JERC_001,Baker County,Georgia,yes,,,20240604
JERC-37-2-No,D03,Centrosema virginiana,1/23/25,16.4,787.2,Half,JERC-37,dry,nodule,Fabaceae,JERC,Centrosema,Phaseoleae,JERC_001,Baker County,Georgia,yes,,,20240604
JERC-42-1-Rh,D03,Rhynchosia reniformis,1/23/25,0,0,Quarter,JERC-42,dry,rhizosphere,Fabaceae,JERC,Rhynchosia,Phaseoleae,JERC_005,Baker County,Georgia,yes,,,20240604
JERC-42-1-Ro,D03,Rhynchosia reniformis,1/23/25,2.62,125.76,Quarter,JERC-42,dry,root,Fabaceae,JERC,Rhynchosia,Phaseoleae,JERC_005,Baker County,Georgia,yes,,,20240604
JERC-42-1-No,D03,Rhynchosia reniformis,1/23/25,0,0,Quarter,JERC-42,dry,nodule,Fabaceae,JERC,Rhynchosia,Phaseoleae,JERC_005,Baker County,Georgia,yes,,,20240604
JERC-43-1-Rh,D03,Lespedeza cf. repens,1/23/25,0,0,Quarter,JERC-43,dry,rhizosphere,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_005,Baker County,Georgia,yes,,,20240604
JERC-43-1-Ro,D03,Lespedeza cf. repens,1/23/25,0.0865,4.152,Quarter,JERC-43,dry,root,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_005,Baker County,Georgia,yes,,,20240604
JERC-43-1-No,D03,Lespedeza cf. repens,1/23/25,7.53,361.44,Half,JERC-43,dry,nodule,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_005,Baker County,Georgia,yes,,,20240604
JERC-44-2-Rh,D03,Desmodium floridanum,1/23/25,0,0,Quarter,JERC-44,dry,rhizosphere,Fabaceae,JERC,Desmodium,Desmodieae,JERC_005,Baker County,Georgia,yes,,,20240604
JERC-44-2-Ro,D03,Desmodium floridanum,1/23/25,0.1715,8.232,Quarter,JERC-44,dry,root,Fabaceae,JERC,Desmodium,Desmodieae,JERC_005,Baker County,Georgia,yes,,,20240604
JERC-44-2-No,D03,Desmodium floridanum,1/23/25,24.6,1180.8,Half,JERC-44,dry,nodule,Fabaceae,JERC,Desmodium,Desmodieae,JERC_005,Baker County,Georgia,yes,,,20240604
OSBS-70-3-Rh,D03,Desmodium strictum,1/28/25,0,0,Quarter,OSBS-70,dry,rhizosphere,Fabaceae,OSBS,Desmodium,Desmodieae,OSBS_006,Putnam,FL,yes,,,20240822
OSBS-70-3-Ro,D03,Desmodium strictum,1/28/25,0,0,Quarter,OSBS-70,dry,root,Fabaceae,OSBS,Desmodium,Desmodieae,OSBS_006,Putnam,FL,yes,,,20240822
OSBS-70-3-No,D03,Desmodium strictum,1/28/25,0,0,Quarter,OSBS-70,dry,nodule,Fabaceae,OSBS,Desmodium,Desmodieae,OSBS_006,Putnam,FL,yes,,,20240822
OSBS-71-1-Rh,D03,Rhynchosia reniformis,1/28/25,0,0,Quarter,OSBS-71,dry,rhizosphere,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_006,Putnam,FL,yes,,,20240822
OSBS-71-1-Ro,D03,Rhynchosia reniformis,1/28/25,16,768,Half,OSBS-71,dry,root,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_006,Putnam,FL,yes,,,20240822
OSBS-71-1-No,D03,Rhynchosia reniformis,1/28/25,3.18,152.64,Quarter,OSBS-71,dry,nodule,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_006,Putnam,FL,yes,,,20240822
OSBS-72-1-Rh,D03,Rhynchosia reniformis,1/28/25,0,0,Quarter,OSBS-72,dry,rhizosphere,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_063,Putnam,FL,yes,,,20240822
OSBS-72-1-Ro,D03,Rhynchosia reniformis,1/28/25,7.53,361.44,Half,OSBS-72,dry,root,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_063,Putnam,FL,yes,,,20240822
OSBS-72-1-No,D03,Rhynchosia reniformis,1/28/25,12.05,578.4,Half,OSBS-72,dry,nodule,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_063,Putnam,FL,yes,,,20240822
OSBS-81-1-Rh,D03,Chamaecrista nictitans,1/28/25,0,0,Quarter,OSBS-81,dry,rhizosphere,Fabaceae,OSBS,Chamaecrista,Cassieae,OSBS_004,Putnam,FL,yes,,,20240822
OSBS-81-1-Ro,D03,Chamaecrista nictitans,1/28/25,0,0,Quarter,OSBS-81,dry,root,Fabaceae,OSBS,Chamaecrista,Cassieae,OSBS_004,Putnam,FL,yes,,,20240822
OSBS-81-1-No,D03,Chamaecrista nictitans,1/28/25,0.111,5.328,Quarter,OSBS-81,dry,nodule,Fabaceae,OSBS,Chamaecrista,Cassieae,OSBS_004,Putnam,FL,yes,,,20240822
DSNY-53-1-Rh,D03,Galactia elliottii,1/28/25,0,0,Quarter,DSNY-53,dry,rhizosphere,Fabaceae,DSNY,Galactia,Diocleae,DSNY_001,Osceola,Florida,yes,,,20240702
DSNY-53-1-Ro,D03,Galactia elliottii,1/28/25,0,0,Quarter,DSNY-53,dry,root,Fabaceae,DSNY,Galactia,Diocleae,DSNY_001,Osceola,Florida,yes,,,20240702
DSNY-53-1-No,D03,Galactia elliottii,1/28/25,0.0855,4.104,Quarter,DSNY-53,dry,nodule,Fabaceae,DSNY,Galactia,Diocleae,DSNY_001,Osceola,Florida,yes,,,20240702
DSNY-54-1-Rh,D03,Tephrosia virginiana,1/28/25,0,0,Quarter,DSNY-54,dry,rhizosphere,Fabaceae,DSNY,Tephrosia,Millettieae,DSNY_001,Osceola,Florida,yes,,,20240702
DSNY-54-1-Ro,D03,Tephrosia virginiana,1/28/25,0.3115,14.952,Quarter,DSNY-54,dry,root,Fabaceae,DSNY,Tephrosia,Millettieae,DSNY_001,Osceola,Florida,yes,,,20240702
DSNY-54-1-No,D03,Tephrosia virginiana,1/28/25,27.35,1312.8,Half,DSNY-54,dry,nodule,Fabaceae,DSNY,Tephrosia,Millettieae,DSNY_001,Osceola,Florida,yes,,,20240702
DSNY-56-1-Rh,D03,Sesbania vesicaria,1/28/25,0,0,Quarter,DSNY-56,dry,rhizosphere,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_002,Polk,Florida,yes,28.044963,-81.420067,20240723
DSNY-56-1-Ro,D03,Sesbania vesicaria,1/28/25,0,0,Quarter,DSNY-56,dry,root,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_002,Polk,Florida,yes,28.044963,-81.420067,20240723
DSNY-56-1-No,D03,Sesbania vesicaria,1/28/25,0.0715,3.432,Quarter,DSNY-56,dry,nodule,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_002,Polk,Florida,yes,28.044963,-81.420067,20240723
DSNY-57-1-Rh,D03,Sesbania vesicaria,1/28/25,0,0,Quarter,DSNY-57,dry,rhizosphere,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_002,Polk,Florida,yes,28.041792,-81.41152,20240723
DSNY-57-1-Ro,D03,Sesbania vesicaria,1/28/25,0.153,7.344,Quarter,DSNY-57,dry,root,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_002,Polk,Florida,yes,28.041792,-81.41152,20240723
DSNY-57-No,D03,Sesbania vesicaria,1/28/25,3.61,173.28,Quarter,DSNY-57,dry,nodule,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_002,Polk,Florida,yes,28.041792,-81.41152,20240723
LENO-1-1-Rh,D08,Hylodesmum pauciflorum,1/28/25,0,0,Quarter,LENO-1,ethanol,rhizosphere,Fabaceae,LENO,Desmodium,Desmodieae,LENO_064,Choctaw County,AL,yes,31.853996,-88.159961,6/17/24
LENO-1-1-Ro,D08,Hylodesmum pauciflorum,1/28/25,0,0,Quarter,LENO-1,ethanol,root,Fabaceae,LENO,Desmodium,Desmodieae,LENO_064,Choctaw County,AL,yes,31.853996,-88.159961,6/17/24
LENO-1-1-No,D08,Hylodesmum pauciflorum,1/28/25,0.6315,30.312,Quarter,LENO-1,ethanol,nodule,Fabaceae,LENO,Desmodium,Desmodieae,LENO_064,Choctaw County,AL,yes,31.853996,-88.159961,6/17/24
LENO-2-1-Rh,D08,Hylodesmum pauciflorum,1/28/25,0,0,Quarter,LENO-2,ethanol,rhizosphere,Fabaceae,LENO,Desmodium,Desmodieae,LENO_005,Choctaw County,AL,yes,31.828025,-88.181692,6/19/24
LENO-2-1-Ro,D08,Hylodesmum pauciflorum,1/28/25,0,0,Quarter,LENO-2,ethanol,root,Fabaceae,LENO,Desmodium,Desmodieae,LENO_005,Choctaw County,AL,yes,31.828025,-88.181692,6/19/24
LENO-2-1-No,D08,Hylodesmum pauciflorum,1/28/25,8.11,389.28,Half,LENO-2,ethanol,nodule,Fabaceae,LENO,Desmodium,Desmodieae,LENO_005,Choctaw County,AL,yes,31.828025,-88.181692,6/19/24
LENO-6-1-Rh,D08,Hylodesmum pauciflorum,2/5/25,0,0,Quarter,LENO-6,ethanol,rhizosphere,Fabaceae,LENO,Desmodium,Desmodieae,LENO_012,Choctaw County,AL,yes,31.80805,-88.179966,6/25/24
LENO-6-1-Ro,D08,Hylodesmum pauciflorum,2/5/25,0,0,Quarter,LENO-6,ethanol,root,Fabaceae,LENO,Desmodium,Desmodieae,LENO_012,Choctaw County,AL,yes,31.80805,-88.179966,6/25/24
LENO-6-1-No,D08,Hylodesmum pauciflorum,2/5/25,12.4,595.2,Half,LENO-6,ethanol,nodule,Fabaceae,LENO,Desmodium,Desmodieae,LENO_012,Choctaw County,AL,yes,31.80805,-88.179966,6/25/24
LENO-7-2-Rh,D08,Amorpha fruticosa,2/5/25,0,0,Quarter,LENO-7,ethanol,rhizosphere,Fabaceae,LENO,Amorpha,Amorpheae,LENO_012,Choctaw County,AL,yes,31.80805,-88.179966,6/25/24
LENO-7-2-Ro,D08,Amorpha fruticosa,2/5/25,0.4785,22.968,Quarter,LENO-7,ethanol,root,Fabaceae,LENO,Amorpha,Amorpheae,LENO_012,Choctaw County,AL,yes,31.80805,-88.179966,6/25/24
LENO-7-2-No,D08,Amorpha fruticosa,2/5/25,1.055,50.64,Quarter,LENO-7,ethanol,nodule,Fabaceae,LENO,Amorpha,Amorpheae,LENO_012,Choctaw County,AL,yes,31.80805,-88.179966,6/25/24
LENO-9-2-Rh,D08,Amorpha fruticosa,2/5/25,0.249,11.952,Quarter,LENO-9,ethanol,rhizosphere,Fabaceae,LENO,Amorpha,Amorpheae,LENO_002,Choctaw County,AL,yes,31.806911,-88.193998,7/2/24
LENO-9-2-Ro,D08,Amorpha fruticosa,2/5/25,0.3755,18.024,Quarter,LENO-9,ethanol,root,Fabaceae,LENO,Amorpha,Amorpheae,LENO_002,Choctaw County,AL,yes,31.806911,-88.193998,7/2/24
LENO-9-2-No,D08,Amorpha fruticosa,2/5/25,16.6,796.8,Half,LENO-9,ethanol,nodule,Fabaceae,LENO,Amorpha,Amorpheae,LENO_002,Choctaw County,AL,yes,31.806911,-88.193998,7/2/24
LENO-10-2-Rh,D08,Hylodesmum pauciflorum,2/5/25,2.895,138.96,Quarter,LENO-10,ethanol,rhizosphere,Fabaceae,LENO,Desmodium,Desmodieae,LENO_004,Choctaw County,AL,yes,31.821307,-88.182322,7/2/24
LENO-10-2-Ro,D08,Hylodesmum pauciflorum,2/5/25,7.105,341.04,Half,LENO-10,ethanol,root,Fabaceae,LENO,Desmodium,Desmodieae,LENO_004,Choctaw County,AL,yes,31.821307,-88.182322,7/2/24
LENO-10-2-No,D08,Hylodesmum pauciflorum,2/5/25,6.055,290.64,Half,LENO-10,ethanol,nodule,Fabaceae,LENO,Desmodium,Desmodieae,LENO_004,Choctaw County,AL,yes,31.821307,-88.182322,7/2/24
UNDE-1-2-Rh,D05,Alnus incana,2/12/25,3.27,156.96,Quarter,UNDE-1,ethanol,rhizosphere,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_003,Gogebic,MI,yes,46.256438°N,-89.536159°W,8/15/24
UNDE-1-2-Ro,D05,Alnus incana,2/12/25,1.305,62.64,Quarter,UNDE-1,ethanol,root,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_003,Gogebic,MI,yes,46.256438°N,-89.536159°W,8/15/24
UNDE-1-2-No,D05,Alnus incana,2/12/25,8.545,410.16,Half,UNDE-1,ethanol,nodule,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_003,Gogebic,MI,yes,46.256438°N,-89.536159°W,8/15/24
UNDE-2-1-Rh,D05,Alnus incana,2/12/25,10.5,504,Half,UNDE-2,ethanol,rhizosphere,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_010,Gogebic,MI,yes,46.238173°N,-89.543143°W,8/29/24
UNDE-2-1-Ro,D05,Alnus incana,2/12/25,4.09,196.32,Quarter,UNDE-2,ethanol,root,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_010,Gogebic,MI,yes,46.238173°N,-89.543143°W,8/29/24
UNDE-2-1-No,D05,Alnus incana,2/12/25,13.2,633.6,Half,UNDE-2,ethanol,nodule,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_010,Gogebic,MI,yes,46.238173°N,-89.543143°W,8/29/24
UNDE-3-1-Rh,D05,Alnus incana,2/12/25,0.1685,8.088,Quarter,UNDE-3,ethanol,rhizosphere,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_002,Gogebic,MI,yes,46.243291°N,-89.544838°W,8/29/24
UNDE-3-1-Ro,D05,Alnus incana,2/12/25,0.88,42.24,Quarter,UNDE-3,ethanol,root,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_002,Gogebic,MI,yes,46.243291°N,-89.544838°W,8/29/24
UNDE-3-1-No,D05,Alnus incana,2/12/25,13.35,640.8,Half,UNDE-3,ethanol,nodule,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_002,Gogebic,MI,yes,46.243291°N,-89.544838°W,8/29/24
UNDE-4-1-Rh,D05,Alnus incana,2/12/25,0.078,3.744,Quarter,UNDE-4,ethanol,rhizosphere,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_055,Gogebic,MI,yes,46.229334°N,-89.535755°W,9/9/24
UNDE-4-1-Ro,D05,Alnus incana,2/12/25,0.9875,47.4,Quarter,UNDE-4,ethanol,root,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_055,Gogebic,MI,yes,46.229334°N,-89.535755°W,9/9/24
UNDE-4-1-No,D05,Alnus incana,2/12/25,2.845,136.56,Quarter,UNDE-4,ethanol,nodule,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_055,Gogebic,MI,yes,46.229334°N,-89.535755°W,9/9/24
UNDE-5-4-Rh,D05,Alnus incana,2/13/25,3.845,184.56,Quarter,UNDE-5,ethanol,rhizosphere,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_049,Gogebic,MI,yes,46.230777°N,-89.536568°W,9/9/24
UNDE-5-4-Ro,D05,Alnus incana,2/13/25,1.0095,48.456,Quarter,UNDE-5,ethanol,root,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_049,Gogebic,MI,yes,46.230777°N,-89.536568°W,9/9/24
UNDE-5-4-No,D05,Alnus incana,2/13/25,25.75,1236,Half,UNDE-5,ethanol,nodule,Betulaceae,UNDE,Alnus,actinorhizal,UNDE_049,Gogebic,MI,yes,46.230777°N,-89.536568°W,9/9/24
DEJU-5-1-Rh,D19,Alnus viridis,2/13/25,,0,Quarter,DEJU-5,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
DEJU-5-1-Ro,D19,Alnus viridis,2/13/25,3.005,144.24,Quarter,DEJU-5,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
DEJU-5-1-No,D19,Alnus viridis,2/13/25,,0,Quarter,DEJU-5,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
DEJU-6-1-Rh,D19,Alnus viridis,2/13/25,,0,Quarter,DEJU-6,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
DEJU-6-1-Ro,D19,Alnus viridis,2/13/25,1.45,69.6,Quarter,DEJU-6,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
DEJU-6-1-No,D19,Alnus viridis,2/13/25,40.45,1941.6,Half,DEJU-6,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
DEJU-7-1-Rh,D19,Alnus viridis,2/13/25,0.183,8.784,Quarter,DEJU-7,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
DEJU-7-1-Ro,D19,Alnus viridis,2/13/25,0.2,9.6,Quarter,DEJU-7,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
DEJU-7-1-No,D19,Alnus viridis,2/13/25,36.25,1740,Half,DEJU-7,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
OSBS-82-1-Rh,D03,Stylosanthes biflora,2/13/25,,0,Quarter,OSBS-82,dry,rhizosphere,Fabaceae,OSBS,Stylosanthes,Dalbergieae,OSBS_004,Putnam,FL,yes,,,20240822
OSBS-82-1-Ro,D03,Stylosanthes biflora,2/13/25,,0,Quarter,OSBS-82,dry,root,Fabaceae,OSBS,Stylosanthes,Dalbergieae,OSBS_004,Putnam,FL,yes,,,20240822
OSBS-82-1-No,D03,Stylosanthes biflora,2/13/25,,0,Quarter,OSBS-82,dry,nodule,Fabaceae,OSBS,Stylosanthes,Dalbergieae,OSBS_004,Putnam,FL,yes,,,20240822
OSBS-83-1-Rh,D03,Galactia elliottii,2/13/25,0.0865,4.152,Quarter,OSBS-83,dry,rhizosphere,Fabaceae,OSBS,Galactia,Diocleae,OSBS_004,Putnam,FL,yes,29.684337,-81.957673,20240822
OSBS-83-1-Ro,D03,Galactia elliottii,2/13/25,0.189,9.072,Quarter,OSBS-83,dry,root,Fabaceae,OSBS,Galactia,Diocleae,OSBS_004,Putnam,FL,yes,29.684337,-81.957673,20240822
OSBS-83-1-No,D03,Galactia elliottii,2/13/25,17.95,861.6,Half,OSBS-83,dry,nodule,Fabaceae,OSBS,Galactia,Diocleae,OSBS_004,Putnam,FL,yes,29.684337,-81.957673,20240822
OSBS-84-1-Rh,D03,Aeschynomene viscidula,2/13/25,,0,Quarter,OSBS-84,dry,rhizosphere,Fabaceae,OSBS,Aeschynomene,Dalbergieae,OSBS_002,Putnam,FL,yes,,,20240822
OSBS-84-1-Ro,D03,Aeschynomene viscidula,2/13/25,0.0955,4.584,Quarter,OSBS-84,dry,root,Fabaceae,OSBS,Aeschynomene,Dalbergieae,OSBS_002,Putnam,FL,yes,,,20240822
OSBS-84-1-No,D03,Aeschynomene viscidula,2/13/25,,0,Quarter,OSBS-84,dry,nodule,Fabaceae,OSBS,Aeschynomene,Dalbergieae,OSBS_002,Putnam,FL,yes,,,20240822
OSBS-85-1-Rh,D03,Stylosanthes biflora,2/13/25,,0,Quarter,OSBS-85,dry,rhizosphere,Fabaceae,OSBS,Stylosanthes,Dalbergieae,OSBS_002,Putnam,FL,yes,,,20240822
OSBS-85-1-Ro,D03,Stylosanthes biflora,2/13/25,0.06,2.88,Quarter,OSBS-85,dry,root,Fabaceae,OSBS,Stylosanthes,Dalbergieae,OSBS_002,Putnam,FL,yes,,,20240822
OSBS-85-1-No,D03,Stylosanthes biflora,2/13/25,,0,Quarter,OSBS-85,dry,nodule,Fabaceae,OSBS,Stylosanthes,Dalbergieae,OSBS_002,Putnam,FL,yes,,,20240822
OSBS-86-1-Rh,D03,Desmodium strictum,2/13/25,,0,Quarter,OSBS-86,dry,rhizosphere,Fabaceae,OSBS,Desmodium,Desmodieae,OSBS_002,Putnam,FL,yes,,,20240822
OSBS-86-1-Ro,D03,Desmodium strictum,2/13/25,5.285,253.68,Half,OSBS-86,dry,root,Fabaceae,OSBS,Desmodium,Desmodieae,OSBS_002,Putnam,FL,yes,,,20240822
OSBS-86-1-No,D03,Desmodium strictum,2/13/25,,0,Quarter,OSBS-86,dry,nodule,Fabaceae,OSBS,Desmodium,Desmodieae,OSBS_002,Putnam,FL,yes,,,20240822
OSBS-88-1-Rh,D03,Desmodium triflorum,2/13/25,,0,Quarter,OSBS-88,dry,rhizosphere,Fabaceae,OSBS,Desmodium,Desmodieae,OSBS_072,Putnam,FL,yes,29.690915,-82.00887,20240827
OSBS-88-1-Ro,D03,Desmodium triflorum,2/13/25,5.505,264.24,Half,OSBS-88,dry,root,Fabaceae,OSBS,Desmodium,Desmodieae,OSBS_072,Putnam,FL,yes,29.690915,-82.00887,20240827
OSBS-88-1-No,D03,Desmodium triflorum,2/13/25,0.5625,27,Quarter,OSBS-88,dry,nodule,Fabaceae,OSBS,Desmodium,Desmodieae,OSBS_072,Putnam,FL,yes,29.690915,-82.00887,20240827
OSBS-89-1-Rh,D03,Pediomelum canescens,2/13/25,0,0,Quarter,OSBS-89,dry,rhizosphere,Fabaceae,OSBS,Pediomelum,Psoraleeae,OSBS_072,Putnam,FL,yes,,,20240827
OSBS-89-1-Ro,D03,Pediomelum canescens,2/13/25,0,0,Quarter,OSBS-89,dry,root,Fabaceae,OSBS,Pediomelum,Psoraleeae,OSBS_072,Putnam,FL,yes,,,20240827
OSBS-89-1-No,D03,Pediomelum canescens,2/13/25,0,0,Quarter,OSBS-89,dry,nodule,Fabaceae,OSBS,Pediomelum,Psoraleeae,OSBS_072,Putnam,FL,yes,,,20240827
OSBS-90-1-Rh,D03,Tephrosia chrysophylla,2/13/25,0,0,Quarter,OSBS-90,dry,rhizosphere,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_031,Putnam,FL,yes,,,20240827
OSBS-90-1-Ro,D03,Tephrosia chrysophylla,2/13/25,0,0,Quarter,OSBS-90,dry,root,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_031,Putnam,FL,yes,,,20240827
DEJU-1-1-Rh,D19,Lupinus arcticus,2/17/25,0,0,Quarter,DEJU-1,ethanol,rhizosphere,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_014,,Alaska,yes,,,2024...
DEJU-1-1-Ro,D19,Lupinus arcticus,2/17/25,0.575,27.6,Quarter,DEJU-1,ethanol,root,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_014,,Alaska,yes,,,2024...
DEJU-1-1-No,D19,Lupinus arcticus,2/17/25,26.4,1267.2,Half,DEJU-1,ethanol,nodule,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_014,,Alaska,yes,,,2024...
DEJU-2-Rh,D19,Lupinus arcticus,2/17/25,0.174,8.352,Quarter,DEJU-2,ethanol,rhizosphere,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_014,,Alaska,yes,,,
DEJU-2-Ro,D19,Lupinus arcticus,2/17/25,0.5575,26.76,Quarter,DEJU-2,ethanol,root,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_014,,Alaska,yes,,,
DEJU-2-No,D19,Lupinus arcticus,2/17/25,13.45,645.6,Half,DEJU-2,ethanol,nodule,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_014,,Alaska,yes,,,
DEJU-41-1-Rh,D19,Lupinus arcticus,2/17/25,3.3,158.4,Quarter,DEJU-41,ethanol,rhizosphere,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_002,,Alaska,yes,,,
DEJU-41-1-Ro,D19,Lupinus arcticus,2/17/25,4.385,210.48,Quarter,DEJU-41,ethanol,root,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_002,,Alaska,yes,,,
DEJU-41-1-No,D19,Lupinus arcticus,2/17/25,0,0,Quarter,DEJU-41,ethanol,nodule,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_002,,Alaska,yes,,,
DEJU-45-1-Rh,D19,Lupinus arcticus,2/17/25,3.72,178.56,Quarter,DEJU-45,ethanol,rhizosphere,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_002,,Alaska,yes,,,
DEJU-45-1-Ro,D19,Lupinus arcticus,2/17/25,10.5,504,Half,DEJU-45,ethanol,root,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_002,,Alaska,yes,,,
DEJU-45-1-No,D19,Lupinus arcticus,2/17/25,11.7,561.6,Half,DEJU-45,ethanol,nodule,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_002,,Alaska,yes,,,
DEJU-51-1-Rh,D19,Alnus viridis,2/17/25,0,0,Quarter,DEJU-51,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_002,,Alaska,yes,,,
DEJU-51-1-Ro,D19,Alnus viridis,2/17/25,2.05,98.4,Quarter,DEJU-51,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_002,,Alaska,yes,,,
DEJU-51-1-No,D19,Alnus viridis,2/17/25,2.82,135.36,Quarter,DEJU-51,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_002,,Alaska,yes,,,
DEJU-52-1-Rh,D19,Alnus viridis,2/17/25,2.555,122.64,Quarter,DEJU-52,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_002,,Alaska,yes,,,
DEJU-52-1-Ro,D19,Alnus viridis,2/17/25,1.49,71.52,Quarter,DEJU-52,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_002,,Alaska,yes,,,
DEJU-52-1-No,D19,Alnus viridis,2/17/25,13.4,643.2,Half,DEJU-52,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_002,,Alaska,yes,,,
DEJU-53-Rh,D19,Alnus viridis,2/17/25,6.09,292.32,Half,DEJU-53,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-53-Ro,D19,Alnus viridis,2/17/25,2.345,112.56,Quarter,DEJU-53,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-53-No,D19,Alnus viridis,2/17/25,2.295,110.16,Quarter,DEJU-53,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_045,,,yes,,,
DEJU-62-1-Rh,D19,Lupinus arcticus,2/17/25,0.145,6.96,Quarter,DEJU-62,ethanol,rhizosphere,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_045,,,yes,,,
DEJU-62-1-Ro,D19,Lupinus arcticus,2/17/25,0.2845,13.656,Quarter,DEJU-62,ethanol,root,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_045,,,yes,,,
DEJU-62-1-No,D19,Lupinus arcticus,2/17/25,1.77,84.96,Quarter,DEJU-62,ethanol,nodule,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_045,,,yes,,,
