sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
SCBI-2-1-No	noeB.fa	1674	1662	99.2832	9.4486	9	12	0.7168	2	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-2-1-Rh	noeB.fa	1674	1662	99.2832	294.9092	11	12	0.7168	1	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-2-1-Ro	noeB.fa	1674	1641	98.0287	6.2019	6	33	1.9713	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-3-1-Rh	noeB.fa	1674	1647	98.3871	7.1864	6	27	1.6129	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-3-1-Ro	noeB.fa	1674	1662	99.2832	8.3596	8	12	0.7168	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SERC-6-1-No	noeB.fa	1674	1643	98.1481	10.1888	9	31	1.8519	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-24-2-No	noeB.fa	1674	1662	99.2832	11.2646	10	12	0.7168	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-28-1-No	noeB.fa	1674	1662	99.2832	15.7867	17	12	0.7168	4	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-29-3-No	noeB.fa	1674	1662	99.2832	13.4767	14	12	0.7168	0	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
TALL-74-3-No	noeB.fa	1674	1662	99.2832	6.8184	6	12	0.7168	0	0.1667	20	10	5	0.2000	20	10	pass_single_dominant
TEAK-1-2-Ro	noeB.fa	1674	1662	99.2832	8.5735	7	12	0.7168	2	0.3750	20	10	5	0.2000	20	10	pass_single_dominant
TEAK-3-1-Ro	noeB.fa	1674	1637	97.7897	6.5317	6	37	2.2103	0	0.1667	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-10-Ro	noeB.fa	1674	1662	99.2832	7.0800	7	12	0.7168	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-1-Ro	noeB.fa	1674	1662	99.2832	10.2216	11	12	0.7168	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-25-Ro	noeB.fa	1674	1662	99.2832	8.1207	8	12	0.7168	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-36-1-No	noeB.fa	1674	1662	99.2832	6028.7348	6410	12	0.7168	0	0.0544	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-10-1-Rh	noeB.fa	1674	1662	99.2832	22.7210	12	12	0.7168	8	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-10-1-Ro	noeB.fa	1674	1645	98.2676	58.9337	7	29	1.7324	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-10-1-No	noeB.fa	1674	1662	99.2832	5728.0693	5989	12	0.7168	15	0.4784	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
WOOD-1-1-No	noeB.fa	1674	1654	98.8053	133.6714	26	20	1.1947	0	0.0388	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-1-1-Ro	noeB.fa	1674	1623	96.9534	39.5221	33	51	3.0466	0	0.1739	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-11-1-No	noeB.fa	1674	1662	99.2832	5700.3787	6012	12	0.7168	0	0.0751	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-12-Rh	noeB.fa	1674	1662	99.2832	7.7706	8	12	0.7168	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-12-No	noeB.fa	1674	1662	99.2832	6859.0466	7249	12	0.7168	0	0.0123	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-3-2-Rh	noeB.fa	1674	1400	83.6320	14.4122	2	274	16.3680	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
