gene	tree_set	tree_set_label	label_type	label_type_report	phylocom_status	p_mpd_cluster	p_mntd_cluster	ntaxa_matches_expected	plot	ntaxa	mpd	mpd_rnd	mpd_sd	nri	mpd_ranklow	mpd_rankhi	mntd	mntd_rnd	mntd_sd	nti	mntd_ranklo	mntd_rankhi	runs	label_value	expected_ntaxa	fdr_mpd	fdr_mntd	interpretation	mpd_random	mntd_random
nifD	strict	Strict single-dominant	site	Site	ok	0.529	0.427	TRUE	site_tall	13	0.2444	0.243	0.0247	-0.0581	471	528	0.098	0.1033	0.0234	0.2241	573	426	999	TALL	13	0.701734693877551	0.6033695652173913	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	site	Site	ok	0.018	0.244	TRUE	site_tool	20	0.2032	0.241	0.0196	1.9333	982	17	0.0741	0.0855	0.0163	0.7025	756	243	999	TOOL	20	0.050869565217391305	0.44055555555555553	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	site	Site	ok	0.015	0.002	TRUE	site_wood	10	0.1853	0.2441	0.0298	1.975	985	14	0.039	0.1155	0.0286	2.6757	998	1	999	WOOD	10	0.04534883720930232	0.012380952380952381	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.615	0.379	TRUE	state_al	24	0.247	0.2421	0.0194	-0.252	385	614	0.0782	0.0825	0.0145	0.2987	621	378	999	AL	24	0.8661971830985915	0.6015873015873016	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.773	0.231	TRUE	state_alaska	36	0.2517	0.2414	0.0145	-0.7086	227	772	0.0646	0.0719	0.0099	0.7327	769	230	999	Alaska	36	0.9835443037974685	0.4666666666666666	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.001	0.001	TRUE	state_arizona	23	0.0501	0.2438	0.0185	10.4426	999	0	0.0114	0.0841	0.0147	4.9502	999	0	999	Arizona	23	0.00625	0.008333333333333335	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.067	0.02	TRUE	state_co	10	0.2041	0.2439	0.0289	1.3789	933	66	0.0608	0.1164	0.0289	1.9279	980	19	999	CO	10	0.15952380952380954	0.08695652173913043	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.028	0.785	TRUE	state_fl	25	0.2143	0.2461	0.0168	1.8875	972	27	0.0926	0.0822	0.0135	-0.7723	215	784	999	FL	25	0.09032258064516129	0.9261363636363636	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.002	0.845	TRUE	state_florida	21	0.1819	0.2426	0.0186	3.2655	998	1	0.1007	0.0837	0.0164	-1.0386	155	844	999	Florida	21	0.011764705882352943	0.9344086021505376	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.001	0.291	TRUE	state_georgia	62	0.2107	0.2424	0.0106	2.9854	999	0	0.0557	0.0591	0.0063	0.5302	709	290	999	Georgia	62	0.00625	0.5017241379310344	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.045	0.007	TRUE	state_ks	11	0.1943	0.2411	0.0294	1.5938	955	44	0.0516	0.1092	0.0265	2.1731	993	6	999	KS	11	0.12857142857142856	0.03888888888888889	significant clustering by MNTD	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.001	0.001	TRUE	state_nd	30	0.1276	0.2399	0.0161	6.9977	999	0	0.0222	0.0738	0.0119	4.3326	999	0	999	ND	30	0.00625	0.008333333333333335	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.001	0.001	TRUE	state_ok	53	0.1675	0.2404	0.0118	6.1954	999	0	0.032	0.0609	0.0076	3.7947	999	0	999	OK	53	0.00625	0.008333333333333335	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.968	0.906	TRUE	state_tn	5	0.3318	0.2415	0.0458	-1.9685	32	967	0.2192	0.1564	0.0476	-1.3181	94	905	999	TN	5	1	0.9536842105263158	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	0.843	0.432	TRUE	state_tx	18	0.2634	0.2421	0.0212	-1.0055	157	842	0.0853	0.0893	0.0185	0.2149	568	431	999	TX	18	0.9941860465116279	0.6646153846153846	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	state	State	ok	1	0.869	TRUE	state_va	9	0.3862	0.2439	0.0317	-4.4848	0	999	0.1567	0.1206	0.0317	-1.1402	131	868	999	VA	9	1	0.9344086021505376	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.404	0.323	TRUE	host_genus_alnus	14	0.2325	0.2375	0.0238	0.2089	596	403	0.086	0.0959	0.0211	0.4685	677	322	999	Alnus	14	0.5891666666666667	0.5582716049382715	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.128	0.074	TRUE	host_genus_amorpha	11	0.2052	0.2367	0.0279	1.128	872	127	0.0692	0.1039	0.0253	1.3717	926	73	999	Amorpha	11	0.24405405405405406	0.21583333333333332	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.905	0.727	TRUE	host_genus_amphicarpaea	5	0.291	0.2348	0.0444	-1.2647	95	904	0.1774	0.1493	0.0454	-0.6188	273	726	999	Amphicarpaea	5	0.967175572519084	0.8274796747967479	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_astragalus	53	0.1481	0.2397	0.0107	8.6009	999	0	0.0258	0.061	0.007	5.0705	999	0	999	Astragalus	53	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.327	0.382	TRUE	host_genus_ceanothus	9	0.227	0.2418	0.03	0.4904	673	326	0.1083	0.1192	0.0311	0.3517	618	381	999	Ceanothus	9	0.5052173913043478	0.5907692307692308	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.113	0.38	TRUE	host_genus_chamaecrista	6	0.1949	0.2408	0.0397	1.1563	887	112	0.1263	0.1418	0.0415	0.3737	620	379	999	Chamaecrista	6	0.2326470588235294	0.5907692307692308	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.003	0.311	TRUE	host_genus_crotalaria	10	0.1575	0.2416	0.0288	2.9209	997	2	0.0984	0.1127	0.0279	0.5128	689	310	999	Crotalaria	10	0.015	0.54775	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.008	0.001	TRUE	host_genus_dalea	16	0.1929	0.2402	0.021	2.247	992	7	0.0379	0.09	0.0196	2.6552	999	0	999	Dalea	16	0.032	0.006666666666666667	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.17	TRUE	host_genus_desmodium	28	0.1543	0.2372	0.015	5.5168	999	0	0.0588	0.0707	0.0121	0.9793	830	169	999	Desmodium	28	0.005833333333333333	0.380625	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.932	0.983	TRUE	host_genus_dryas	13	0.2721	0.2378	0.0234	-1.4678	68	931	0.1426	0.0948	0.0223	-2.1436	17	982	999	Dryas	13	0.973731343283582	0.993	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.009	0.226	TRUE	host_genus_galactia	10	0.1719	0.2388	0.0291	2.3022	991	8	0.0878	0.1097	0.028	0.7811	774	225	999	Galactia	10	0.034999999999999996	0.4476056338028169	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.702	0.561	TRUE	host_genus_lespedeza	22	0.2461	0.2369	0.0188	-0.4914	298	701	0.0806	0.0791	0.0142	-0.102	439	560	999	Lespedeza	22	0.8532758620689654	0.7214414414414414	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_lotus	9	0.03	0.2357	0.0306	6.7191	999	0	0.0131	0.1145	0.0293	3.4583	999	0	999	Lotus	9	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_lupinus	17	0.1641	0.235	0.0219	3.2409	999	0	0.032	0.0857	0.0187	2.868	999	0	999	Lupinus	17	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_medicago	26	0.0727	0.2349	0.0171	9.4841	999	0	0.0308	0.0729	0.0131	3.219	999	0	999	Medicago	26	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_melilotus	14	0.1301	0.2372	0.022	4.871	999	0	0.0152	0.095	0.0207	3.8604	999	0	999	Melilotus	14	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.096	0.396	TRUE	host_genus_morella	5	0.1781	0.2375	0.0459	1.2955	904	95	0.1386	0.1511	0.0473	0.2657	604	395	999	Morella	5	0.21555555555555558	0.6017021276595744	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.331	0.016	TRUE	host_genus_oxytropis	5	0.2196	0.237	0.043	0.4051	669	330	0.0592	0.1506	0.0454	2.0129	984	15	999	Oxytropis	5	0.5052173913043478	0.07	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.003	0.039	TRUE	host_genus_rhynchosia	6	0.1196	0.2362	0.0379	3.0792	997	2	0.0716	0.1383	0.0394	1.6957	961	38	999	Rhynchosia	6	0.015	0.1365	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.042	0.148	TRUE	host_genus_sesbania	6	0.1758	0.2386	0.0382	1.6431	958	41	0.0997	0.1405	0.039	1.0465	852	147	999	Sesbania	6	0.1225	0.35118644067796606	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.273	0.469	TRUE	host_genus_stylosanthes	5	0.2152	0.2412	0.0435	0.5968	727	272	0.15	0.1538	0.0462	0.0814	531	468	999	Stylosanthes	5	0.45500000000000007	0.6450980392156862	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.994	0.929	TRUE	host_genus_tephrosia	9	0.3277	0.2387	0.0299	-2.9736	6	993	0.1612	0.1157	0.0306	-1.4846	71	928	999	Tephrosia	9	1	0.9727407407407407	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_genus	Host genus	ok	0.096	0.023	TRUE	host_genus_vicia	6	0.1918	0.2392	0.0372	1.2708	904	95	0.0642	0.1392	0.04	1.8761	977	22	999	Vicia	6	0.21555555555555558	0.092	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.826	0.989	TRUE	host_tribe_actinorhizal	45	0.2539	0.2425	0.0125	-0.918	174	825	0.088	0.0684	0.0085	-2.307	11	988	999	actinorhizal	45	0.9341666666666666	0.992	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.053	0.002	TRUE	host_tribe_amorpheae	27	0.2172	0.2444	0.0172	1.5863	947	52	0.0437	0.0808	0.0135	2.7508	998	1	999	Amorpheae	27	0.15200000000000002	0.013571428571428571	significant clustering by MNTD	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.096	0.304	TRUE	host_tribe_cassieae	6	0.1949	0.2461	0.0399	1.2829	904	95	0.1263	0.149	0.0426	0.5346	696	303	999	Cassieae	6	0.2247560975609756	0.614468085106383	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.231	TRUE	host_tribe_crotalarieae	10	0.1575	0.2475	0.0284	3.1726	999	0	0.0984	0.1193	0.0287	0.7307	769	230	999	Crotalarieae	10	0.006333333333333333	0.548625	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.305	0.696	TRUE	host_tribe_dalbergieae	8	0.2285	0.2466	0.0331	0.5468	695	304	0.1459	0.1297	0.0336	-0.48	304	695	999	Dalbergieae	8	0.5083333333333333	0.858653846153846	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.068	TRUE	host_tribe_desmodieae	53	0.1962	0.247	0.0113	4.5017	999	0	0.0544	0.0651	0.0076	1.4131	932	67	999	Desmodieae	53	0.006333333333333333	0.23071428571428573	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.005	0.201	TRUE	host_tribe_diocleae	10	0.1719	0.2463	0.0294	2.5282	995	4	0.0878	0.1139	0.0301	0.8655	799	200	999	Diocleae	10	0.02638888888888889	0.49448717948717946	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.074	0.027	TRUE	host_tribe_fabeae	6	0.1918	0.2452	0.0395	1.3528	926	73	0.0642	0.143	0.0419	1.8793	973	26	999	Fabeae	6	0.19527777777777777	0.11152173913043477	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.001	TRUE	host_tribe_galegeae	58	0.1583	0.2428	0.0109	7.7848	999	0	0.0262	0.062	0.0069	5.1708	999	0	999	Galegeae	58	0.006333333333333333	0.008636363636363636	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.001	TRUE	host_tribe_genisteae	17	0.1641	0.24	0.0222	3.4217	999	0	0.032	0.091	0.0183	3.2231	999	0	999	Genisteae	17	0.006333333333333333	0.008636363636363636	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.001	TRUE	host_tribe_loteae	10	0.0806	0.242	0.0305	5.2863	999	0	0.0394	0.1141	0.0282	2.6469	999	0	999	Loteae	10	0.006333333333333333	0.008636363636363636	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.993	0.905	TRUE	host_tribe_millettieae	9	0.3277	0.2408	0.0327	-2.6553	7	992	0.1612	0.1186	0.0319	-1.334	95	904	999	Millettieae	9	1	0.9552777777777778	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.986	0.992	TRUE	host_tribe_mimosoideae	5	0.3519	0.2423	0.0443	-2.4763	14	985	0.2658	0.1548	0.0461	-2.4101	8	991	999	Mimosoideae	5	1	0.992	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.865	0.653	TRUE	host_tribe_phaseoleae	20	0.2642	0.2426	0.0207	-1.0394	135	864	0.0935	0.0869	0.0168	-0.3939	347	652	999	Phaseoleae	20	0.9500000000000001	0.81625	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.044	0.148	TRUE	host_tribe_sesbanieae	6	0.1758	0.2424	0.0402	1.6573	956	43	0.0997	0.144	0.0417	1.0611	852	147	999	Sesbanieae	6	0.13483870967741934	0.38	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.001	TRUE	host_tribe_trifolieae	43	0.131	0.2443	0.0128	8.8769	999	0	0.0293	0.0688	0.0089	4.4569	999	0	999	Trifolieae	43	0.006333333333333333	0.008636363636363636	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	native_status	Native status	ok	0.204	0.04	TRUE	native_status_no	71	0.2358	0.2439	0.0097	0.8297	796	203	0.0503	0.0609	0.006	1.7588	960	39	999	no	71	0.51	0.14333333333333334	not significant / weak evidence	NA	NA
nifD	strict	Strict single-dominant	native_status	Native status	ok	0.001	0.094	TRUE	native_status_yes	271	0.2303	0.2446	0.0025	5.7573	999	0	0.0382	0.0399	0.0012	1.3449	906	93	999	yes	271	0.004	0.2088888888888889	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.001	0.001	TRUE	closest_blast_genus_azorhizobium	16	0.0679	0.2434	0.0235	7.4743	999	0	0.03	0.0973	0.0198	3.397	999	0	999	Azorhizobium	16	0.0021666666666666666	0.004333333333333333	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.001	0.002	TRUE	closest_blast_genus_bradyrhizobium	6	0.0602	0.2412	0.0436	4.1536	999	0	0.0375	0.143	0.0422	2.5014	998	1	999	Bradyrhizobium	6	0.0021666666666666666	0.006500000000000001	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.001	0.003	TRUE	closest_blast_genus_mesorhizobium	104	0.194	0.246	0.0073	7.084	999	0	0.0429	0.0541	0.0042	2.6801	997	2	999	Mesorhizobium	104	0.0021666666666666666	0.008666666666666666	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.001	0.071	TRUE	closest_blast_genus_microvirga	107	0.1926	0.2442	0.0074	6.9835	999	0	0.0462	0.0519	0.0041	1.3768	929	70	999	Microvirga	107	0.0021666666666666666	0.13185714285714284	significant clustering by MPD	NA	NA
nifD	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.516	0.002	TRUE	closest_blast_genus_rhizobium	19	0.2424	0.242	0.0206	-0.0183	484	515	0.0369	0.0898	0.0171	3.0998	998	1	999	Rhizobium	19	0.7061052631578948	0.006500000000000001	significant clustering by MNTD	NA	NA
nifD	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.03	0.087	TRUE	closest_blast_genus_sinorhizobium	88	0.228	0.2435	0.0084	1.8417	970	29	0.0484	0.0551	0.005	1.3365	913	86	999	Sinorhizobium	88	0.055714285714285716	0.1508	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	sample_type	Sample type	ok	1	0.01	TRUE	sample_type_nodule	529	0.3604	0.3007	0.0046	-13.1037	0	999	0.037	0.0399	0.0012	2.3905	990	9	999	nodule	529	1	0.04285714285714286	significant clustering by MNTD	NA	NA
nifD	iupac	Mixed-IUPAC	sample_type	Sample type	ok	0.001	0.089	TRUE	sample_type_rhizosphere	471	0.2477	0.2952	0.0052	9.1693	999	0	0.0405	0.0422	0.0013	1.3236	911	88	999	rhizosphere	471	0.0075	0.24818181818181817	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	sample_type	Sample type	ok	0.001	0.006	TRUE	sample_type_root	451	0.2725	0.3027	0.0053	5.7392	999	0	0.04	0.0433	0.0013	2.4475	994	5	999	root	451	0.0075	0.036000000000000004	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.927	0.01	TRUE	site_blan	12	0.3648	0.3066	0.0391	-1.4879	73	926	0.0789	0.1349	0.026	2.1555	990	9	999	BLAN	12	1	0.02838709677419355	significant clustering by MNTD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.529	0.438	TRUE	site_bona	6	0.308	0.3073	0.0589	-0.0117	471	528	0.1687	0.1786	0.0478	0.2057	562	437	999	BONA	6	0.7723636363636365	0.5796090225563909	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.857	0.005	TRUE	site_clbj	92	0.3204	0.3065	0.0128	-1.078	143	856	0.0565	0.0703	0.0052	2.6695	995	4	999	CLBJ	92	1	0.01660377358490566	significant clustering by MNTD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.001	TRUE	site_cper	15	0.1394	0.3036	0.0343	4.7883	999	0	0.0364	0.1256	0.022	4.0524	999	0	999	CPER	15	0.004756756756756757	0.004292682926829269	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.001	TRUE	site_dcfs	23	0.1917	0.3061	0.028	4.0811	999	0	0.0522	0.109	0.0159	3.5767	999	0	999	DCFS	23	0.004756756756756757	0.004292682926829269	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	1	0.185	TRUE	site_deju	54	0.3572	0.305	0.0175	-2.9734	0	999	0.0754	0.0832	0.0085	0.9155	815	184	999	DEJU	54	1	0.31611650485436893	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.457	0.001	TRUE	site_dela	61	0.3014	0.303	0.0164	0.0978	543	456	0.0502	0.0796	0.0074	3.9684	999	0	999	DELA	61	0.6933793103448276	0.004292682926829269	significant clustering by MNTD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.01	TRUE	site_dsny	138	0.2504	0.2972	0.0104	4.4994	999	0	0.0524	0.0616	0.0039	2.3846	990	9	999	DSNY	138	0.004756756756756757	0.02838709677419355	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.904	0.578	TRUE	site_guan	10	0.3489	0.2957	0.0411	-1.2937	96	903	0.1461	0.1404	0.0297	-0.1911	422	577	999	GUAN	10	1	0.7064275862068965	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.654	0.578	TRUE	site_harv	7	0.3137	0.2951	0.0515	-0.3615	346	653	0.1664	0.1601	0.0379	-0.168	422	577	999	HARV	7	0.872	0.7064275862068965	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.646	0.15	TRUE	site_heal	17	0.3064	0.2949	0.0321	-0.3579	354	645	0.0955	0.1178	0.02	1.1126	850	149	999	HEAL	17	0.872	0.2613861386138614	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.004	TRUE	site_jerc	278	0.2618	0.2945	0.0074	4.436	999	0	0.0448	0.0501	0.002	2.6556	996	3	999	JERC	278	0.004756756756756757	0.013803921568627453	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.001	TRUE	site_jorn	12	0.0955	0.2946	0.0408	4.8785	999	0	0.0354	0.134	0.0251	3.927	999	0	999	JORN	12	0.004756756756756757	0.004292682926829269	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.003	0.001	TRUE	site_kona	9	0.1592	0.2911	0.0452	2.9203	997	2	0.0602	0.1464	0.0319	2.6991	999	0	999	KONA	9	0.011478260869565217	0.004292682926829269	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.04	0.002	TRUE	site_konz	38	0.2553	0.2931	0.0222	1.7025	960	39	0.0579	0.0922	0.0103	3.3172	998	1	999	KONZ	38	0.10666666666666666	0.007822222222222222	significant clustering by MNTD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.293	0.002	TRUE	site_laja	52	0.2843	0.2941	0.019	0.516	707	292	0.0529	0.0843	0.0084	3.7249	998	1	999	LAJA	52	0.5006601941747573	0.007822222222222222	significant clustering by MNTD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.591	0.001	TRUE	site_leno	28	0.3017	0.2951	0.026	-0.2544	409	590	0.0567	0.1018	0.0138	3.2621000000000002	999	0	999	LENO	28	0.83776	0.004292682926829269	significant clustering by MNTD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.334	0.412	TRUE	site_niwo	5	0.2612	0.2943	0.0723	0.4582	666	333	0.1639	0.1802	0.0529	0.3079	588	411	999	NIWO	5	0.5295855855855857	0.5562137404580152	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.001	TRUE	site_nogp	21	0.1519	0.2965	0.0311	4.6483	999	0	0.0438	0.1119	0.0173	3.9394	999	0	999	NOGP	21	0.004756756756756757	0.004292682926829269	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.001	TRUE	site_oaes	111	0.21560000000000001	0.2977	0.0128	6.4244	999	0	0.0327	0.0674	0.0046	7.5424	999	0	999	OAES	111	0.004756756756756757	0.004292682926829269	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.886	0.474	TRUE	site_ornl	21	0.3379	0.2997	0.0296	-1.2859	114	885	0.1119	0.1135	0.0164	0.098	526	473	999	ORNL	21	1	0.6045217391304347	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.003	0.082	TRUE	site_osbs	112	0.262	0.3008	0.0128	3.0398	997	2	0.0615	0.0677	0.0044	1.3954	918	81	999	OSBS	112	0.011478260869565217	0.164	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.308	0.03	TRUE	site_rmnp	11	0.281	0.3024	0.0411	0.5205	692	307	0.0896	0.141	0.0276	1.8663	970	29	999	RMNP	11	0.5099065420560748	0.0704	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.981	0.918	TRUE	site_scbi	24	0.366	0.303	0.0286	-2.203	19	980	0.1316	0.1096	0.0156	-1.4101	82	917	999	SCBI	24	1	0.9339190751445087	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.824	0.636	TRUE	site_serc	7	0.3546	0.3025	0.055	-0.9467	176	823	0.1772	0.1657	0.0403	-0.2861	364	635	999	SERC	7	1	0.74624	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	1	0.023	TRUE	site_sjer	10	0.452	0.2991	0.0444	-3.4469	0	999	0.0873	0.1426	0.0294	1.886	977	22	999	SJER	10	1	0.057828571428571424	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.001	TRUE	site_srer	54	0.0595	0.3034	0.0181	13.4386	999	0	0.0089	0.0849	0.0082	9.2804	999	0	999	SRER	54	0.004756756756756757	0.004292682926829269	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.326	0.001	TRUE	site_tall	87	0.2969	0.3032	0.0141	0.445	674	325	0.0527	0.0729	0.0056	3.6318	999	0	999	TALL	87	0.5248	0.004292682926829269	significant clustering by MNTD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.379	0.393	TRUE	site_teak	5	0.2772	0.3014	0.0653	0.3716	621	378	0.1698	0.1867	0.0509	0.3311	607	392	999	TEAK	5	0.5903008849557522	0.5361860465116279	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.001	TRUE	site_tool	66	0.2269	0.3042	0.0167	4.6342	999	0	0.0449	0.0799	0.0069	5.0636	999	0	999	TOOL	66	0.004756756756756757	0.004292682926829269	significant clustering by MPD	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.073	0.251	TRUE	site_ukfs	6	0.2178	0.3023	0.0623	1.3565	927	72	0.1437	0.1749	0.0463	0.6757	749	250	999	UKFS	6	0.1808888888888889	0.39093805309734514	not significant / weak evidence	NA	NA
nifD	iupac	Mixed-IUPAC	site	Site	ok	0.644	0.046	TRUE	site_unde	7	0.3193	0.3027	0.0511	-0.3245	356	643	0.1017	0.1637	0.0381	1.6248	954	45	999	UNDE	7	0.872	0.10605128205128204	not significant / weak evidence	NA	NA
