gene	tree_set	tree_set_label	label_type	label_type_report	phylocom_status	p_mpd_cluster	p_mntd_cluster	ntaxa_matches_expected	plot	ntaxa	mpd	mpd_rnd	mpd_sd	nri	mpd_ranklow	mpd_rankhi	mntd	mntd_rnd	mntd_sd	nti	mntd_ranklo	mntd_rankhi	runs	label_value	expected_ntaxa	fdr_mpd	fdr_mntd	interpretation	mpd_random	mntd_random
nifH	strict	Strict single-dominant	sample_type	Sample type	ok	1	0.001	TRUE	sample_type_nodule	211	0.2539	0.2352	0.0045	-4.1994	0	999	0.0305	0.0376	0.0017	4.2838	999	0	999	nodule	211	1	0.03	significant clustering by MNTD	NA	NA
nifH	strict	Strict single-dominant	sample_type	Sample type	ok	0.001	0.982	TRUE	sample_type_rhizosphere	96	0.1822	0.2302	0.0089	5.3759	999	0	0.0565	0.0483	0.0039	-2.0937	18	981	999	rhizosphere	96	0.01	1	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	sample_type	Sample type	ok	0.009	0.459	TRUE	sample_type_root	73	0.2048	0.2314	0.0105	2.5466	991	8	0.053900000000000003	0.0544	0.0051	0.1097	541	458	999	root	73	0.06749999999999999	0.8205	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.869	0.401	TRUE	site_clbj	21	0.2594	0.2369	0.0206	-1.0943	131	868	0.083	0.0864	0.013	0.2617	599	400	999	CLBJ	21	0.9906896551724137	0.5821111111111111	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.001	0.002	TRUE	site_cper	6	0.0882	0.237	0.0415	3.5888	999	0	0.0412	0.139	0.0335	2.9229	998	1	999	CPER	6	0.005909090909090909	0.012380952380952381	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.004	0.001	TRUE	site_deju	13	0.1581	0.2329	0.0261	2.8617	996	3	0.0488	0.1016	0.0183	2.8913	999	0	999	DEJU	13	0.016774193548387096	0.007222222222222223	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.978	0.309	TRUE	site_dela	14	0.2808	0.2311	0.0264	-1.882	22	977	0.0912	0.0995	0.0176	0.4744	691	308	999	DELA	14	1	0.502125	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.363	0.89	TRUE	site_dsny	23	0.2235	0.2296	0.0195	0.3144	637	362	0.0982	0.0825	0.0125	-1.2532	110	889	999	DSNY	23	0.53625	0.935390625	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.083	0.118	TRUE	site_guan	7	0.1724	0.2267	0.0387	1.4039	917	82	0.0921	0.1255	0.0283	1.1821	882	117	999	GUAN	7	0.17983333333333332	0.2644827586206896	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.292	0.008	TRUE	site_jerc	69	0.2243	0.23	0.0106	0.5326	708	291	0.0419	0.0545	0.0053	2.4026	992	7	999	JERC	69	0.46864197530864193	0.03354838709677419	significant clustering by MNTD	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.221	0.049	TRUE	site_konz	6	0.1944	0.2301	0.0446	0.7992	779	220	0.0776	0.1351	0.0336	1.7086	951	48	999	KONZ	6	0.3748051948051948	0.13847826086956522	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.856	0.595	TRUE	site_laja	8	0.2688	0.2298	0.0369	-1.0584	144	855	0.1284	0.1215	0.0274	-0.2529	405	594	999	LAJA	8	0.9906896551724137	0.7658415841584159	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.05	0.001	TRUE	site_leno	13	0.1796	0.2314	0.0289	1.7929	950	49	0.0297	0.1008	0.0192	3.6938	999	0	999	LENO	13	0.125	0.007222222222222223	significant clustering by MNTD	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.001	0.001	TRUE	site_nogp	8	0.0297	0.2282	0.037	5.3705	999	0	0.0129	0.1188	0.0264	4.0174	999	0	999	NOGP	8	0.005909090909090909	0.007222222222222223	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.001	0.001	TRUE	site_oaes	50	0.1471	0.2284	0.0131	6.2109	999	0	0.0297	0.0596	0.0065	4.577	999	0	999	OAES	50	0.005909090909090909	0.007222222222222223	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.093	0.644	TRUE	site_osbs	26	0.1987	0.2251	0.0197	1.3411	907	92	0.0797	0.0759	0.0117	-0.3318	356	643	999	OSBS	26	0.1919047619047619	0.8207843137254902	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.016	0.019	TRUE	site_rmnp	5	0.1159	0.2263	0.0498	2.2189	984	15	0.0627	0.1425	0.0387	2.0616	981	18	999	RMNP	5	0.04727272727272727	0.06861111111111111	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.001	0.001	TRUE	site_srer	26	0.0402	0.2257	0.0191	9.7183	999	0	0.0072	0.0764	0.0109	6.3653	999	0	999	SRER	26	0.005909090909090909	0.007222222222222223	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.782	0.052	TRUE	site_tall	23	0.2418	0.2258	0.0202	-0.7896	218	781	0.0611	0.0806	0.0126	1.5361	948	51	999	TALL	23	0.9681904761904763	0.14382978723404255	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.001	0.001	TRUE	site_tool	28	0.1137	0.228	0.018	6.3654	999	0	0.0337	0.0756	0.011	3.8246000000000002	999	0	999	TOOL	28	0.005909090909090909	0.007222222222222223	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	site	Site	ok	0.222	0.005	TRUE	site_wood	11	0.205	0.229	0.0317	0.7564	778	221	0.0515	0.1072	0.0212	2.6272	995	4	999	WOOD	11	0.3748051948051948	0.025	significant clustering by MNTD	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.797	0.009	TRUE	state_al	50	0.2439	0.2341	0.0119	-0.822	203	796	0.0471	0.0626	0.0067	2.3044	991	8	999	AL	50	0.9941860465116279	0.04736842105263158	significant clustering by MNTD	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.001	0.001	TRUE	state_alaska	38	0.1527	0.2286	0.0145	5.2262	999	0	0.0346	0.069	0.0087	3.965	999	0	999	Alaska	38	0.00625	0.008333333333333335	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.001	0.001	TRUE	state_arizona	26	0.0402	0.2293	0.0181	10.4496	999	0	0.0072	0.0789	0.0113	6.3246	999	0	999	Arizona	26	0.00625	0.008333333333333335	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.015	0.002	TRUE	state_co	12	0.1717	0.232	0.0273	2.2098	985	14	0.0534	0.1045	0.0194	2.641	998	1	999	CO	12	0.053571428571428575	0.013333333333333334	significant clustering by MNTD	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.011	0.238	TRUE	state_fl	23	0.1804	0.2316	0.0204	2.5055	989	10	0.0731	0.0829	0.013	0.7495	762	237	999	FL	23	0.044	0.4666666666666666	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.284	0.889	TRUE	state_florida	22	0.2202	0.2308	0.0206	0.5161	716	283	0.0994	0.0833	0.013	-1.2364	111	888	999	Florida	22	0.5052631578947367	0.9457446808510638	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.256	0.011	TRUE	state_georgia	68	0.2231	0.2299	0.0112	0.6081	744	255	0.042	0.0534	0.0052	2.1864	989	10	999	Georgia	68	0.4830188679245283	0.05499999999999999	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.268	0.074	TRUE	state_ks	8	0.2049	0.2272	0.0365	0.6111	732	267	0.0819	0.1187	0.0259	1.4214	926	73	999	KS	8	0.4872727272727273	0.21764705882352942	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.004	0.001	TRUE	state_nd	23	0.1662	0.2249	0.0206	2.842	996	3	0.0376	0.0795	0.0125	3.3397	999	0	999	ND	23	0.022222222222222223	0.008333333333333335	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.001	0.001	TRUE	state_ok	50	0.1471	0.2258	0.0135	5.8443	999	0	0.0297	0.0602	0.007	4.3733	999	0	999	OK	50	0.00625	0.008333333333333335	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.498	0.167	TRUE	state_p_r	15	0.2293	0.2283	0.026	-0.0359	502	497	0.0786	0.0947	0.0169	0.9526	833	166	999	P.R	15	0.778125	0.37111111111111117	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.671	0.514	TRUE	state_tn	5	0.2542	0.2292	0.05	-0.501	329	670	0.1469	0.1452	0.0387	-0.0443	486	513	999	TN	5	0.8961038961038961	0.7138888888888889	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	state	State	ok	0.949	0.461	TRUE	state_tx	21	0.2594	0.2289	0.02	-1.5307	51	948	0.083	0.0843	0.0136	0.0949	539	460	999	TX	21	1	0.6681159420289855	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_amorpha	12	0.0875	0.2385	0.0276	5.4766	999	0	0.0308	0.1028	0.0193	3.7426	999	0	999	Amorpha	12	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.467	0.093	TRUE	host_genus_amphicarpaea	5	0.2352	0.238	0.0471	0.0597	533	466	0.0957	0.1469	0.0374	1.3695	907	92	999	Amphicarpaea	5	0.6473267326732673	0.26039999999999996	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_astragalus	54	0.1144	0.2321	0.0122	9.6258	999	0	0.0248	0.0583	0.0062	5.3596	999	0	999	Astragalus	54	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.004	0.017	TRUE	host_genus_ceanothus	5	0.1026	0.2324	0.0499	2.6014	996	3	0.0634	0.1448	0.0386	2.1093	983	16	999	Ceanothus	5	0.019310344827586208	0.07212121212121213	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.103	0.003	TRUE	host_genus_centrosema	6	0.1751	0.2312	0.0424	1.3234	897	102	0.0529	0.1343	0.0315	2.5808	997	2	999	Centrosema	6	0.2253125	0.0168	significant clustering by MNTD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.049	0.039	TRUE	host_genus_chamaecrista	13	0.1822	0.229	0.0276	1.6944	951	48	0.0672	0.1001	0.0184	1.7899	961	38	999	Chamaecrista	13	0.1372	0.1365	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.025	0.012	TRUE	host_genus_clitoria	5	0.1345	0.2306	0.0495	1.9413	975	24	0.0578	0.1441	0.0386	2.2343	988	11	999	Clitoria	5	0.07954545454545454	0.05600000000000001	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.707	0.923	TRUE	host_genus_crotalaria	16	0.2469	0.2325	0.0252	-0.5713	293	706	0.1149	0.0918	0.0162	-1.4265	77	922	999	Crotalaria	16	0.8532758620689654	0.9727407407407407	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.002	0.002	TRUE	host_genus_dalea	11	0.135	0.2328	0.0317	3.0841	998	1	0.0464	0.1058	0.0204	2.9145	998	1	999	Dalea	11	0.0112	0.011666666666666665	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.019	0.185	TRUE	host_genus_desmodium	38	0.198	0.2317	0.0153	2.2045	981	18	0.0574	0.0646	0.0086	0.8416	815	184	999	Desmodium	38	0.0665	0.3984615384615384	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.014	0.071	TRUE	host_genus_dryas	13	0.1687	0.2309	0.0272	2.2857	986	13	0.0702	0.0964	0.0183	1.4288	929	70	999	Dryas	13	0.05297297297297297	0.21148936170212762	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.508	0.692	TRUE	host_genus_galactia	7	0.2349	0.2317	0.0415	-0.0772	492	507	0.1395	0.1243	0.0299	-0.5074	308	691	999	Galactia	7	0.6878846153846154	0.8131666666666667	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.112	0.417	TRUE	host_genus_lespedeza	23	0.2044	0.2297	0.0207	1.2174	888	111	0.0738	0.0768	0.0126	0.2403	583	416	999	Lespedeza	23	0.2326470588235294	0.6081249999999999	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_lotus	7	0.0327	0.2272	0.0406	4.7961	999	0	0.0136	0.1231	0.0288	3.8054	999	0	999	Lotus	7	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_lupinus	26	0.1459	0.2264	0.02	4.0161	999	0	0.0352	0.0737	0.0112	3.4276	999	0	999	Lupinus	26	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_medicago	20	0.1229	0.2259	0.0229	4.5047	999	0	0.0226	0.0809	0.0134	4.3391	999	0	999	Medicago	20	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_melilotus	13	0.1296	0.2264	0.0283	3.4166	999	0	0.0278	0.096	0.0186	3.6653	999	0	999	Melilotus	13	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.348	0.848	TRUE	host_genus_morella	7	0.2118	0.2264	0.0393	0.3698	652	347	0.1542	0.123	0.0288	-1.085	152	847	999	Morella	7	0.5238709677419354	0.9203100775193798	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_oxytropis	9	0.0663	0.2277	0.0333	4.8405	999	0	0.0328	0.1122	0.0237	3.3541	999	0	999	Oxytropis	9	0.005833333333333333	0.006666666666666667	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.192	0.517	TRUE	host_genus_rhynchosia	8	0.1952	0.2291	0.0371	0.9133	808	191	0.1201	0.1181	0.0256	-0.0759	483	516	999	Rhynchosia	8	0.3278048780487805	0.7026923076923077	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.002	TRUE	host_genus_robinia	5	0.0815	0.2279	0.0501	2.9233	999	0	0.0452	0.1421	0.0375	2.5842	998	1	999	Robinia	5	0.005833333333333333	0.011666666666666665	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.789	0.007	TRUE	host_genus_sesbania	11	0.2553	0.2315	0.0299	-0.7951	211	788	0.0561	0.1048	0.021	2.312	993	6	999	Sesbania	11	0.8848000000000001	0.03379310344827586	significant clustering by MNTD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.004	TRUE	host_genus_strophostyles	5	0.0823	0.2298	0.0479	3.0817	999	0	0.0426	0.1431	0.0375	2.6801	996	3	999	Strophostyles	5	0.005833333333333333	0.02074074074074074	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.511	0.227	TRUE	host_genus_stylosanthes	9	0.2323	0.2296	0.034	-0.0773	489	510	0.0939	0.1129	0.024	0.7949	773	226	999	Stylosanthes	9	0.6878846153846154	0.4476056338028169	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_genus	Host genus	ok	0.442	0.295	TRUE	host_genus_tephrosia	5	0.2261	0.2307	0.0503	0.0921	558	441	0.1222	0.1431	0.039	0.5353	705	294	999	Tephrosia	5	0.6188	0.5363636363636363	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.026	0.603	TRUE	host_tribe_actinorhizal	31	0.2038	0.2373	0.0166	2.0147	974	25	0.0779	0.0751	0.0097	-0.289	397	602	999	actinorhizal	31	0.0882142857142857	0.8049324324324324	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.001	TRUE	host_tribe_amorpheae	23	0.1256	0.2333	0.0202	5.3419	999	0	0.034	0.0841	0.012	4.1934	999	0	999	Amorpheae	23	0.006333333333333333	0.008636363636363636	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.028	0.019	TRUE	host_tribe_cassieae	13	0.1822	0.2349	0.0258	2.0376	972	27	0.0672	0.1042	0.0183	2.0161	981	18	999	Cassieae	13	0.09172413793103448	0.08595238095238095	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.707	0.871	TRUE	host_tribe_crotalarieae	16	0.2469	0.2324	0.0246	-0.5886	293	706	0.1149	0.0954	0.0163	-1.195	129	870	999	Crotalarieae	16	0.8722727272727273	0.9402840909090909	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.303	0.246	TRUE	host_tribe_dalbergieae	13	0.2174	0.2311	0.0285	0.4799	697	302	0.089	0.1029	0.0192	0.7213	754	245	999	Dalbergieae	13	0.5083333333333333	0.57	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.041	TRUE	host_tribe_desmodieae	64	0.1977	0.2335	0.0114	3.1415	999	0	0.0483	0.0573	0.0052	1.7165	959	40	999	Desmodieae	64	0.006333333333333333	0.14425925925925928	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.509	0.617	TRUE	host_tribe_diocleae	7	0.2349	0.2333	0.0402	-0.0388	491	508	0.1395	0.131	0.0297	-0.285	383	616	999	Diocleae	7	0.7439230769230769	0.8049324324324324	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.001	TRUE	host_tribe_galegeae	63	0.1138	0.2341	0.0115	10.4974	999	0	0.022	0.0564	0.0056	6.1698	999	0	999	Galegeae	63	0.006333333333333333	0.008636363636363636	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.001	TRUE	host_tribe_genisteae	26	0.1459	0.2302	0.0194	4.3348	999	0	0.0352	0.0771	0.0109	3.827	999	0	999	Genisteae	26	0.006333333333333333	0.008636363636363636	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.002	TRUE	host_tribe_loteae	8	0.0845	0.2261	0.0376	3.7629	999	0	0.0416	0.1181	0.0263	2.9153	998	1	999	Loteae	8	0.006333333333333333	0.013571428571428571	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.448	0.279	TRUE	host_tribe_millettieae	5	0.2261	0.2289	0.0481	0.0596	552	447	0.1222	0.1433	0.037	0.5699	721	278	999	Millettieae	5	0.6755555555555556	0.6023863636363637	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.745	0.313	TRUE	host_tribe_mimosoideae	11	0.2494	0.227	0.0326	-0.6839	255	744	0.0932	0.1051	0.0223	0.5349	687	312	999	Mimosoideae	11	0.8958860759493671	0.6165306122448979	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.362	0.034	TRUE	host_tribe_phaseoleae	33	0.2218	0.2278	0.017	0.3526	638	361	0.0536	0.0706	0.0093	1.8295	966	33	999	Phaseoleae	33	0.5828813559322034	0.13458333333333336	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.01	0.01	TRUE	host_tribe_robinieae	7	0.1352	0.2295	0.0401	2.3477	990	9	0.0591	0.1264	0.0292	2.3019	990	9	999	Robinieae	7	0.03653846153846154	0.05277777777777778	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.803	0.004	TRUE	host_tribe_sesbanieae	11	0.2553	0.2287	0.0307	-0.8675	197	802	0.0561	0.1071	0.0205	2.4818	996	3	999	Sesbanieae	11	0.9190963855421688	0.025333333333333333	significant clustering by MNTD	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.004	0.005	TRUE	host_tribe_sophoreae	5	0.0807	0.2312	0.0495	3.0411	996	3	0.0449	0.1449	0.0381	2.6278	995	4	999	Sophoreae	5	0.022352941176470586	0.029687500000000002	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.001	0.001	TRUE	host_tribe_trifolieae	37	0.1569	0.2321	0.0153	4.9333	999	0	0.0314	0.0694	0.0089	4.2692	999	0	999	Trifolieae	37	0.006333333333333333	0.008636363636363636	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	native_status	Native status	ok	0.955	0.017	TRUE	native_status_no	66	0.2536	0.2369	0.0102	-1.6311	45	954	0.0465	0.0581	0.0053	2.1696	983	16	999	no	66	1	0.085	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	native_status	Native status	ok	0.001	0.043	TRUE	native_status_yes	312	0.221	0.2326	0.0023	5.0469	999	0	0.0306	0.0319	8e-4	1.6942	957	42	999	yes	312	0.004	0.14333333333333334	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.001	0.001	TRUE	closest_blast_genus_bradyrhizobium	43	0.1805	0.2384	0.0136	4.2646	999	0	0.0453	0.0681	0.0077	2.9558	999	0	999	Bradyrhizobium	43	0.0021666666666666666	0.004333333333333333	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.823	0.418	TRUE	closest_blast_genus_burkholderia	5	0.2807	0.236	0.0486	-0.9201	177	822	0.1416	0.1501	0.038	0.2232	582	417	999	Burkholderia	5	1	0.6037777777777777	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.121	0.103	TRUE	closest_blast_genus_ensifer	5	0.182	0.2353	0.0454	1.174	879	120	0.104	0.1497	0.0373	1.2262	897	102	999	Ensifer	5	0.18505882352941175	0.167375	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.001	0.001	TRUE	closest_blast_genus_mesorhizobium	190	0.1881	0.2348	0.0051	9.1289	999	0	0.0261	0.0387	0.0019	6.6483	999	0	999	Mesorhizobium	190	0.0021666666666666666	0.004333333333333333	significant clustering by MPD	NA	NA
nifH	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.065	0.982	TRUE	closest_blast_genus_microvirga	51	0.2096	0.2299	0.0131	1.5536	935	64	0.0755	0.0612	0.0068	-2.118	18	981	999	Microvirga	51	0.11266666666666668	1	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.026	0.03	TRUE	closest_blast_genus_neorhizobium	17	0.1804	0.2297	0.0242	2.0339	974	25	0.0645	0.0929	0.0156	1.8271	970	29	999	Neorhizobium	17	0.052	0.06	not significant / weak evidence	NA	NA
nifH	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	1	0.011	TRUE	closest_blast_genus_rhizobium	34	0.3097	0.232	0.0163	-4.7789	0	999	0.0517	0.0726	0.0093	2.2566	989	10	999	Rhizobium	34	1	0.026	significant clustering by MNTD	NA	NA
nifH	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.24	0.001	TRUE	closest_blast_genus_sinorhizobium	42	0.2217	0.2327	0.0146	0.7472	760	239	0.0328	0.0668	0.008	4.2721	999	0	999	Sinorhizobium	42	0.3466666666666666	0.004333333333333333	significant clustering by MNTD	NA	NA
nifH	iupac	Mixed-IUPAC	sample_type	Sample type	ok	1	0.001	TRUE	sample_type_nodule	547	0.2644	0.2294	0.0033	-10.5819	0	999	0.0264	0.0293	8e-4	3.5089	999	0	999	nodule	547	1	0.015	significant clustering by MNTD	NA	NA
nifH	iupac	Mixed-IUPAC	sample_type	Sample type	ok	0.001	0.585	TRUE	sample_type_rhizosphere	491	0.1979	0.2283	0.0036	8.4867	999	0	0.0307	0.0305	0.001	-0.2062	415	584	999	rhizosphere	491	0.0075	0.9057142857142857	significant clustering by MPD	NA	NA
nifH	iupac	Mixed-IUPAC	sample_type	Sample type	ok	0.001	0.089	TRUE	sample_type_root	486	0.2086	0.2331	0.0035	6.9073	999	0	0.0293	0.0307	0.001	1.3756	911	88	999	root	486	0.0075	0.24818181818181817	significant clustering by MPD	NA	NA
nifH	iupac	Mixed-IUPAC	site	Site	ok	0.998	0.01	TRUE	site_blan	10	0.3222	0.2327	0.0317	-2.8263	2	997	0.0679	0.1173	0.0239	2.0681	990	9	999	BLAN	10	1	0.02838709677419355	significant clustering by MNTD	NA	NA
nifH	iupac	Mixed-IUPAC	site	Site	ok	0.253	0.627	TRUE	site_bona	8	0.2092	0.2327	0.0357	0.6605	747	252	0.1343	0.1268	0.0304	-0.2457	373	626	999	BONA	8	0.4579591836734694	0.7406174496644296	not significant / weak evidence	NA	NA
nifH	iupac	Mixed-IUPAC	site	Site	ok	0.799	0.07	TRUE	site_clbj	86	0.2386	0.2303	0.0099	-0.8375	201	798	0.0492	0.0563	0.0046	1.5116	930	69	999	CLBJ	86	0.9932307692307694	0.1466666666666667	not significant / weak evidence	NA	NA
nifH	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.001	TRUE	site_cper	15	0.1366	0.2289	0.0249	3.7138	999	0	0.0359	0.1006	0.0177	3.6479	999	0	999	CPER	15	0.004756756756756757	0.004292682926829269	significant clustering by MPD	NA	NA
nifH	iupac	Mixed-IUPAC	site	Site	ok	0.588	0.001	TRUE	site_dcfs	20	0.234	0.2289	0.021	-0.2433	412	587	0.0493	0.0918	0.0142	2.985	999	0	999	DCFS	20	0.83776	0.004292682926829269	significant clustering by MNTD	NA	NA
nifH	iupac	Mixed-IUPAC	site	Site	ok	0.048	0.002	TRUE	site_deju	55	0.2077	0.2289	0.0127	1.6698	952	47	0.0467	0.0652	0.0065	2.8266	998	1	999	DEJU	55	0.12423529411764707	0.007822222222222222	significant clustering by MNTD	NA	NA
nifH	iupac	Mixed-IUPAC	site	Site	ok	0.595	0.001	TRUE	site_dela	78	0.2306	0.228	0.0107	-0.2419	405	594	0.0361	0.0579	0.0051	4.2849	999	0	999	DELA	78	0.83776	0.004292682926829269	significant clustering by MNTD	NA	NA
nifH	iupac	Mixed-IUPAC	site	Site	ok	0.002	0.058	TRUE	site_dsny	136	0.1997	0.2283	0.0077	3.7073	998	1	0.0434	0.0483	0.0032	1.5286	942	57	999	DSNY	136	0.008380952380952381	0.1260246913580247	significant clustering by MPD	NA	NA
