gene	tree_set	tree_set_label	label_type	phylocom_status	p_mpd_cluster	p_mntd_cluster	plot	ntaxa	mpd	mpd.rnd	mpd.sd	nri	mpd.ranklow	mpd.rankhi	mntd	mntd.rnd	mntd.sd	nti	mntd.ranklo	mntd.rankhi	runs	label_value	fdr_mpd	fdr_mntd	interpretation
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.001	0.001	host_genus_lotus	24	0.0441	0.3174	0.0248	11.041	999	0	0.0178	0.0996	0.0147	5.5783	999	0	999	Lotus	0.006366666666666666	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.305	0.224	host_genus_lupinus	43	0.3073	0.3175	0.0186	0.5487	695	304	0.0743	0.0809	0.0087	0.7596	776	223	999	Lupinus	0.45511718749999996	0.36257627118644065	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.386	0.739	host_genus_macroptilium	5	0.3012	0.3214	0.0615	0.3273	614	385	0.2316	0.1971	0.0549	-0.6287	261	738	999	Macroptilium	0.562793893129771	0.8206337209302326	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.001	0.001	host_genus_medicago	54	0.1064	0.3184	0.0165	12.8119	999	0	0.0262	0.0753	0.0072	6.8275	999	0	999	Medicago	0.006366666666666666	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.001	0.001	host_genus_melilotus	31	0.071	0.3198	0.0214	11.629	999	0	0.0265	0.0918	0.0119	5.4619	999	0	999	Melilotus	0.006366666666666666	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.006	0.004	host_genus_morella	18	0.2436	0.3193	0.0295	2.5641	994	5	0.0642	0.1123	0.0189	2.5488	996	3	999	Morella	0.023387755102040816	0.01528	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.001	0.001	host_genus_oxytropis	25	0.2231	0.32	0.0243	3.9854	999	0	0.0397	0.0996	0.0144	4.1606	999	0	999	Oxytropis	0.006366666666666666	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.006	0.056	host_genus_pediomelum	9	0.2093	0.3196	0.042	2.6278	994	5	0.0956	0.1485	0.0343	1.5438	944	55	999	Pediomelum	0.023387755102040816	0.11884444444444445	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.657	0.582	host_genus_rhynchosia	18	0.3318	0.3205	0.0285	-0.3971	343	656	0.115	0.1118	0.0194	-0.1645	418	581	999	Rhynchosia	0.8201764705882353	0.6991320754716981	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.001	0.002	host_genus_robinia	6	0.0395	0.3198	0.0564	4.9695	999	0	0.0203	0.1773	0.0483	3.2527	998	1	999	Robinia	0.006366666666666666	0.008304347826086958	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	ok	1	0.004	host_genus_sesbania	18	0.421	0.3214	0.0293	-3.3995	0	999	0.0596	0.1128	0.0186	2.8674	996	3	999	Sesbania	1	0.01528	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.005	0.001	host_genus_strophostyles	8	0.2083	0.3227	0.0451	2.5362	995	4	0.0573	0.1571	0.0383	2.6019	999	0	999	Strophostyles	0.02076086956521739	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.168	0.421	host_genus_stylosanthes	14	0.2887	0.3213	0.0348	0.9384	832	167	0.1174	0.1232	0.023	0.2533	579	420	999	Stylosanthes	0.2917090909090909	0.5743642857142857	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.554	0.935	host_genus_tephrosia	30	0.3236	0.3211	0.0211	-0.1205	446	553	0.1099	0.092	0.012	-1.4983	65	934	999	Tephrosia	0.7149594594594595	0.94489417989418	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.999	0.355	host_genus_trifolium	13	0.4197	0.3228	0.0345	-2.8141	1	998	0.1174	0.1269	0.0247	0.3835	645	354	999	Trifolium	1	0.5136742424242424	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_genus	ok	0.001	0.001	host_genus_vicia	22	0.2067	0.3218	0.0259	4.4395	999	0	0.0512	0.1034	0.0163	3.2049	999	0	999	Vicia	0.006366666666666666	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.204	0.004	host_tribe_actinorhizal	130	0.3231	0.3314	0.0097	0.8578	796	203	0.0475	0.0562	0.0035	2.5204	996	3	999	actinorhizal	0.35864516129032253	0.014533333333333334	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.003	0.04	host_tribe_amorpheae	66	0.2905	0.3281	0.0144	2.6005	997	2	0.0602	0.0713	0.006	1.863	960	39	999	Amorpheae	0.011678571428571429	0.089380000000000015	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.477	0.051	host_tribe_cassieae	30	0.3259	0.3274	0.0219	0.0691	523	476	0.0749	0.0945	0.0122	1.6071	949	50	999	Cassieae	0.651275	0.10107272727272727	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.045	0.402	host_tribe_crotalarieae	42	0.2962	0.327	0.019	1.6184	955	44	0.0817	0.0842	0.0092	0.2706	598	401	999	Crotalarieae	0.11678571428571428	0.5842400000000001	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.54	0.79	host_tribe_dalbergieae	23	0.3307	0.3273	0.027	-0.1265	460	539	0.116	0.1038	0.0149	-0.8161	210	789	999	Dalbergieae	0.7117831325301205	0.8877319587628867	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.999	0.842	host_tribe_desmodieae	204	0.3529	0.3227	0.0078	-3.882	1	998	0.0504	0.0482	0.0022	-0.9945	158	841	999	Desmodieae	1	0.9086930693069307	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.43	0.489	host_tribe_diocleae	28	0.3162	0.3205	0.024	0.1784	570	429	0.094	0.0951	0.0133	0.0809	511	488	999	Diocleae	0.6129480519480519	0.6746962025316455	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.001	0.001	host_tribe_fabeae	22	0.2067	0.3198	0.0272	4.1569	999	0	0.0512	0.1046	0.0157	3.3925	999	0	999	Fabeae	0.006055555555555555	0.00545	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.001	0.001	host_tribe_galegeae	140	0.2677	0.3202	0.0098	5.3735	999	0	0.0307	0.0546	0.0031	7.716	999	0	999	Galegeae	0.006055555555555555	0.00545	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.239	0.171	host_tribe_genisteae	43	0.3073	0.3209	0.0189	0.7167	761	238	0.0743	0.0826	0.0087	0.9545	829	170	999	Genisteae	0.407046875	0.30414516129032254	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.001	0.001	host_tribe_glycininae	11	0.1435	0.3224	0.0392	4.5659	999	0	0.0519	0.1371	0.0291	2.9247	999	0	999	Glycininae	0.006055555555555555	0.00545	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.588	0.777	host_tribe_indigofereae	12	0.3276	0.32	0.0373	-0.2038	412	587	0.1537	0.1337	0.0267	-0.7498	223	776	999	Indigofereae	0.7366896551724137	0.88221875	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.001	0.001	host_tribe_loteae	28	0.1147	0.3209	0.0231	8.9164	999	0	0.0366	0.0961	0.0134	4.4358	999	0	999	Loteae	0.006055555555555555	0.00545	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.556	0.903	host_tribe_millettieae	30	0.3236	0.3216	0.023	-0.0889	444	555	0.1099	0.0935	0.0123	-1.3281	97	902	999	Millettieae	0.7129882352941178	0.9374000000000001	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.949	0.551	host_tribe_mimosoideae	35	0.358	0.322	0.0217	-1.6583	51	948	0.0897	0.089	0.0105	-0.0655	449	550	999	Mimosoideae	0.994625	0.7129882352941178	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.681	0.958	host_tribe_phaseoleae	57	0.3303	0.323	0.0162	-0.4493	319	680	0.0878	0.0755	0.0071	-1.7411	42	957	999	Phaseoleae	0.8016774193548388	0.9688888888888889	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.017	0.082	host_tribe_psoraleeae	12	0.2501	0.3247	0.0369	2.0196	983	16	0.097	0.1342	0.0278	1.3395	918	81	999	Psoraleeae	0.050081081081081086	0.15680701754385964	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.001	0.003	host_tribe_robinieae	7	0.1116	0.3214	0.0501	4.184	999	0	0.0572	0.1699	0.0434	2.5985	997	2	999	Robinieae	0.006055555555555555	0.011678571428571429	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.999	0.002	host_tribe_sesbanieae	18	0.421	0.3243	0.0302	-3.2025	1	998	0.0596	0.1149	0.0191	2.8995	998	1	999	Sesbanieae	1	0.008384615384615384	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.002	0.024	host_tribe_sophoreae	9	0.1993	0.3218	0.0432	2.8359	998	1	0.0871	0.1508	0.0342	1.8614	976	23	999	Sophoreae	0.009083333333333334	0.060837209302325584	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	ok	0.001	0.001	host_tribe_trifolieae	98	0.1626	0.3245	0.0114	14.2599	999	0	0.029	0.0623	0.0044	7.5431	999	0	999	Trifolieae	0.006055555555555555	0.00545	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	native_status	ok	0.45	0.05	native_status_0	7	0.3287	0.3351	0.0524	0.122	550	449	0.0991	0.1703	0.0457	1.5597	950	49	999	0	0.7392857142857143	0.19166666666666668	not significant / weak evidence
nifK	iupac	Mixed-IUPAC	native_status	ok	0.001	0.001	native_status_no	223	0.3011	0.3302	0.007	4.1608	999	0	0.0376	0.0474	0.0022	4.4287	999	0	999	no	0.00575	0.0115	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	native_status	ok	0.006	0.953	native_status_yes	817	0.317	0.3221	0.002	2.5171	994	5	0.0326	0.0319	5e-4	-1.6202	47	952	999	yes	0.0276	0.953	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	closest_blast_genus	ok	0.001	0.001	closest_blast_genus_mesorhizobium	382	0.2273	0.33	0.0049	20.9686	999	0	0.032	0.0401	0.0013	6.1363	999	0	999	Mesorhizobium	0.0020714285714285717	0.002230769230769231	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	closest_blast_genus	ok	0.001	0.001	closest_blast_genus_microvirga	176	0.1966	0.3224	0.0087	14.4153	999	0	0.0403	0.0506	0.0026	3.9755	999	0	999	Microvirga	0.0020714285714285717	0.002230769230769231	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	closest_blast_genus	ok	1	0.001	closest_blast_genus_rhizobium	140	0.4668	0.3225	0.01	-14.4682	0	999	0.0383	0.0549	0.0031	5.2967	999	0	999	Rhizobium	1	0.002230769230769231	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	closest_blast_genus	ok	0.001	0.022	closest_blast_genus_sinorhizobium	354	0.2348	0.3242	0.0055	16.3398	999	0	0.0381	0.041	0.0014	2.0843	978	21	999	Sinorhizobium	0.0020714285714285717	0.039875	significant clustering by MPD
nifJ	strict	Strict single-dominant	sample_type	ok	0.998	0.29	sample_type_nodule	115	0.0691	0.0568	0.0047	-2.6333	2	997	0.0088	0.0094	0.0012	0.5719	710	289	999	nodule	1	0.6692307692307691	not significant / weak evidence
nifJ	strict	Strict single-dominant	sample_type	ok	0.032	0.142	sample_type_rhizosphere	27	0.0281	0.0537	0.0145	1.7634	968	31	0.0122	0.0183	0.0055	1.1069	858	141	999	rhizosphere	0.13714285714285715	0.4145454545454545	not significant / weak evidence
nifJ	strict	Strict single-dominant	sample_type	ok	0.021	0.233	sample_type_root	37	0.032	0.0551	0.0121	1.9063	979	20	0.0133	0.0164	0.004	0.7542	767	232	999	root	0.126	0.5825	not significant / weak evidence
nifJ	strict	Strict single-dominant	site	ok	0.001	0.002	site_bona	25	0.0143	0.065	0.0147	3.4577	999	0	0.0064	0.0215	0.0059	2.5612	998	1	999	BONA	0.005652173913043478	0.011818181818181818	significant clustering by MPD
nifJ	strict	Strict single-dominant	site	ok	0.001	0.002	site_deju	51	0.0151	0.0559	0.0095	4.3054	999	0	0.006	0.0146	0.003	2.8831	998	1	999	DEJU	0.005652173913043478	0.011818181818181818	significant clustering by MPD
nifJ	strict	Strict single-dominant	site	ok	0.82	0.649	site_dsny	7	0.0877	0.056	0.0309	-1.0243	180	819	0.0314	0.027	0.0161	-0.2732	351	648	999	DSNY	0.964070796460177	0.8191262135922331	not significant / weak evidence
nifJ	strict	Strict single-dominant	site	ok	0.88	0.207	site_harv	5	0.0998	0.055	0.035	-1.2793	120	879	0.011	0.0285	0.0194	0.8984	793	206	999	HARV	0.994782608695652	0.3881428571428571	not significant / weak evidence
nifJ	strict	Strict single-dominant	site	ok	0.059	0.013	site_heal	23	0.031	0.0563	0.0159	1.5872	941	58	0.0068	0.0203	0.0064	2.1096	987	12	999	HEAL	0.15039215686274507	0.048285714285714286	significant clustering by MNTD
nifJ	strict	Strict single-dominant	site	ok	0.903	0.933	site_jerc	5	0.1049	0.0542	0.0356	-1.425	97	902	0.0597	0.028	0.0196	-1.6228	67	932	999	JERC	0.9992372881355932	0.947578125	not significant / weak evidence
nifJ	strict	Strict single-dominant	site	ok	0.964	0.986	site_ornl	6	0.1146	0.0544	0.0315	-1.9129	36	963	0.0699	0.0269	0.0168	-2.5673	14	985	999	ORNL	1	0.986	not significant / weak evidence
nifJ	strict	Strict single-dominant	site	ok	0.357	0.075	site_osbs	13	0.0464	0.0555	0.0218	0.42	643	356	0.0098	0.0236	0.01	1.3878	925	74	999	OSBS	0.5396511627906977	0.1875	not significant / weak evidence
nifJ	strict	Strict single-dominant	site	ok	0.993	0.911	site_tall	22	0.0984	0.0569	0.0163	-2.5367	7	992	0.0302	0.0208	0.0067	-1.3945	89	910	999	TALL	1	0.9366141732283465	not significant / weak evidence
nifJ	strict	Strict single-dominant	state	ok	0.991	0.46	state_al	25	0.1044	0.0671	0.0158	-2.3638	9	990	0.0214	0.0221	0.0059	0.1191	540	459	999	AL	1	0.6865671641791046	not significant / weak evidence
nifJ	strict	Strict single-dominant	state	ok	0.001	0.001	state_alaska	92	0.0203	0.0576	0.0058	6.4012	999	0	0.0045	0.011	0.0016	4.2332	999	0	999	Alaska	0.006666666666666667	0.007692307692307693	significant clustering by MPD
nifJ	strict	Strict single-dominant	state	ok	0.289	0.081	state_fl	13	0.0464	0.0589	0.0222	0.5656	711	288	0.0098	0.025	0.0102	1.4878	919	80	999	FL	0.5066666666666667	0.23142857142857143	not significant / weak evidence
nifJ	strict	Strict single-dominant	state	ok	0.868	0.661	state_florida	6	0.0968	0.0577	0.0339	-1.1551	132	867	0.0347	0.0288	0.0178	-0.3339	339	660	999	Florida	0.9863636363636364	0.8697368421052633	not significant / weak evidence
nifJ	strict	Strict single-dominant	state	ok	0.866	0.903	state_georgia	5	0.1049	0.0605	0.0379	-1.1692	134	865	0.0597	0.0312	0.0207	-1.3717	97	902	999	Georgia	0.9863636363636364	0.940625	not significant / weak evidence
nifJ	strict	Strict single-dominant	state	ok	0.855	0.189	state_ma	5	0.0998	0.0581	0.0369	-1.1313	145	854	0.011	0.03	0.0202	0.9385	811	188	999	MA	0.9863636363636364	0.40638297872340423	not significant / weak evidence
nifJ	strict	Strict single-dominant	state	ok	0.107	0.127	state_p_r	6	0.0121	0.0596	0.0337	1.4088	893	106	0.0073	0.0297	0.0178	1.2572	873	126	999	P.R	0.23777777777777778	0.32564102564102565	not significant / weak evidence
nifJ	strict	Strict single-dominant	state	ok	0.941	0.979	state_tn	6	0.1146	0.0593	0.0323	-1.7098	59	940	0.0699	0.0296	0.0178	-2.2695	21	978	999	TN	1	0.979	not significant / weak evidence
nifJ	strict	Strict single-dominant	host_genus	ok	0.001	0.002	host_genus_alnus	110	0.0301	0.0556	0.0039	6.6232	999	0	0.0057	0.0096	0.0012	3.3192	998	1	999	Alnus	0.006363636363636364	0.012173913043478262	significant clustering by MPD
nifJ	strict	Strict single-dominant	host_genus	ok	0.186	0.204	host_genus_desmodium	5	0.0133	0.0542	0.0369	1.1073	814	185	0.0083	0.028	0.0203	0.9708	796	203	999	Desmodium	0.3175609756097561	0.408169014084507	not significant / weak evidence
nifJ	strict	Strict single-dominant	host_genus	ok	0.988	0.998	host_genus_elaeagnus	9	0.1153	0.053	0.0251	-2.4853	12	987	0.0597	0.0238	0.0123	-2.9114	2	997	999	Elaeagnus	1	0.998	not significant / weak evidence
nifJ	strict	Strict single-dominant	host_genus	ok	0.074	0.047	host_genus_lupinus	6	0.0064	0.054	0.0326	1.4594	926	73	0.0023	0.0263	0.0168	1.4305	953	46	999	Lupinus	0.1786206896551724	0.15666666666666668	not significant / weak evidence
nifJ	strict	Strict single-dominant	host_genus	ok	0.98	0.395	host_genus_morella	23	0.0878	0.0558	0.0154	-2.0793	20	979	0.0168	0.0187	0.006	0.3262	605	394	999	Morella	1	0.6010869565217392	not significant / weak evidence
nifJ	strict	Strict single-dominant	host_tribe	ok	0.94	0.581	host_tribe_actinorhizal	149	0.0622	0.059	0.0022	-1.446	60	939	0.0086	0.0085	5e-4	-0.3186	419	580	999	actinorhizal	0.9813186813186813	0.8035416666666666	not significant / weak evidence
nifJ	strict	Strict single-dominant	host_tribe	ok	0.086	0.111	host_tribe_desmodieae	7	0.0186	0.0581	0.0309	1.2789	914	85	0.0096	0.028	0.0159	1.1497	889	110	999	Desmodieae	0.20425	0.3012857142857143	not significant / weak evidence
nifJ	strict	Strict single-dominant	host_tribe	ok	0.052	0.033	host_tribe_genisteae	6	0.0064	0.0585	0.0332	1.5679	948	51	0.0023	0.0289	0.0176	1.5131	967	32	999	Genisteae	0.15437499999999998	0.1292	not significant / weak evidence
nifJ	strict	Strict single-dominant	host_tribe	ok	0.642	0.639	host_tribe_phaseoleae	5	0.0695	0.0591	0.037	-0.2794	358	641	0.0357	0.0305	0.0207	-0.2499	361	638	999	Phaseoleae	0.825472972972973	0.8094	not significant / weak evidence
nifJ	strict	Strict single-dominant	native_status	ok	0.981	0.849	native_status_no	11	0.1216	0.0662	0.0259	-2.1338	19	980	0.0414	0.0287	0.0119	-1.0634	151	848	999	no	1	0.9544444444444444	not significant / weak evidence
nifJ	strict	Strict single-dominant	native_status	ok	0.001	0.002	native_status_yes	167	0.0464	0.0553	0.0018	5.012	999	0	0.006	0.0077	4e-4	4.1071	998	1	999	yes	0.0033333333333333335	0.02	significant clustering by MPD
nifJ	strict	Strict single-dominant	closest_blast_genus	ok	0.989	1	closest_blast_genus_candidatus	181	0.0555	0.0555	0	-2.3935	11	988	0.0075	0.0075	0	0.9995	999	999	999	Candidatus	1	1	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	sample_type	ok	1	0.001	sample_type_nodule	157	0.0794	0.0653	0.0043	-3.2809	0	999	0.0084	0.0117	0.001	3.2625	999	0	999	nodule	1	0.015	significant clustering by MNTD
nifJ	iupac	Mixed-IUPAC	sample_type	ok	0.051	0.881	sample_type_rhizosphere	94	0.0511	0.0621	0.0068	1.6182	949	50	0.0162	0.0141	0.0018	-1.1416	119	880	999	rhizosphere	0.16999999999999998	1	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	sample_type	ok	0.005	0.405	sample_type_root	72	0.0441	0.0634	0.0079	2.438	995	4	0.015	0.0157	0.0023	0.2825	595	404	999	root	0.025	0.7252941176470588	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	site	ok	0.001	0.001	site_bona	36	0.0183	0.0724	0.0123	4.3967	999	0	0.0082	0.0222	0.0043	3.2496	999	0	999	BONA	0.0046315789473684215	0.004292682926829269	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	site	ok	0.001	0.001	site_deju	70	0.0164	0.0666	0.0078	6.411	999	0	0.006	0.0164	0.0023	4.4908	999	0	999	DEJU	0.0046315789473684215	0.004292682926829269	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	site	ok	0.522	0.476	site_dela	9	0.0598	0.0623	0.0269	0.0927	478	521	0.0258	0.029	0.0131	0.2446	524	475	999	DELA	0.7656	0.616	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	site	ok	0.776	0.313	site_dsny	12	0.078	0.0615	0.0211	-0.7846	224	775	0.0211	0.0266	0.0098	0.5652	687	312	999	DSNY	0.9825611510791367	0.46588235294117647	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	site	ok	0.895	0.098	site_harv	8	0.0951	0.0616	0.0268	-1.2533	105	894	0.0129	0.0298	0.0136	1.2362	902	97	999	HARV	1	0.19164444444444445	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	site	ok	0.004	0.002	site_heal	38	0.0341	0.0624	0.0116	2.4432	996	3	0.0092	0.0198	0.004	2.631	998	1	999	HEAL	0.01497872340425532	0.00748936170212766	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	site	ok	0.952	0.522	site_jerc	15	0.0943	0.063	0.0186	-1.684	48	951	0.0261	0.0259	0.0082	-0.0276	478	521	999	JERC	1	0.6562285714285715	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	site	ok	0.016	0.018	site_laja	9	0.0129	0.0644	0.0258	1.9919	984	15	0.0067	0.0297	0.0125	1.8455	982	17	999	LAJA	0.046163934426229514	0.048738461538461536	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	site	ok	0.895	0.757	site_mlbs	6	0.104	0.0642	0.0314	-1.2705	105	894	0.0434	0.0325	0.0164	-0.6577	243	756	999	MLBS	1	0.8486114649681529	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	site	ok	0.679	0.83	site_oaes	5	0.0752	0.0623	0.0347	-0.3715	321	678	0.0516	0.033	0.0196	-0.9457	170	829	999	OAES	0.8985263157894737	0.8778922155688623	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	site	ok	0.996	0.818	site_ornl	18	0.1143	0.0621	0.0181	-2.8898	4	995	0.0311	0.0241	0.0075	-0.9195	182	817	999	ORNL	1	0.8735999999999999	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	site	ok	0.455	0.158	site_osbs	17	0.0601	0.0636	0.0183	0.1923	545	454	0.0172	0.0253	0.0079	1.0197	842	157	999	OSBS	0.6963478260869566	0.2699805825242718	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	site	ok	0.902	0.686	site_serc	5	0.1104	0.0648	0.035	-1.3034	98	901	0.0415	0.0341	0.0195	-0.3768	314	685	999	SERC	1	0.784	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	site	ok	0.997	0.519	site_tall	53	0.0917	0.0644	0.0097	-2.8191	3	996	0.018	0.0179	0.003	-0.0552	481	518	999	TALL	1	0.6562285714285715	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	site	ok	0.001	0.001	site_unde	6	0.0015	0.0653	0.0316	2.0222	999	0	5e-4	0.0326	0.0168	1.9069	999	0	999	UNDE	0.0046315789473684215	0.004292682926829269	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	state	ok	0.991	0.446	state_al	65	0.0924	0.0727	0.0083	-2.3631	9	990	0.0176	0.018	0.0026	0.1387	554	445	999	AL	1	0.6310588235294118	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	state	ok	0.001	0.001	state_alaska	135	0.0232	0.0651	0.005	8.3456	999	0	0.0061	0.0125	0.0012	5.2167	999	0	999	Alaska	0.005	0.0044444444444444444	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	state	ok	0.436	0.142	state_fl	17	0.0601	0.0638	0.0181	0.2087	564	435	0.0172	0.0256	0.0078	1.0791	858	141	999	FL	0.7167123287671232	0.26625	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	state	ok	0.763	0.293	state_florida	11	0.0817	0.0643	0.0236	-0.7353	237	762	0.0218	0.0285	0.0111	0.6097	707	292	999	Florida	0.95375	0.4626315789473684	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	state	ok	0.921	0.473	state_georgia	15	0.0943	0.065	0.0206	-1.4215	79	920	0.0261	0.0267	0.009	0.0687	527	472	999	Georgia	1	0.66	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	state	ok	0.859	0.072	state_ma	8	0.0951	0.0655	0.0277	-1.0701	141	858	0.0129	0.0315	0.0141	1.3175	928	71	999	MA	1	0.14163934426229507	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	state	ok	0.901	0.664	state_md	5	0.1104	0.0648	0.035	-1.3039	99	900	0.0415	0.0349	0.0196	-0.338	336	663	999	MD	1	0.7968000000000001	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	state	ok	0.001	0.001	state_mi	6	0.0015	0.0649	0.031	2.0472	999	0	5e-4	0.0327	0.0162	1.9857	999	0	999	MI	0.005	0.0044444444444444444	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	state	ok	0.624	0.795	state_ok	5	0.0752	0.0657	0.0349	-0.2707	376	623	0.0516	0.0352	0.0201	-0.8115	205	794	999	OK	0.872093023255814	0.8442477876106196	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	state	ok	0.005	0.012	state_p_r	11	0.0155	0.0671	0.0233	2.2143	995	4	0.0077	0.0296	0.0111	1.9842	988	11	999	P.R	0.017142857142857144	0.03428571428571429	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	state	ok	0.993	0.739	state_tn	18	0.1143	0.0667	0.0179	-2.6623	7	992	0.0311	0.0261	0.0077	-0.6454	261	738	999	TN	1	0.84	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	state	ok	0.774	0.581	state_va	9	0.0833	0.0653	0.0258	-0.6956	226	773	0.0315	0.03	0.0128	-0.1158	419	580	999	VA	0.9575257731958764	0.7578260869565216	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	host_genus	ok	0.001	0.001	host_genus_alnus	169	0.0401	0.0648	0.0037	6.5915	999	0	0.0073	0.0111	9e-4	4.2588	999	0	999	Alnus	0.006366666666666666	0.004897435897435898	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	host_genus	ok	0.948	0.683	host_genus_ceanothus	12	0.0979	0.062	0.0214	-1.6841	52	947	0.0309	0.0265	0.0098	-0.4463	317	682	999	Ceanothus	1	0.7786923076923077	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	host_genus	ok	0.092	0.118	host_genus_desmodium	15	0.0374	0.0627	0.0196	1.2971	908	91	0.0156	0.0252	0.0082	1.1704	882	117	999	Desmodium	0.1849684210526316	0.21464761904761903	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	host_genus	ok	1	0.825	host_genus_elaeagnus	30	0.114	0.0619	0.013	-4.0028	0	999	0.0247	0.0204	0.0047	-0.9247	175	824	999	Elaeagnus	1	0.8705801104972376	not significant / weak evidence
nifJ	iupac	Mixed-IUPAC	host_genus	ok	0.454	0.179	host_genus_lespedeza	5	0.0537	0.0617	0.0343	0.233	546	453	0.0151	0.0323	0.0191	0.9004	821	178	999	Lespedeza	0.6279640287769784	0.30972972972972973	not significant / weak evidence
