gene	tree_set	tree_set_label	label_type	phylocom_status	p_mpd_cluster	p_mntd_cluster	plot	ntaxa	mpd	mpd.rnd	mpd.sd	nri	mpd.ranklow	mpd.rankhi	mntd	mntd.rnd	mntd.sd	nti	mntd.ranklo	mntd.rankhi	runs	label_value	fdr_mpd	fdr_mntd	interpretation
nifH	strict	Strict single-dominant	sample_type	ok	1	0.001	sample_type_nodule	211	0.2539	0.2352	0.0044	-4.2919	0	999	0.0305	0.0377	0.0016	4.3874	999	0	999	nodule	1	0.03	significant clustering by MNTD
nifH	strict	Strict single-dominant	sample_type	ok	0.001	0.983	sample_type_rhizosphere	96	0.1822	0.2303	0.0087	5.5027	999	0	0.0565	0.0482	0.0038	-2.1754	17	982	999	rhizosphere	0.015	0.999	significant clustering by MPD
nifH	strict	Strict single-dominant	sample_type	ok	0.012	0.494	sample_type_root	73	0.2048	0.2312	0.0105	2.5253	988	11	0.053900000000000003	0.0541	0.0052	0.0388	506	493	999	root	0.09	0.8178947368421053	not significant / weak evidence
nifH	strict	Strict single-dominant	site	ok	0.87	0.431	site_clbj	21	0.2594	0.2359	0.0203	-1.1616	130	869	0.083	0.0855	0.0133	0.1909	569	430	999	CLBJ	0.9921052631578947	0.6157142857142858	not significant / weak evidence
nifH	strict	Strict single-dominant	site	ok	0.001	0.001	site_cper	6	0.0882	0.2347	0.043	3.4055	999	0	0.0412	0.1382	0.0338	2.8707	999	0	999	CPER	0.005652173913043478	0.008125	significant clustering by MPD
nifH	strict	Strict single-dominant	site	ok	0.007	0.003	site_deju	13	0.1581	0.2316	0.0268	2.7421	993	6	0.0488	0.1018	0.0181	2.9261	997	2	999	DEJU	0.024594594594594597	0.01625	significant clustering by MPD
nifH	strict	Strict single-dominant	site	ok	0.979	0.332	site_dela	14	0.2808	0.2295	0.0259	-1.976	21	978	0.0912	0.0986	0.0173	0.4301	668	331	999	DELA	1	0.52	not significant / weak evidence
nifH	strict	Strict single-dominant	site	ok	0.403	0.897	site_dsny	23	0.2235	0.2283	0.0196	0.2487	597	402	0.0982	0.0829	0.012	-1.2762	103	896	999	DSNY	0.5757142857142857	0.9366141732283465	not significant / weak evidence
nifH	strict	Strict single-dominant	site	ok	0.076	0.118	site_guan	7	0.1724	0.2273	0.0382	1.4361	924	75	0.0921	0.1262	0.029	1.1776	882	117	999	GUAN	0.16745762711864406	0.26	not significant / weak evidence
nifH	strict	Strict single-dominant	site	ok	0.27	0.004	site_jerc	69	0.2243	0.2304	0.0103	0.5919	730	269	0.0419	0.0551	0.0052	2.5148	996	3	999	JERC	0.43875000000000003	0.018571428571428572	significant clustering by MNTD
nifH	strict	Strict single-dominant	site	ok	0.208	0.033	site_konz	6	0.1944	0.2318	0.0432	0.8658	792	207	0.0776	0.138	0.0336	1.7934	967	32	999	KONZ	0.3557894736842105	0.10214285714285715	not significant / weak evidence
nifH	strict	Strict single-dominant	site	ok	0.82	0.586	site_laja	8	0.2688	0.2332	0.0378	-0.9422	180	819	0.1284	0.1225	0.027	-0.2179	414	585	999	LAJA	0.964070796460177	0.7542574257425743	not significant / weak evidence
nifH	strict	Strict single-dominant	site	ok	0.04	0.001	site_leno	13	0.1796	0.2299	0.0289	1.7361	960	39	0.0297	0.0998	0.0184	3.8077	999	0	999	LENO	0.10612244897959183	0.008125	significant clustering by MNTD
nifH	strict	Strict single-dominant	site	ok	0.001	0.001	site_nogp	8	0.0297	0.2315	0.0366	5.5085	999	0	0.0129	0.1211	0.0257	4.2139	999	0	999	NOGP	0.005652173913043478	0.008125	significant clustering by MPD
nifH	strict	Strict single-dominant	site	ok	0.001	0.001	site_oaes	50	0.1471	0.2288	0.0125	6.5303	999	0	0.0297	0.06	0.0066	4.562	999	0	999	OAES	0.005652173913043478	0.008125	significant clustering by MPD
nifH	strict	Strict single-dominant	site	ok	0.105	0.631	site_osbs	26	0.1987	0.2243	0.0192	1.3308	895	104	0.0797	0.0761	0.0115	-0.3172	369	630	999	OSBS	0.20878787878787877	0.8042156862745098	not significant / weak evidence
nifH	strict	Strict single-dominant	site	ok	0.01	0.017	site_rmnp	5	0.1159	0.226	0.0481	2.2897	990	9	0.0627	0.1429	0.0375	2.1354	983	16	999	RMNP	0.03333333333333333	0.061388888888888896	significant clustering by MPD
nifH	strict	Strict single-dominant	site	ok	0.001	0.001	site_srer	26	0.0402	0.2253	0.0193	9.614	999	0	0.0072	0.0761	0.0119	5.7915	999	0	999	SRER	0.005652173913043478	0.008125	significant clustering by MPD
nifH	strict	Strict single-dominant	site	ok	0.758	0.055	site_tall	23	0.2418	0.2269	0.0203	-0.7311	242	757	0.0611	0.0803	0.0122	1.5635	945	54	999	TALL	0.9384761904761905	0.15166666666666667	not significant / weak evidence
nifH	strict	Strict single-dominant	site	ok	0.001	0.001	site_tool	28	0.1137	0.2274	0.0183	6.2181	999	0	0.0337	0.0757	0.0105	3.9963	999	0	999	TOOL	0.005652173913043478	0.008125	significant clustering by MPD
nifH	strict	Strict single-dominant	site	ok	0.195	0.005	site_wood	11	0.205	0.2305	0.0301	0.8472	805	194	0.0515	0.1076	0.0207	2.7079	995	4	999	WOOD	0.338	0.022413793103448276	significant clustering by MNTD
nifH	strict	Strict single-dominant	state	ok	0.809	0.014	state_al	50	0.2439	0.2335	0.0118	-0.8757	191	808	0.0471	0.0625	0.0068	2.2598	986	13	999	AL	0.9863636363636364	0.06363636363636364	not significant / weak evidence
nifH	strict	Strict single-dominant	state	ok	0.001	0.001	state_alaska	38	0.1527	0.2287	0.0147	5.1829	999	0	0.0346	0.0694	0.008	4.3643	999	0	999	Alaska	0.006666666666666667	0.007692307692307693	significant clustering by MPD
nifH	strict	Strict single-dominant	state	ok	0.001	0.001	state_arizona	26	0.0402	0.2294	0.0181	10.4485	999	0	0.0072	0.0782	0.0111	6.3813	999	0	999	Arizona	0.006666666666666667	0.007692307692307693	significant clustering by MPD
nifH	strict	Strict single-dominant	state	ok	0.025	0.002	state_co	12	0.1717	0.2297	0.0285	2.035	975	24	0.0534	0.1038	0.0198	2.5415	998	1	999	CO	0.08333333333333334	0.013333333333333334	significant clustering by MNTD
nifH	strict	Strict single-dominant	state	ok	0.01	0.238	state_fl	23	0.1804	0.2305	0.0198	2.5336	990	9	0.0731	0.0823	0.0124	0.7358	762	237	999	FL	0.04166666666666667	0.4745098039215686	significant clustering by MPD
nifH	strict	Strict single-dominant	state	ok	0.301	0.856	state_florida	22	0.2202	0.2316	0.0215	0.5313	699	300	0.0994	0.0841	0.0134	-1.1377	144	855	999	Florida	0.5066666666666667	0.9258064516129032	not significant / weak evidence
nifH	strict	Strict single-dominant	state	ok	0.252	0.007	state_georgia	68	0.2231	0.23	0.011	0.6333	748	251	0.042	0.0536	0.005	2.3224	993	6	999	Georgia	0.4666666666666667	0.03888888888888889	significant clustering by MNTD
nifH	strict	Strict single-dominant	state	ok	0.273	0.073	state_ks	8	0.2049	0.2257	0.0377	0.5512	727	272	0.0819	0.1177	0.0255	1.4035	927	72	999	KS	0.48750000000000004	0.2147058823529412	not significant / weak evidence
nifH	strict	Strict single-dominant	state	ok	0.008	0.001	state_nd	23	0.1662	0.2243	0.0208	2.7879	992	7	0.0376	0.0792	0.0126	3.2982	999	0	999	ND	0.03636363636363637	0.007692307692307693	significant clustering by MPD
nifH	strict	Strict single-dominant	state	ok	0.001	0.001	state_ok	50	0.1471	0.2271	0.0131	6.1112	999	0	0.0297	0.0606	0.0068	4.5453	999	0	999	OK	0.006666666666666667	0.007692307692307693	significant clustering by MPD
nifH	strict	Strict single-dominant	state	ok	0.475	0.175	state_p_r	15	0.2293	0.2297	0.0253	0.018	525	474	0.0786	0.0952	0.0172	0.964	825	174	999	P.R	0.7421875	0.39772727272727276	not significant / weak evidence
nifH	strict	Strict single-dominant	state	ok	0.7	0.551	state_tn	5	0.2542	0.2263	0.0486	-0.5751	300	699	0.1469	0.1418	0.0378	-0.1352	449	550	999	TN	0.9090909090909091	0.7652777777777778	not significant / weak evidence
nifH	strict	Strict single-dominant	state	ok	0.94	0.483	state_tx	21	0.2594	0.2284	0.0213	-1.4569	60	939	0.083	0.0838	0.0136	0.058	517	482	999	TX	1	0.7	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.001	0.001	host_genus_amorpha	12	0.0875	0.2384	0.0281	5.3758	999	0	0.0308	0.1038	0.0195	3.7425	999	0	999	Amorpha	0.006363636363636364	0.008235294117647058	significant clustering by MPD
nifH	strict	Strict single-dominant	host_genus	ok	0.496	0.086	host_genus_amphicarpaea	5	0.2352	0.2346	0.0471	-0.0124	504	495	0.0957	0.145	0.0368	1.3375	914	85	999	Amphicarpaea	0.6875247524752475	0.24079999999999996	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.001	0.001	host_genus_astragalus	54	0.1144	0.2327	0.012	9.8284	999	0	0.0248	0.058	0.0062	5.3978	999	0	999	Astragalus	0.006363636363636364	0.008235294117647058	significant clustering by MPD
nifH	strict	Strict single-dominant	host_genus	ok	0.005	0.018	host_genus_ceanothus	5	0.1026	0.2294	0.0492	2.5764	995	4	0.0634	0.1431	0.0381	2.0919	982	17	999	Ceanothus	0.023333333333333334	0.07636363636363636	significant clustering by MPD
nifH	strict	Strict single-dominant	host_genus	ok	0.101	0.004	host_genus_centrosema	6	0.1751	0.2281	0.0412	1.2857	899	100	0.0529	0.133	0.0315	2.5399	996	3	999	Centrosema	0.21753846153846154	0.0224	significant clustering by MNTD
nifH	strict	Strict single-dominant	host_genus	ok	0.038	0.041	host_genus_chamaecrista	13	0.1822	0.2311	0.0271	1.807	962	37	0.0672	0.0989	0.0185	1.7175	959	40	999	Chamaecrista	0.11565217391304349	0.14682926829268292	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.027	0.011	host_genus_clitoria	5	0.1345	0.2306	0.0495	1.941	973	26	0.0578	0.145	0.0394	2.2121	989	10	999	Clitoria	0.08790697674418604	0.051333333333333335	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.717	0.922	host_genus_crotalaria	16	0.2469	0.2318	0.0247	-0.6104	283	716	0.1149	0.0924	0.0157	-1.4329	78	921	999	Crotalaria	0.866551724137931	0.9674626865671642	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.005	0.002	host_genus_dalea	11	0.135	0.2318	0.031	3.1261	995	4	0.0464	0.1073	0.0217	2.814	998	1	999	Dalea	0.023333333333333334	0.012173913043478262	significant clustering by MPD
nifH	strict	Strict single-dominant	host_genus	ok	0.015	0.207	host_genus_desmodium	38	0.198	0.2319	0.0152	2.2259	985	14	0.0574	0.0649	0.0085	0.8813	793	206	999	Desmodium	0.05526315789473684	0.408169014084507	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.014	0.072	host_genus_dryas	13	0.1687	0.2327	0.0282	2.2676	986	13	0.0702	0.0978	0.0191	1.447	928	71	999	Dryas	0.05297297297297297	0.21446808510638296	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.53	0.72	host_genus_galactia	7	0.2349	0.2304	0.0407	-0.1102	470	529	0.1395	0.1233	0.0293	-0.5506	280	719	999	Galactia	0.7093333333333334	0.8195121951219512	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.13	0.443	host_genus_lespedeza	23	0.2044	0.2293	0.0213	1.1695	870	129	0.0738	0.0764	0.0124	0.2113	557	442	999	Lespedeza	0.2493150684931507	0.6422680412371135	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.001	0.001	host_genus_lotus	7	0.0327	0.2256	0.0401	4.8088	999	0	0.0136	0.1224	0.0295	3.6845	999	0	999	Lotus	0.006363636363636364	0.008235294117647058	significant clustering by MPD
nifH	strict	Strict single-dominant	host_genus	ok	0.001	0.001	host_genus_lupinus	26	0.1459	0.2255	0.02	3.9813	999	0	0.0352	0.0729	0.0112	3.3721	999	0	999	Lupinus	0.006363636363636364	0.008235294117647058	significant clustering by MPD
nifH	strict	Strict single-dominant	host_genus	ok	0.001	0.001	host_genus_medicago	20	0.1229	0.2248	0.0228	4.4633	999	0	0.0226	0.0803	0.0133	4.3313	999	0	999	Medicago	0.006363636363636364	0.008235294117647058	significant clustering by MPD
nifH	strict	Strict single-dominant	host_genus	ok	0.001	0.001	host_genus_melilotus	13	0.1296	0.227	0.0285	3.4166	999	0	0.0278	0.0968	0.0178	3.8724	999	0	999	Melilotus	0.006363636363636364	0.008235294117647058	significant clustering by MPD
nifH	strict	Strict single-dominant	host_genus	ok	0.319	0.848	host_genus_morella	7	0.2118	0.229	0.041	0.4204	681	318	0.1542	0.1234	0.0296	-1.0433	152	847	999	Morella	0.4854347826086957	0.9196923076923076	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.001	0.002	host_genus_oxytropis	9	0.0663	0.2271	0.0351	4.5776	999	0	0.0328	0.1102	0.0243	3.1886	998	1	999	Oxytropis	0.006363636363636364	0.012173913043478262	significant clustering by MPD
nifH	strict	Strict single-dominant	host_genus	ok	0.178	0.55	host_genus_rhynchosia	8	0.1952	0.23	0.0389	0.896	822	177	0.1201	0.1177	0.0272	-0.0881	450	549	999	Rhynchosia	0.3076543209876543	0.719626168224299	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.003	0.006	host_genus_robinia	5	0.0815	0.2307	0.0506	2.9522	997	2	0.0452	0.1441	0.0389	2.5438	994	5	999	Robinia	0.016153846153846154	0.03	significant clustering by MPD
nifH	strict	Strict single-dominant	host_genus	ok	0.819	0.008	host_genus_sesbania	11	0.2553	0.2293	0.0287	-0.9046	181	818	0.0561	0.1035	0.0205	2.3042	992	7	999	Sesbania	0.9028346456692913	0.038620689655172416	significant clustering by MNTD
nifH	strict	Strict single-dominant	host_genus	ok	0.004	0.006	host_genus_strophostyles	5	0.0823	0.2317	0.05	2.99	996	3	0.0426	0.1443	0.0388	2.6231	994	5	999	Strophostyles	0.02	0.03	significant clustering by MPD
nifH	strict	Strict single-dominant	host_genus	ok	0.508	0.177	host_genus_stylosanthes	9	0.2323	0.2306	0.0332	-0.0518	492	507	0.0939	0.1147	0.0229	0.9117	823	176	999	Stylosanthes	0.6972549019607843	0.39967741935483875	not significant / weak evidence
nifH	strict	Strict single-dominant	host_genus	ok	0.42	0.281	host_genus_tephrosia	5	0.2261	0.2335	0.0497	0.1491	580	419	0.1222	0.146	0.0389	0.6112	719	280	999	Tephrosia	0.6085714285714285	0.5245333333333334	not significant / weak evidence
nifH	strict	Strict single-dominant	host_tribe	ok	0.014	0.609	host_tribe_actinorhizal	31	0.2038	0.2388	0.0161	2.1763	986	13	0.0779	0.0757	0.0097	-0.2221	391	608	999	actinorhizal	0.051153846153846154	0.8035416666666666	not significant / weak evidence
nifH	strict	Strict single-dominant	host_tribe	ok	0.001	0.001	host_tribe_amorpheae	23	0.1256	0.2354	0.0193	5.6888	999	0	0.034	0.0852	0.0123	4.1494	999	0	999	Amorpheae	0.006333333333333333	0.010555555555555556	significant clustering by MPD
nifH	strict	Strict single-dominant	host_tribe	ok	0.038	0.028	host_tribe_cassieae	13	0.1822	0.2321	0.0263	1.898	962	37	0.0672	0.102	0.0184	1.8851	972	27	999	Cassieae	0.1164516129032258	0.11565217391304347	not significant / weak evidence
nifH	strict	Strict single-dominant	host_tribe	ok	0.724	0.894	host_tribe_crotalarieae	16	0.2469	0.2309	0.025	-0.6384	276	723	0.1149	0.0945	0.0158	-1.2879	106	893	999	Crotalarieae	0.8817948717948717	0.9651136363636365	not significant / weak evidence
nifH	strict	Strict single-dominant	host_tribe	ok	0.316	0.246	host_tribe_dalbergieae	13	0.2174	0.2311	0.0281	0.4844	684	315	0.089	0.1022	0.0191	0.6889	754	245	999	Dalbergieae	0.5175862068965518	0.5839024390243902	not significant / weak evidence
nifH	strict	Strict single-dominant	host_tribe	ok	0.001	0.054	host_tribe_desmodieae	64	0.1977	0.2331	0.0113	3.1228	999	0	0.0483	0.0571	0.0056	1.5682	946	53	999	Desmodieae	0.006333333333333333	0.19	significant clustering by MPD
nifH	strict	Strict single-dominant	host_tribe	ok	0.492	0.622	host_tribe_diocleae	7	0.2349	0.2334	0.0403	-0.0368	508	491	0.1395	0.1295	0.0292	-0.3406	378	621	999	Diocleae	0.7190769230769231	0.8049324324324324	not significant / weak evidence
nifH	strict	Strict single-dominant	host_tribe	ok	0.001	0.001	host_tribe_galegeae	63	0.1138	0.2334	0.0112	10.6436	999	0	0.022	0.0565	0.0057	6.0424	999	0	999	Galegeae	0.006333333333333333	0.010555555555555556	significant clustering by MPD
nifH	strict	Strict single-dominant	host_tribe	ok	0.001	0.001	host_tribe_genisteae	26	0.1459	0.2305	0.0194	4.3589	999	0	0.0352	0.077	0.0111	3.7555	999	0	999	Genisteae	0.006333333333333333	0.010555555555555556	significant clustering by MPD
nifH	strict	Strict single-dominant	host_tribe	ok	0.001	0.002	host_tribe_loteae	8	0.0845	0.2289	0.0383	3.7724	999	0	0.0416	0.1194	0.0275	2.8337	998	1	999	Loteae	0.006333333333333333	0.014615384615384615	significant clustering by MPD
nifH	strict	Strict single-dominant	host_tribe	ok	0.483	0.312	host_tribe_millettieae	5	0.2261	0.2261	0.0494	0.0015	517	482	0.1222	0.1412	0.0373	0.5089	688	311	999	Millettieae	0.7190769230769231	0.6306382978723405	not significant / weak evidence
nifH	strict	Strict single-dominant	host_tribe	ok	0.761	0.276	host_tribe_mimosoideae	11	0.2494	0.2272	0.0305	-0.7261	239	760	0.0932	0.1061	0.0204	0.6338	724	275	999	Mimosoideae	0.915126582278481	0.5911111111111111	not significant / weak evidence
nifH	strict	Strict single-dominant	host_tribe	ok	0.331	0.039	host_tribe_phaseoleae	33	0.2218	0.2291	0.0165	0.4473	669	330	0.0536	0.0717	0.0097	1.8645	961	38	999	Phaseoleae	0.5329661016949152	0.1425	not significant / weak evidence
nifH	strict	Strict single-dominant	host_tribe	ok	0.011	0.01	host_tribe_robinieae	7	0.1352	0.2288	0.0405	2.3116	989	10	0.0591	0.1259	0.0293	2.2769	990	9	999	Robinieae	0.043541666666666666	0.055882352941176466	significant clustering by MPD
nifH	strict	Strict single-dominant	host_tribe	ok	0.806	0.007	host_tribe_sesbanieae	11	0.2553	0.2281	0.0305	-0.8916	194	805	0.0561	0.1062	0.0209	2.3986	993	6	999	Sesbanieae	0.9239880952380951	0.0415625	significant clustering by MNTD
nifH	strict	Strict single-dominant	host_tribe	ok	0.003	0.002	host_tribe_sophoreae	5	0.0807	0.2347	0.0489	3.1474	997	2	0.0449	0.148	0.0372	2.774	998	1	999	Sophoreae	0.016764705882352942	0.014615384615384615	significant clustering by MPD
nifH	strict	Strict single-dominant	host_tribe	ok	0.001	0.001	host_tribe_trifolieae	37	0.1569	0.2313	0.0151	4.9172	999	0	0.0314	0.0693	0.0088	4.2937	999	0	999	Trifolieae	0.006333333333333333	0.010555555555555556	significant clustering by MPD
nifH	strict	Strict single-dominant	native_status	ok	0.94	0.017	native_status_no	66	0.2536	0.237	0.0108	-1.5329	60	939	0.0465	0.0579	0.0052	2.1721	983	16	999	no	1	0.085	not significant / weak evidence
nifH	strict	Strict single-dominant	native_status	ok	0.001	0.04	native_status_yes	312	0.221	0.2326	0.0024	4.8088	999	0	0.0306	0.0319	8e-4	1.7505	960	39	999	yes	0.0033333333333333335	0.15666666666666668	significant clustering by MPD
nifH	strict	Strict single-dominant	closest_blast_genus	ok	0.001	0.002	closest_blast_genus_bradyrhizobium	43	0.1805	0.2382	0.0138	4.1891	999	0	0.0453	0.0684	0.0077	2.991	998	1	999	Bradyrhizobium	0.0023636363636363638	0.006500000000000001	significant clustering by MPD
nifH	strict	Strict single-dominant	closest_blast_genus	ok	0.851	0.432	closest_blast_genus_burkholderia	5	0.2807	0.233	0.0465	-1.0271	149	850	0.1416	0.1475	0.0371	0.1586	568	431	999	Burkholderia	1	0.624	not significant / weak evidence
nifH	strict	Strict single-dominant	closest_blast_genus	ok	0.149	0.123	closest_blast_genus_ensifer	5	0.182	0.2358	0.0482	1.1151	851	148	0.104	0.1499	0.0396	1.1589	877	122	999	Ensifer	0.22788235294117645	0.199875	not significant / weak evidence
nifH	strict	Strict single-dominant	closest_blast_genus	ok	0.001	0.001	closest_blast_genus_mesorhizobium	187	0.1892	0.2348	0.0052	8.7726	999	0	0.0267	0.0389	0.0019	6.4089	999	0	999	Mesorhizobium	0.0023636363636363638	0.006500000000000001	significant clustering by MPD
nifH	strict	Strict single-dominant	closest_blast_genus	ok	0.039	0.967	closest_blast_genus_microvirga	54	0.2068	0.2305	0.0124	1.9051	961	38	0.0716	0.0597	0.0066	-1.8056	33	966	999	Microvirga	0.06760000000000001	1	not significant / weak evidence
nifH	strict	Strict single-dominant	closest_blast_genus	ok	0.022	0.028	closest_blast_genus_neorhizobium	17	0.1804	0.2298	0.0236	2.0913	978	21	0.0645	0.0916	0.0147	1.8421	972	27	999	Neorhizobium	0.044	0.06066666666666666	significant clustering by MPD
nifH	strict	Strict single-dominant	closest_blast_genus	ok	1	0.009	closest_blast_genus_rhizobium	34	0.3097	0.2312	0.0168	-4.671	0	999	0.0517	0.0718	0.0096	2.0987	991	8	999	Rhizobium	1	0.021272727272727273	significant clustering by MNTD
nifH	strict	Strict single-dominant	closest_blast_genus	ok	0.223	0.001	closest_blast_genus_sinorhizobium	42	0.2217	0.2332	0.0146	0.7857	777	222	0.0328	0.0672	0.0079	4.3448	999	0	999	Sinorhizobium	0.3221111111111111	0.006500000000000001	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	sample_type	ok	1	0.001	sample_type_nodule	547	0.2644	0.2295	0.0033	-10.6637	0	999	0.0264	0.0294	9e-4	3.2308	999	0	999	nodule	1	0.015	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	sample_type	ok	0.001	0.575	sample_type_rhizosphere	491	0.1979	0.2284	0.0037	8.2679	999	0	0.0307	0.0305	0.001	-0.2152	425	574	999	rhizosphere	0.006	0.9143478260869565	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	sample_type	ok	0.001	0.084	sample_type_root	486	0.2086	0.233	0.0037	6.5934	999	0	0.0293	0.0306	0.001	1.3463	916	83	999	root	0.006	0.276	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	site	ok	0.997	0.024	site_blan	10	0.3222	0.2319	0.0311	-2.905	3	996	0.0679	0.1158	0.0251	1.9085	976	23	999	BLAN	1	0.06034285714285714	not significant / weak evidence
nifH	iupac	Mixed-IUPAC	site	ok	0.278	0.659	site_bona	8	0.2092	0.2301	0.0352	0.5948	722	277	0.1343	0.1247	0.029	-0.3282	341	658	999	BONA	0.479686274509804	0.7732266666666667	not significant / weak evidence
nifH	iupac	Mixed-IUPAC	site	ok	0.803	0.061	site_clbj	86	0.2386	0.23	0.0102	-0.8405	197	802	0.0492	0.0565	0.0048	1.5276	939	60	999	CLBJ	0.9952676056338028	0.12934939759036146	not significant / weak evidence
nifH	iupac	Mixed-IUPAC	site	ok	0.001	0.001	site_cper	15	0.1366	0.2304	0.0244	3.8463	999	0	0.0359	0.101	0.0181	3.6024	999	0	999	CPER	0.0046315789473684215	0.004292682926829269	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	site	ok	0.62	0.004	site_dcfs	20	0.234	0.2277	0.0215	-0.295	380	619	0.0493	0.0905	0.0143	2.8842	996	3	999	DCFS	0.8592125984251968	0.01353846153846154	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	site	ok	0.053	0.005	site_deju	55	0.2077	0.2282	0.0124	1.6526	947	52	0.0467	0.0653	0.0064	2.8856	995	4	999	DEJU	0.1371764705882353	0.01660377358490566	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	site	ok	0.604	0.001	site_dela	78	0.2306	0.2283	0.0104	-0.2178	396	603	0.0361	0.0578	0.005	4.3505	999	0	999	DELA	0.8592125984251968	0.004292682926829269	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	site	ok	0.001	0.058	site_dsny	136	0.1997	0.2279	0.0082	3.456	999	0	0.0434	0.0484	0.0032	1.5973	942	57	999	DSNY	0.0046315789473684215	0.1244878048780488	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	site	ok	0.101	0.081	site_guan	15	0.1949	0.227	0.0258	1.2432	899	100	0.0775	0.101	0.0177	1.327	919	80	999	GUAN	0.23314285714285712	0.162	not significant / weak evidence
nifH	iupac	Mixed-IUPAC	site	ok	0.797	0.768	site_harv	6	0.2625	0.2278	0.0412	-0.8421	203	796	0.1666	0.1392	0.038	-0.7213	232	767	999	HARV	0.9952676056338028	0.855493670886076	not significant / weak evidence
nifH	iupac	Mixed-IUPAC	site	ok	0.798	0.041	site_heal	19	0.2464	0.2279	0.0224	-0.8202	202	797	0.0696	0.0942	0.0151	1.6236	959	40	999	HEAL	0.9952676056338028	0.09494736842105264	not significant / weak evidence
nifH	iupac	Mixed-IUPAC	site	ok	0.001	0.001	site_jerc	308	0.2069	0.227	0.0051	3.96	999	0	0.0277	0.0362	0.0015	5.5831	999	0	999	JERC	0.0046315789473684215	0.004292682926829269	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	site	ok	0.001	0.001	site_jorn	12	0.0828	0.228	0.0291	4.9794	999	0	0.0345	0.1087	0.0215	3.4532	999	0	999	JORN	0.0046315789473684215	0.004292682926829269	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	site	ok	0.001	0.001	site_kona	9	0.0845	0.2265	0.0344	4.1329	999	0	0.0326	0.1193	0.0271	3.2009	999	0	999	KONA	0.0046315789473684215	0.004292682926829269	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	site	ok	0.001	0.001	site_konz	39	0.1711	0.2278	0.016	3.5345	999	0	0.0425	0.0737	0.0086	3.6268	999	0	999	KONZ	0.0046315789473684215	0.004292682926829269	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	site	ok	0.988	0.001	site_laja	66	0.2551	0.229	0.0119	-2.1846	12	987	0.0409	0.0616	0.0059	3.5045	999	0	999	LAJA	1	0.004292682926829269	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	site	ok	0.005	0.001	site_leno	32	0.1775	0.2276	0.0175	2.8588	995	4	0.0268	0.0782	0.01	5.1408	999	0	999	LENO	0.017254901960784316	0.004292682926829269	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	site	ok	0.145	0.001	site_nogp	20	0.2058	0.2288	0.0223	1.0335	855	144	0.0364	0.0918	0.0141	3.9351	999	0	999	NOGP	0.31121951219512195	0.004292682926829269	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	site	ok	0.001	0.001	site_oaes	89	0.1739	0.2299	0.01	5.6109	999	0	0.0279	0.0561	0.0044	6.3442	999	0	999	OAES	0.0046315789473684215	0.004292682926829269	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	site	ok	0.184	0.833	site_ornl	27	0.2128	0.2308	0.0191	0.9443	816	183	0.0939	0.0831	0.011	-0.9773	167	832	999	ORNL	0.3765581395348837	0.8778922155688623	not significant / weak evidence
nifH	iupac	Mixed-IUPAC	site	ok	0.001	0.008	site_osbs	127	0.1847	0.232	0.0084	5.6561	999	0	0.0413	0.0496	0.0034	2.4498	992	7	999	OSBS	0.0046315789473684215	0.024275862068965516	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	site	ok	0.167	0.213	site_rmnp	12	0.2065	0.2349	0.0293	0.9688	833	166	0.0933	0.1108	0.0215	0.8146	787	212	999	RMNP	0.34990476190476194	0.3536603773584906	not significant / weak evidence
nifH	iupac	Mixed-IUPAC	site	ok	0.942	0.112	site_scbi	20	0.2698	0.2347	0.0228	-1.5379	58	941	0.075	0.0934	0.0149	1.2374	888	111	999	SCBI	1	0.208659793814433	not significant / weak evidence
