gene	tree_set	tree_set_label	label_type	label_value	ntaxa	mpd	mpd_random	nri	p_mpd_cluster	fdr_mpd	mntd	mntd_random	nti	p_mntd_cluster	fdr_mntd	interpretation
nifH	iupac	Mixed-IUPAC	site	LENO	32	0.1775	0.2276	2.8588	0.005	0.017254901960784316	0.0268	0.0782	5.1408	0.001	0.004292682926829269	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	site	DEJU	55	0.2077	0.2282	1.6526	0.053	0.1371764705882353	0.0467	0.0653	2.8856	0.005	0.01660377358490566	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	site	NOGP	20	0.2058	0.2288	1.0335	0.145	0.31121951219512195	0.0364	0.0918	3.9351	0.001	0.004292682926829269	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	site	WOOD	33	0.2198	0.2304	0.6521	0.26	0.4669387755102041	0.0467	0.078	3.2423	0.001	0.004292682926829269	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	site	DCFS	20	0.234	0.2277	-0.295	0.62	0.8592125984251968	0.0493	0.0905	2.8842	0.004	0.01353846153846154	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	site	DELA	78	0.2306	0.2283	-0.2178	0.604	0.8592125984251968	0.0361	0.0578	4.3505	0.001	0.004292682926829269	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	site	TALL	110	0.2388	0.2338	-0.5632	0.689	0.9034666666666666	0.0351	0.0524	4.6575	0.001	0.004292682926829269	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	site	LAJA	66	0.2551	0.229	-2.1846	0.988	1	0.0409	0.0616	3.5045	0.001	0.004292682926829269	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	state	Arizona	52	0.0402	0.2279	13.8039	0.001	0.005	0.0066	0.0674	8.7956	0.001	0.0044444444444444444	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	state	Fl / FL	127	0.1847	0.2274	5.1916	0.001	0.005	0.0413	0.05	2.7637	0.002	0.008	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	state	Georgia	301	0.2043	0.2283	4.5541	0.001	0.005	0.0275	0.0362	5.7008	0.001	0.0044444444444444444	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	state	KS	54	0.1734	0.231	4.2334	0.001	0.005	0.0323	0.0666	5.0495	0.001	0.0044444444444444444	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	state	New Mexico	12	0.0828	0.2312	5.1087	0.001	0.005	0.0345	0.1091	3.646	0.001	0.0044444444444444444	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	state	OK	89	0.1739	0.2342	6.1764	0.001	0.005	0.0279	0.0564	6.3432	0.001	0.0044444444444444444	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	state	Florida	133	0.2009	0.2268	3.1885	0.002	0.008571428571428572	0.0441	0.0488	1.5043	0.068	0.136	significant clustering by MPD
nifH	iupac	Mixed-IUPAC	state	Alaska	139	0.2165	0.228	1.501	0.068	0.17361702127659576	0.0321	0.0478	5.1376	0.001	0.0044444444444444444	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	state	ND	73	0.2211	0.2312	0.8815	0.187	0.39368421052631575	0.0287	0.0599	6.0369	0.001	0.0044444444444444444	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	state	CO	31	0.2292	0.2269	-0.13	0.537	0.836883116883117	0.0495	0.0802	2.9458	0.001	0.0044444444444444444	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	state	AL	220	0.2337	0.2296	-0.6968	0.748	0.95375	0.0273	0.0404	6.1873	0.001	0.0044444444444444444	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	state	P.R	81	0.2473	0.2341	-1.3606	0.911	1	0.0451	0.058	2.7674	0.005	0.016666666666666666	significant clustering by MNTD
nifH	iupac	Mixed-IUPAC	state	VA	34	0.2851	0.2313	-3.13	0.999	1	0.0553	0.078	2.3445	0.008	0.02526315789473684	significant clustering by MNTD
nifJ	iupac	Mixed-IUPAC	host_genus	Alnus	169	0.0401	0.0648	6.5915	0.001	0.006366666666666666	0.0073	0.0111	4.2588	0.001	0.004897435897435898	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	host_genus	Lupinus	8	0.0059	0.0631	2.2029	0.003	0.014692307692307694	0.003	0.0293	2.0677	0.003	0.0119375	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	host_tribe	Genisteae	8	0.0059	0.0655	2.2467	0.001	0.006055555555555555	0.003	0.0308	2.1088	0.001	0.00545	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	native_status	yes	285	0.0555	0.0631	4.7461	0.001	0.00575	0.0083	0.0088	1.4717	0.074	0.22425	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	sample_type	root	72	0.0441	0.0634	2.438	0.005	0.025	0.015	0.0157	0.2825	0.405	0.7252941176470588	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	sample_type	nodule	157	0.0794	0.0653	-3.2809	1	1	0.0084	0.0117	3.2625	0.001	0.015	significant clustering by MNTD
nifJ	iupac	Mixed-IUPAC	site	BONA	36	0.0183	0.0724	4.3967	0.001	0.0046315789473684215	0.0082	0.0222	3.2496	0.001	0.004292682926829269	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	site	DEJU	70	0.0164	0.0666	6.411	0.001	0.0046315789473684215	0.006	0.0164	4.4908	0.001	0.004292682926829269	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	site	UNDE	6	0.0015	0.0653	2.0222	0.001	0.0046315789473684215	5e-4	0.0326	1.9069	0.001	0.004292682926829269	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	site	HEAL	38	0.0341	0.0624	2.4432	0.004	0.01497872340425532	0.0092	0.0198	2.631	0.002	0.00748936170212766	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	site	LAJA	9	0.0129	0.0644	1.9919	0.016	0.046163934426229514	0.0067	0.0297	1.8455	0.018	0.048738461538461536	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	state	Alaska	135	0.0232	0.0651	8.3456	0.001	0.005	0.0061	0.0125	5.2167	0.001	0.0044444444444444444	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	state	MI	6	0.0015	0.0649	2.0472	0.001	0.005	5e-4	0.0327	1.9857	0.001	0.0044444444444444444	significant clustering by MPD
nifJ	iupac	Mixed-IUPAC	state	P.R	11	0.0155	0.0671	2.2143	0.005	0.017142857142857144	0.0077	0.0296	1.9842	0.012	0.03428571428571429	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	closest_blast_genus	Mesorhizobium	382	0.2273	0.33	20.9686	0.001	0.0020714285714285717	0.032	0.0401	6.1363	0.001	0.002230769230769231	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	closest_blast_genus	Microvirga	176	0.1966	0.3224	14.4153	0.001	0.0020714285714285717	0.0403	0.0506	3.9755	0.001	0.002230769230769231	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	354	0.2348	0.3242	16.3398	0.001	0.0020714285714285717	0.0381	0.041	2.0843	0.022	0.039875	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	closest_blast_genus	Rhizobium	140	0.4668	0.3225	-14.4682	1	1	0.0383	0.0549	5.2967	0.001	0.002230769230769231	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	host_genus	Astragalus	115	0.2661	0.3271	5.8234	0.001	0.006366666666666666	0.033	0.0582	7.0441	0.001	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Ceanothus	22	0.241	0.3231	3.0751	0.001	0.006366666666666666	0.0515	0.1031	3.2399	0.001	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Dryas	43	0.2488	0.3185	3.8531	0.001	0.006366666666666666	0.0439	0.0804	4.2071	0.001	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Glycine	11	0.1435	0.3168	4.3224	0.001	0.006366666666666666	0.0519	0.1348	2.7978	0.001	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Lotus	24	0.0441	0.3174	11.041	0.001	0.006366666666666666	0.0178	0.0996	5.5783	0.001	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Medicago	54	0.1064	0.3184	12.8119	0.001	0.006366666666666666	0.0262	0.0753	6.8275	0.001	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Melilotus	31	0.071	0.3198	11.629	0.001	0.006366666666666666	0.0265	0.0918	5.4619	0.001	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Oxytropis	25	0.2231	0.32	3.9854	0.001	0.006366666666666666	0.0397	0.0996	4.1606	0.001	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Robinia	6	0.0395	0.3198	4.9695	0.001	0.006366666666666666	0.0203	0.1773	3.2527	0.002	0.008304347826086958	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Vicia	22	0.2067	0.3218	4.4395	0.001	0.006366666666666666	0.0512	0.1034	3.2049	0.001	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Amorpha	27	0.2693	0.3299	2.551	0.004	0.019100000000000002	0.0865	0.0951	0.6343	0.255	0.39922131147540985	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Dalea	39	0.2728	0.3224	2.5203	0.005	0.02076086956521739	0.0573	0.0835	2.7794	0.003	0.0119375	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Strophostyles	8	0.2083	0.3227	2.5362	0.005	0.02076086956521739	0.0573	0.1571	2.6019	0.001	0.004897435897435898	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Morella	18	0.2436	0.3193	2.5641	0.006	0.023387755102040816	0.0642	0.1123	2.5488	0.004	0.01528	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Pediomelum	9	0.2093	0.3196	2.6278	0.006	0.023387755102040816	0.0956	0.1485	1.5438	0.056	0.11884444444444445	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Baptisia	5	0.1777	0.3256	2.307	0.01	0.036037735849056604	0.0968	0.1984	1.7515	0.032	0.08149333333333333	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_genus	Sesbania	18	0.421	0.3214	-3.3995	1	1	0.0596	0.1128	2.8674	0.004	0.01528	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	host_tribe	Fabeae	22	0.2067	0.3198	4.1569	0.001	0.006055555555555555	0.0512	0.1046	3.3925	0.001	0.00545	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	Galegeae	140	0.2677	0.3202	5.3735	0.001	0.006055555555555555	0.0307	0.0546	7.716	0.001	0.00545	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	Glycininae	11	0.1435	0.3224	4.5659	0.001	0.006055555555555555	0.0519	0.1371	2.9247	0.001	0.00545	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	Loteae	28	0.1147	0.3209	8.9164	0.001	0.006055555555555555	0.0366	0.0961	4.4358	0.001	0.00545	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	Robinieae	7	0.1116	0.3214	4.184	0.001	0.006055555555555555	0.0572	0.1699	2.5985	0.003	0.011678571428571429	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	Trifolieae	98	0.1626	0.3245	14.2599	0.001	0.006055555555555555	0.029	0.0623	7.5431	0.001	0.00545	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	Sophoreae	9	0.1993	0.3218	2.8359	0.002	0.009083333333333334	0.0871	0.1508	1.8614	0.024	0.060837209302325584	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	Amorpheae	66	0.2905	0.3281	2.6005	0.003	0.011678571428571429	0.0602	0.0713	1.863	0.04	0.089380000000000015	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	host_tribe	actinorhizal	130	0.3231	0.3314	0.8578	0.204	0.35864516129032253	0.0475	0.0562	2.5204	0.004	0.014533333333333334	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	host_tribe	Sesbanieae	18	0.421	0.3243	-3.2025	0.999	1	0.0596	0.1149	2.8995	0.002	0.008384615384615384	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	native_status	no	223	0.3011	0.3302	4.1608	0.001	0.00575	0.0376	0.0474	4.4287	0.001	0.0115	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	native_status	yes	817	0.317	0.3221	2.5171	0.006	0.0276	0.0326	0.0319	-1.6202	0.953	0.953	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	sample_type	rhizosphere	330	0.2999	0.3201	3.4195	0.001	0.006	0.0446	0.0415	-2.0977	0.981	1	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	sample_type	nodule	403	0.3479	0.3285	-4.0841	1	1	0.036	0.0393	2.6612	0.004	0.035	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	site	CPER	15	0.105	0.3303	6.7344	0.001	0.0046315789473684215	0.0467	0.1215	3.3932	0.001	0.004292682926829269	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	DCFS	23	0.1854	0.3305	5.4958	0.001	0.0046315789473684215	0.064	0.1028	2.529	0.003	0.011	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	JORN	12	0.1902	0.3205	3.5493	0.001	0.0046315789473684215	0.0495	0.1304	3.0272	0.001	0.004292682926829269	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	KONA	8	0.026	0.3182	6.2515	0.001	0.0046315789473684215	0.013	0.1542	3.8566	0.001	0.004292682926829269	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	LENO	19	0.1981	0.318	4.0881	0.001	0.0046315789473684215	0.0764	0.1087	1.7728	0.032	0.07822222222222223	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	NOGP	18	0.084	0.3202	7.6525	0.001	0.0046315789473684215	0.0329	0.1118	4.32	0.001	0.004292682926829269	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	SRER	54	0.0947	0.3205	13.6786	0.001	0.0046315789473684215	0.0163	0.0762	8.0691	0.001	0.004292682926829269	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	TOOL	66	0.1975	0.3218	8.3196	0.001	0.0046315789473684215	0.0301	0.0708	6.4951	0.001	0.004292682926829269	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	WOOD	31	0.1612	0.3215	7.193	0.001	0.0046315789473684215	0.0263	0.0922	5.2843	0.001	0.004292682926829269	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	OAES	108	0.2779	0.3183	3.498	0.002	0.008585365853658537	0.0329	0.0595	6.5105	0.001	0.004292682926829269	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	DSNY	90	0.2925	0.3255	2.7017	0.005	0.017254901960784316	0.0625	0.0635	0.2265	0.414	0.5519999999999999	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	CLBJ	76	0.2972	0.3312	2.5036	0.006	0.019924528301886794	0.0638	0.0673	0.6299	0.276	0.42240000000000005	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	RMNP	10	0.2263	0.3189	2.2321	0.008	0.024275862068965516	0.0485	0.1412	3.0199	0.001	0.004292682926829269	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	site	BLAN	11	0.286	0.3312	1.1907	0.119	0.2651139240506329	0.0536	0.1343	2.7749	0.004	0.01353846153846154	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	site	DELA	45	0.395	0.3264	-3.8275	1	1	0.0494	0.0813	3.8105	0.001	0.004292682926829269	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	site	TALL	37	0.3506	0.3219	-1.461	0.921	1	0.0602	0.0874	2.6254	0.004	0.01353846153846154	significant clustering by MNTD
nifK	iupac	Mixed-IUPAC	state	Alaska	89	0.282	0.3283	3.6021	0.001	0.005	0.0421	0.0647	4.7035	0.001	0.0044444444444444444	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	state	Arizona	54	0.0947	0.3264	13.4107	0.001	0.005	0.0163	0.0765	7.9066	0.001	0.0044444444444444444	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	state	ND	72	0.1509	0.3201	11.3291	0.001	0.005	0.0251	0.0688	7.6435	0.001	0.0044444444444444444	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	state	New Mexico	12	0.1902	0.3202	3.3318	0.001	0.005	0.0495	0.1323	2.9863	0.001	0.0044444444444444444	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	state	OK	108	0.2779	0.3199	3.6754	0.001	0.005	0.0329	0.0599	6.7152	0.001	0.0044444444444444444	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	state	CA	10	0.2097	0.3242	2.6905	0.002	0.008571428571428572	0.0932	0.1441	1.591	0.048	0.10105263157894737	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	state	KS	42	0.2648	0.3197	2.9099	0.002	0.008571428571428572	0.0565	0.0832	2.8944	0.002	0.008	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	state	CO	30	0.2562	0.3267	3.0765	0.003	0.011612903225806452	0.0644	0.0951	2.5722	0.003	0.010909090909090908	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	state	Florida	89	0.2922	0.3213	2.2103	0.006	0.02	0.0631	0.0633	0.0372	0.496	0.6763636363636363	significant clustering by MPD
nifK	iupac	Mixed-IUPAC	state	AL	101	0.3794	0.3326	-3.9898	1	1	0.0435	0.0615	4.2149	0.001	0.0044444444444444444	significant clustering by MNTD
nodL	iupac	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	211	0.0388	0.0578	9.8439	0.001	0.0020714285714285717	0.0046	0.0052	1.967	0.049	0.08358823529411764	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	host_genus	Medicago	47	0.0103	0.054	3.9814	0.001	0.006366666666666666	0.0016	0.0072	2.3119	0.002	0.008304347826086958	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	host_genus	Melilotus	28	0.0078	0.057	3.3133	0.001	0.006366666666666666	5e-4	0.0107	2.4483	0.001	0.004897435897435898	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	host_tribe	Trifolieae	79	0.0119	0.053900000000000003	5.5263	0.001	0.006055555555555555	0.002	0.0064	2.8848	0.002	0.008384615384615384	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	host_tribe	Desmodieae	26	0.0165	0.0586	2.597	0.003	0.011678571428571429	0.0014	0.0124	2.4421	0.001	0.00545	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	host_tribe	actinorhizal	19	0.0133	0.062	2.5664	0.005	0.01703125	0.0027	0.0149	1.8952	0.017	0.04751282051282051	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	native_status	no	97	0.0197	0.0616	6.0717	0.001	0.00575	0.0035	0.0072	2.8634	0.002	0.015333333333333334	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	sample_type	rhizosphere	75	0.0348	0.0549	2.3785	0.011	0.04714285714285714	0.0077	0.0071	-0.3521	0.644	0.9143478260869565	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	site	WOOD	24	0.0089	0.0573	2.7705	0.001	0.0046315789473684215	0.0012	0.0133	2.327	0.002	0.00748936170212766	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	site	CPER	12	0.0069	0.0643	2.172	0.002	0.008585365853658537	6e-4	0.0207	1.9663	0.001	0.004292682926829269	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	site	NOGP	17	0.0111	0.0538	2.0789	0.007	0.022	0.0017	0.0154	1.9122	0.008	0.024275862068965516	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	state	ND	60	0.02	0.0547	3.6507	0.001	0.005	0.0062	0.0079	0.7874	0.213	0.36	significant clustering by MPD
nodL	iupac	Mixed-IUPAC	state	AL	12	0.0123	0.0657	2.113	0.016	0.05052631578947368	0.003	0.0223	1.8555	0.018	0.047999999999999994	significant clustering by MNTD
nodL	iupac	Mixed-IUPAC	state	VA	18	0.0168	0.0586	2.0584	0.024	0.07024390243902438	0.0019	0.0162	2.0267	0.011	0.033	significant clustering by MNTD
nodX	iupac	Mixed-IUPAC	host_genus	Alnus	11	0.0174	0.0293	1.2243	0.047	0.12131081081081081	1e-4	0.0057	1.3388	0.001	0.004897435897435898	significant clustering by MNTD
nodX	iupac	Mixed-IUPAC	host_tribe	Desmodieae	34	0.0267	0.0295	0.6166	0.292	0.4544225352112676	7e-4	0.0028	1.5712	0.009	0.029727272727272727	significant clustering by MNTD
nodX	iupac	Mixed-IUPAC	site	BLAN	10	0.0059	0.0357	2.1355	0.001	0.0046315789473684215	0.0018	0.0075	1.0336	0.115	0.208659793814433	significant clustering by MPD
nodX	iupac	Mixed-IUPAC	site	ORNL	11	0.0122	0.0409	2.0614	0.001	0.0046315789473684215	0.001	0.008	1.3516	0.012	0.033523809523809525	significant clustering by MPD
nodX	iupac	Mixed-IUPAC	site	OSBS	11	0.0123	0.0382	1.8897	0.002	0.008585365853658537	8e-4	0.0077	1.3774	0.008	0.024275862068965516	significant clustering by MPD
nodX	iupac	Mixed-IUPAC	site	SCBI	6	0.0081	0.0379	1.5099	0.005	0.017254901960784316	0.0047	0.0118	0.7469	0.334	0.4818360655737705	significant clustering by MPD
nodX	iupac	Mixed-IUPAC	site	DEJU	8	0.0231	0.0359	0.8327	0.24	0.43999999999999995	2e-4	0.0089	1.2525	0.008	0.024275862068965516	significant clustering by MNTD
nodX	iupac	Mixed-IUPAC	state	VA	16	0.0067	0.0382	2.56	0.001	0.005	0.0021	0.0061	1.0656	0.196	0.351044776119403	significant clustering by MPD
nodX	iupac	Mixed-IUPAC	state	TN	12	0.0154	0.0419	1.7621	0.002	0.008571428571428572	0.0015	0.0081	1.2918	0.058	0.11796610169491525	significant clustering by MPD
nodX	iupac	Mixed-IUPAC	state	FL	11	0.0123	0.0383	1.7093	0.003	0.011612903225806452	8e-4	0.008	1.2877	0.015	0.04186046511627907	significant clustering by MPD
nodX	iupac	Mixed-IUPAC	state	Alaska	13	0.0208	0.0383	1.251	0.071	0.17632653061224488	1e-4	0.0072	1.4925	0.001	0.0044444444444444444	significant clustering by MNTD
noeA	iupac	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	194	0.0034	0.0034	2.3998	0.007	0.013533333333333333	3e-4	3e-4	0.9995	1	1	significant clustering by MPD
noeA	iupac	Mixed-IUPAC	host_genus	Melilotus	28	0.0023	0.0036	2.0908	0.005	0.02076086956521739	4e-4	6e-4	0.7439	0.251	0.39620661157024795	significant clustering by MPD
noeA	iupac	Mixed-IUPAC	host_genus	Desmodium	11	0.0022	0.0037	1.443	0.036	0.09822857142857143	2e-4	0.0012	1.8321	0.001	0.004897435897435898	significant clustering by MNTD
noeA	iupac	Mixed-IUPAC	host_tribe	Desmodieae	25	0.0024	0.0036	1.7868	0.011	0.034257142857142854	2e-4	7e-4	1.7858	0.01	0.032058823529411765	significant clustering by MPD
noeA	iupac	Mixed-IUPAC	sample_type	root	67	0.0031	0.0035	1.2285	0.098	0.2672727272727273	2e-4	4e-4	2.0343	0.007	0.035	significant clustering by MNTD
noeA	iupac	Mixed-IUPAC	site	CPER	12	0.0018	0.0035	1.7152	0.005	0.017254901960784316	7e-4	0.001	0.7421	0.232	0.374605504587156	significant clustering by MPD
noeA	iupac	Mixed-IUPAC	site	BLAN	10	0.0016	0.0034	1.7464	0.007	0.022	4e-4	0.0011	1.3236	0.034	0.08086486486486487	significant clustering by MPD
noeA	iupac	Mixed-IUPAC	site	SCBI	8	0.0018	0.0035	1.479	0.016	0.046163934426229514	5e-4	0.0012	1.1718	0.079	0.16167441860465118	significant clustering by MPD
noeA	iupac	Mixed-IUPAC	site	TALL	7	0.0021	0.0036	1.1196	0.078	0.1878918918918919	2e-4	0.0014	1.5325	0.009	0.026399999999999996	significant clustering by MNTD
noeA	iupac	Mixed-IUPAC	state	VA	18	0.0017	0.0036	2.5438	0.001	0.005	2e-4	9e-4	1.8491	0.006	0.019459459459459462	significant clustering by MPD
noeA	iupac	Mixed-IUPAC	state	AL	11	0.0024	0.0036	1.1522	0.097	0.2328	3e-4	0.0012	1.5285	0.017	0.046363636363636364	significant clustering by MNTD
noeA	iupac	Mixed-IUPAC	state	OK	41	0.0037	0.0036	-0.3416	0.682	0.9093333333333333	2e-4	6e-4	1.7109	0.011	0.033	significant clustering by MNTD
noeB	iupac	Mixed-IUPAC	host_genus	Melilotus	29	0.0096	0.014	2.3412	0.002	0.010914285714285715	0.001	0.0024	1.5784	0.012	0.03757377049180328	significant clustering by MPD
noeB	iupac	Mixed-IUPAC	host_genus	Desmodium	7	0.0069	0.0144	1.7854	0.012	0.040928571428571425	0.0033	0.005	0.651	0.245	0.3899583333333333	significant clustering by MPD
noeB	iupac	Mixed-IUPAC	host_genus	Lespedeza	7	0.0102	0.0147	1.0472	0.119	0.22503960396039602	6e-4	0.0053	1.7328	0.008	0.02680701754385965	significant clustering by MNTD
noeB	iupac	Mixed-IUPAC	host_tribe	Desmodieae	15	0.0089	0.014	1.9153	0.01	0.032058823529411765	0.001	0.0031	1.5803	0.011	0.033305555555555554	significant clustering by MPD
noeB	iupac	Mixed-IUPAC	site	CPER	12	0.0074	0.0144	2.1694	0.003	0.012	0.0017	0.0037	1.2297	0.053	0.11660000000000001	significant clustering by MPD
noeB	iupac	Mixed-IUPAC	site	BLAN	8	0.007	0.0144	1.728	0.014	0.04176271186440678	0.0034	0.0047	0.5717	0.288	0.4369655172413793	significant clustering by MPD
noeB	iupac	Mixed-IUPAC	site	OAES	37	0.0162	0.0143	-1.2876	0.875	1	0.0011	0.0022	1.6555	0.009	0.026399999999999996	significant clustering by MNTD
noeB	iupac	Mixed-IUPAC	state	VA	14	0.0082	0.0141	2.1974	0.005	0.017142857142857144	0.0014	0.0033	1.3403	0.036	0.08307692307692306	significant clustering by MPD
noeB	iupac	Mixed-IUPAC	state	AL	6	0.0094	0.0142	1.003	0.112	0.26307692307692304	1e-4	0.0055	1.8881	0.001	0.0044444444444444444	significant clustering by MNTD
noeB	iupac	Mixed-IUPAC	state	OK	37	0.0162	0.0139	-1.5441	0.918	1	0.0011	0.0021	1.6569	0.012	0.03428571428571429	significant clustering by MNTD
nolF	iupac	Mixed-IUPAC	host_genus	Astragalus	26	0.0049	0.0075	1.9292	0.001	0.006366666666666666	6e-4	9e-4	0.3988	0.458	0.6101388888888889	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	host_tribe	Galegeae	31	0.0061	0.0075	1.4344	0.009	0.029727272727272727	5e-4	8e-4	0.6099	0.222	0.3722769230769231	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	site	SCBI	9	9e-4	0.0076	2.7869	0.001	0.0046315789473684215	0	0.0015	1.2149	0.001	0.004292682926829269	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	site	WOOD	30	0.0054	0.0076	1.9612	0.001	0.0046315789473684215	4e-4	8e-4	0.7926	0.112	0.208659793814433	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	site	OAES	39	0.006	0.0075	1.6379	0.003	0.012	5e-4	7e-4	0.5429	0.349	0.49139199999999994	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	site	DCFS	20	0.0051	0.0076	1.5672	0.006	0.019924528301886794	0.001	0.001	0.0249	0.739	0.8337435897435898	significant clustering by MPD
