gene	tree_set	tree_set_label	label_type	group	n_tips	mean_within_tree_distance	median_within_tree_distance	min_within_tree_distance	max_within_tree_distance	mean_between_group_distance	within_between_ratio
nifK	iupac	Mixed-IUPAC	site	CLBJ	76	0.29723968671280704	0.300150113	7.365836e-4	0.6602431819	0.32112408349450217	0.9256225303260257
nifK	iupac	Mixed-IUPAC	site	SCBI	18	0.29734270388888884	0.3423833097000001	0.019963633999999994	0.7253365192	0.34358058763348376	0.8654234685868825
nifK	iupac	Mixed-IUPAC	site	OSBS	67	0.3007545217630936	0.3164212516000001	0.0024039387000000002	0.6752613074999999	0.31685377962366257	0.9491902609472086
nifK	iupac	Mixed-IUPAC	site	JERC	188	0.3220861517880134	0.32037240479999995	8.255671e-4	0.7674847686	0.32564046239828814	0.989085169010946
nifK	iupac	Mixed-IUPAC	site	ORNL	20	0.3311432284721053	0.3331585268499999	0.04345552080000001	0.6400792064999999	0.34744538379578505	0.9530799484351143
nifK	iupac	Mixed-IUPAC	site	TALL	37	0.3505616420708708	0.3887409401499999	3.2717e-6	0.7754383615	0.3508530664661749	0.9991693833597085
nifK	iupac	Mixed-IUPAC	site	LAJA	27	0.37248922721823363	0.3531162406999999	0.0101210518	0.7929010641999998	0.357935725850327	1.040659538338434
nifK	iupac	Mixed-IUPAC	site	DEJU	20	0.37489902511473683	0.3798281009	0.0335612223	0.7591828379	0.34901997114995154	1.0741477740643866
nifK	iupac	Mixed-IUPAC	site	DELA	45	0.3949680429135353	0.42725099730000005	0.004071262699999999	0.7067702267999998	0.3863990181557541	1.0221766214590304
nifK	iupac	Mixed-IUPAC	site	HEAL	8	0.400139179875	0.4393148761	0.0524063772	0.7157560136999997	0.3934484995436542	1.0170052251796768
nifK	iupac	Mixed-IUPAC	site	NIWO	5	0.41242698754	0.2947274934	0.099644291	0.8340845698999998	0.4366660053808977	0.9444907147746608
nifK	iupac	Mixed-IUPAC	state	Arizona	54	0.09473212231369671	0.0479336546	0.0014336095000000001	0.36985258529999976	0.28125288635453116	0.33682186711599776
nifK	iupac	Mixed-IUPAC	state	ND	72	0.15086709925121283	0.11223233019999998	4.4247e-6	0.6391187237000001	0.33516788318861684	0.45012397314426417
nifK	iupac	Mixed-IUPAC	state	New Mexico	12	0.19017492257878787	0.2194945136	0.0161281959	0.4085071085000001	0.2825365905008494	0.6730983843249009
nifK	iupac	Mixed-IUPAC	state	CA	10	0.20965039577111108	0.16381547709999997	0.0406165432	0.5815905164999999	0.3728198248707485	0.5623370373176748
nifK	iupac	Mixed-IUPAC	state	Fl	11	0.23669336630181814	0.19616077350000002	0.0153998977	0.4464019101999998	0.3128285015442668	0.7566234059025624
nifK	iupac	Mixed-IUPAC	state	CO	30	0.25622930126068955	0.21336967219999997	3.3567e-6	0.8340845698999998	0.3298907449440378	0.7767095779063335
nifK	iupac	Mixed-IUPAC	state	KS	42	0.2647609254060395	0.2549084596	0	0.6258457587999999	0.3431507390199247	0.7715586630010621
nifK	iupac	Mixed-IUPAC	state	MD	5	0.27709536216	0.21877583130000003	0.0795939843	0.49769795330000005	0.33750970654357204	0.8209996832320062
nifK	iupac	Mixed-IUPAC	state	OK	108	0.27786429383956385	0.29463940235	4.4652e-6	0.7287843895999998	0.31311918279061124	0.8874074445492437
nifK	iupac	Mixed-IUPAC	state	Alaska	89	0.28202332684627157	0.30071842229999995	4.5732000000000005e-6	0.7881035369999999	0.3345079908967323	0.8430989229591722
nifK	iupac	Mixed-IUPAC	state	FL	56	0.2887958598342857	0.30030371545	0.0024039387000000002	0.6752613074999999	0.3181112842752043	0.9078453802488903
nifK	iupac	Mixed-IUPAC	state	WY	6	0.2891145139	0.30555914860000005	0.0535540058	0.5194450099	0.3070561318331421	0.9415689313024636
nifK	iupac	Mixed-IUPAC	state	Florida	89	0.2921822341004597	0.2966750027500001	0.00463843	0.7624378194	0.313663548462455	0.9315147888006292
nifK	iupac	Mixed-IUPAC	state	TX	76	0.29723968671280704	0.300150113	7.365836e-4	0.6602431819	0.32112408349450217	0.9256225303260257
nifK	iupac	Mixed-IUPAC	state	VA	32	0.29780870915907254	0.2744831884	0.0133776458	0.7932608228	0.3488045106641851	0.853798331311692
nifK	iupac	Mixed-IUPAC	state	Georgia	181	0.32179028639156537	0.3174280108	8.255671e-4	0.7674847686	0.3265052006392259	0.985559451309107
nifK	iupac	Mixed-IUPAC	state	TN	20	0.3311432284721053	0.3331585268499999	0.04345552080000001	0.6400792064999999	0.34744538379578505	0.9530799484351143
nifK	iupac	Mixed-IUPAC	state	P.R	31	0.3743875311294624	0.35581433	0.0101210518	0.7999599906	0.3591764856475373	1.042349780928732
nifK	iupac	Mixed-IUPAC	state	AL	101	0.37936911274158414	0.3737268402999999	3.2717e-6	0.8048147607999998	0.3554347199355633	1.0673383647223882
nodL	iupac	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	211	0.038768629040243655	0.01622707010000001	0	0.2408089503	0.16500998370922923	0.23494717209692853
nodL	iupac	Mixed-IUPAC	closest_blast_genus	Rhizobium	19	0.10853322535672515	0.1588141555	0	0.29414763890000006	0.1650099837092292	0.657737325445568
nodL	iupac	Mixed-IUPAC	site	CPER	12	0.006868669671212124	0.007196172700000001	0	0.014412910900000003	0.03800253099350151	0.18074242666591542
nodL	iupac	Mixed-IUPAC	site	WOOD	24	0.008885548141666668	0.008975603799999999	0	0.025573001400000003	0.039375911163309026	0.22565949280041891
nodL	iupac	Mixed-IUPAC	site	NOGP	17	0.011056446041176473	0.010951437549999998	4.357700000000001e-6	0.0238032008	0.039208163867909436	0.28199346642258355
nodL	iupac	Mixed-IUPAC	site	TOOL	5	0.012078947460000001	0.01098761685	0.005566855599999999	0.020061979700000006	0.03953289015351112	0.3055417252089576
nodL	iupac	Mixed-IUPAC	site	BLAN	9	0.013658622511111112	0.01411376715	4.2185e-6	0.037764546700000005	0.0427314161008044	0.3196388923524113
nodL	iupac	Mixed-IUPAC	site	TALL	8	0.01466897600714286	0.012874072650000006	3.0473e-6	0.026712859100000007	0.040377224879391924	0.3632982715122093
nodL	iupac	Mixed-IUPAC	site	DSNY	5	0.017623721599999996	0.016560525849999994	3.30552e-5	0.0330986199	0.040360035765777784	0.43666268539195796
nodL	iupac	Mixed-IUPAC	site	SCBI	9	0.01829250342222222	0.016354821150000004	7.5440999999999995e-6	0.036733445999999975	0.04174103299773754	0.4382379186258691
nodL	iupac	Mixed-IUPAC	site	DCFS	19	0.0412207000128655	0.009168561	4.3672e-6	0.2123236958	0.051301428208056846	0.8035000477119626
nodL	iupac	Mixed-IUPAC	site	OSBS	9	0.05040383879444445	0.0182849652	2.0316e-6	0.1517154858	0.053958817423780746	0.9341168172494169
nodL	iupac	Mixed-IUPAC	site	JERC	16	0.05534319493916666	0.020122987700000004	6.770000000000001e-6	0.27016675739999996	0.05730800157038553	0.9657149686365228
nodL	iupac	Mixed-IUPAC	site	OAES	57	0.09962177075827067	0.13382854160000002	0	0.2131271005	0.08129989088815537	1.2253616784716328
nodL	iupac	Mixed-IUPAC	site	CLBJ	8	0.14854308947857142	0.18373310295000006	0.0018941091	0.21332927950000005	0.10962507216813064	1.3550101864539956
nodL	iupac	Mixed-IUPAC	state	AL	12	0.012303787063636367	0.012716919350000005	3.0473e-6	0.026712859100000007	0.03914440060703366	0.3143179323947947
nodL	iupac	Mixed-IUPAC	state	Alaska	9	0.013589381705555556	0.013650461250000004	7.3335e-6	0.027345989399999996	0.04082282296576171	0.33288686862623473
nodL	iupac	Mixed-IUPAC	state	VA	18	0.01675206762156863	0.0159621238	4.2185e-6	0.0451649762	0.04328879707337536	0.3869839023979702
nodL	iupac	Mixed-IUPAC	state	Florida	5	0.017623721599999996	0.016560525849999994	3.30552e-5	0.0330986199	0.040360035765777784	0.43666268539195796
nodL	iupac	Mixed-IUPAC	state	ND	60	0.01995943458706215	0.009168274550000001	0	0.2123236958	0.04839881850066666	0.4123950791647367
nodL	iupac	Mixed-IUPAC	state	CO	17	0.04250231204117647	0.012355985900000008	0	0.17297929590000002	0.05232232370850592	0.8123169811410148
nodL	iupac	Mixed-IUPAC	state	FL	7	0.05978209406666667	0.05027890909999999	0.001906095	0.1517154858	0.05786847903235105	1.0330683485433552
nodL	iupac	Mixed-IUPAC	state	Georgia	14	0.06171728508901098	0.021922904299999997	6.770000000000001e-6	0.27016675739999996	0.05992542220376982	1.0299015479465148
nodL	iupac	Mixed-IUPAC	state	OK	57	0.09962177075827067	0.13382854160000002	0	0.2131271005	0.08129989088815537	1.2253616784716328
nodL	iupac	Mixed-IUPAC	state	TX	8	0.14854308947857142	0.18373310295000006	0.0018941091	0.21332927950000005	0.10962507216813064	1.3550101864539956
nodX	iupac	Mixed-IUPAC	closest_blast_genus	Rhizobium	133	0.03687544825586698	0.03574230505000001	0	0.2104096223	NA	NA
nodX	iupac	Mixed-IUPAC	site	BLAN	10	0.005939225242222222	0.005626779199999999	3.9336e-6	0.0123259002	0.03185178542138212	0.18646443719400474
nodX	iupac	Mixed-IUPAC	site	SCBI	6	0.008088069433333333	0.0093594443	9.227723e-4	0.0132912121	0.0317191430269029	0.2549901624540536
nodX	iupac	Mixed-IUPAC	site	ORNL	11	0.012180521410909093	1.4750999999999998e-5	0	0.035779525200000016	0.02971627697749629	0.40989392514187517
nodX	iupac	Mixed-IUPAC	site	OSBS	11	0.01225294235636364	1.1800799999999999e-5	0	0.03858503430000001	0.0301663505032787	0.4061791417238853
nodX	iupac	Mixed-IUPAC	site	JERC	15	0.021621491148571433	0.015462993100000001	4.917e-6	0.04358834540000002	0.032144375346045195	0.672636842863135
nodX	iupac	Mixed-IUPAC	site	DEJU	8	0.023054450675000008	0.039528674200000016	2.9502e-6	0.04045771750000002	0.030402769756500008	0.7583009988776119
nodX	iupac	Mixed-IUPAC	site	CLBJ	11	0.027003151294545457	0.0019748073	0	0.0851082959	0.03745608346758571	0.7209283191050617
nodX	iupac	Mixed-IUPAC	site	DELA	11	0.05092563985818182	0.0640565915	4.917e-6	0.09523399220000002	0.053693622452533535	0.9484485779144687
nodX	iupac	Mixed-IUPAC	site	DSNY	9	0.06051271315555555	0.045194719800000005	4.917e-6	0.1664180841	0.0472543173920251	1.2805753314250183
nodX	iupac	Mixed-IUPAC	site	TALL	8	0.08032547786785714	0.04042736210000001	8.8506e-6	0.18130935310000001	0.0605790830369	1.3259606095214282
nodX	iupac	Mixed-IUPAC	state	VA	16	0.006719261434999999	0.006529668349999999	3.9336e-6	0.0142638795	0.033393286680128205	0.2012159359862748
nodX	iupac	Mixed-IUPAC	state	FL	11	0.01225294235636364	1.1800799999999999e-5	0	0.03858503430000001	0.0301663505032787	0.4061791417238853
nodX	iupac	Mixed-IUPAC	state	TN	12	0.015413642401515154	0.005272540599999997	0	0.03762883030000001	0.029773768529545448	0.5176920209552819
nodX	iupac	Mixed-IUPAC	state	Alaska	13	0.02079615015128206	0.039519963000000005	0	0.04045771750000002	0.030623377039487185	0.6790939524555555
nodX	iupac	Mixed-IUPAC	state	Georgia	15	0.021621491148571433	0.015462993100000001	4.917e-6	0.04358834540000002	0.032144375346045195	0.672636842863135
nodX	iupac	Mixed-IUPAC	state	TX	11	0.027003151294545457	0.0019748073	0	0.0851082959	0.03745608346758571	0.7209283191050617
nodX	iupac	Mixed-IUPAC	state	Florida	9	0.06051271315555555	0.045194719800000005	4.917e-6	0.1664180841	0.0472543173920251	1.2805753314250183
nodX	iupac	Mixed-IUPAC	state	AL	19	0.06584581521403508	0.06406347529999999	2.9502e-6	0.18133626659999996	0.055501709469067406	1.1863745431252477
nodX	iupac	Mixed-IUPAC	state	ND	6	0.07281493810666666	0.008445542099999996	0.0028129902	0.20566671959999994	0.0558172430207349	1.3045240890815313
noeA	iupac	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	194	0.003374242866855404	0.0028874576000000006	0	0.012745202899999999	0.01765014402989691	0.19117367320855294
noeA	iupac	Mixed-IUPAC	site	BLAN	10	0.0015947940422222223	0.0014318056999999998	2e-6	0.0043238155000000006	0.003285067256270271	0.48546769907928317
noeA	iupac	Mixed-IUPAC	site	SCBI	8	0.0017909039964285715	0.0014336637499999996	2e-6	0.005009091100000002	0.0032108313806818176	0.5577695568828889
noeA	iupac	Mixed-IUPAC	site	CPER	12	0.0018276817	0.0014162708999999997	3e-6	0.005124464900000001	0.0029456722794171226	0.6204633532287082
noeA	iupac	Mixed-IUPAC	site	TALL	7	0.002115040942857144	0.002856697400000001	6.999999999999999e-6	0.0035818286000000024	0.00287128090775076	0.736619303652173
noeA	iupac	Mixed-IUPAC	site	OSBS	6	0.002480475986666668	0.0028633443000000013	4.9999999999999996e-6	0.004287297900000003	0.003029877094356262	0.8186721472257206
noeA	iupac	Mixed-IUPAC	site	CLBJ	6	0.002552597693333334	0.0025014565	4.9999999999999996e-6	0.005343413400000002	0.003686256532804234	0.6924633895166011
noeA	iupac	Mixed-IUPAC	site	JERC	7	0.0027290363333333347	0.003575204200000001	2e-6	0.0050027479000000034	0.003125699498556233	0.8730961932181522
noeA	iupac	Mixed-IUPAC	site	DSNY	7	0.0028704036476190483	0.002159002200000001	6.999999999999999e-6	0.005739560700000002	0.0032142375534954413	0.8930278487031931
noeA	iupac	Mixed-IUPAC	site	WOOD	27	0.0029632753601139604	0.0028633193000000006	2e-6	0.010034790099999998	0.0034869680725749547	0.8498143081435577
noeA	iupac	Mixed-IUPAC	site	OAES	41	0.0037059539121951216	0.0035770881000000017	2e-6	0.010863312099999996	0.0036790044217611655	1.0073252128414283
noeA	iupac	Mixed-IUPAC	site	DCFS	20	0.004445446357368421	0.0043074941999999995	3e-6	0.012745202899999999	0.004023116626142857	1.104975761448524
noeA	iupac	Mixed-IUPAC	site	NOGP	19	0.004493955409356726	0.0035640695000000015	2e-6	0.019263491799999997	0.00403648796743421	1.1133330374358341
noeA	iupac	Mixed-IUPAC	state	VA	18	0.0016779960653594773	0.0014318056999999996	2e-6	0.005761044300000001	0.003330550364469556	0.5038194537636801
noeA	iupac	Mixed-IUPAC	state	AL	11	0.0024202269854545462	0.0021487114000000016	6.077599999999999e-6	0.0057121090000000025	0.0030070983734189725	0.8048379816396986
noeA	iupac	Mixed-IUPAC	state	Georgia	5	0.0024397147200000014	0.0032214792000000016	2e-6	0.004295278600000002	0.0031406291028421057	0.7768235726377836
noeA	iupac	Mixed-IUPAC	state	TX	6	0.002552597693333334	0.0025014565	4.9999999999999996e-6	0.005343413400000002	0.003686256532804234	0.6924633895166011
noeA	iupac	Mixed-IUPAC	state	Florida	7	0.0028704036476190483	0.002159002200000001	6.999999999999999e-6	0.005739560700000002	0.0032142375534954413	0.8930278487031931
noeA	iupac	Mixed-IUPAC	state	CO	16	0.0031157066908333335	0.0029310645000000003	3e-6	0.008013323199999998	0.003396868130970671	0.9172292154723727
noeA	iupac	Mixed-IUPAC	state	Alaska	6	0.0034809475533333334	0.003569298600000001	2.28215e-5	0.007999735899999996	0.0034755406773368607	1.0015556934872694
noeA	iupac	Mixed-IUPAC	state	OK	41	0.0037059539121951216	0.0035770881000000017	2e-6	0.010863312099999996	0.0036790044217611655	1.0073252128414283
noeA	iupac	Mixed-IUPAC	state	ND	66	0.003918026289510489	0.0035620554000000016	2e-6	0.023622064600000003	0.0037460535610054045	1.0459077067918188
noeB	iupac	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	149	0.01369706077984763	0.0146742657	0	0.07360669269999999	NA	NA
noeB	iupac	Mixed-IUPAC	site	BLAN	8	0.006984562535714284	0.0045630780999999995	7.9404e-6	0.01728410649999999	0.011978852220390067	0.5830744387868277
noeB	iupac	Mixed-IUPAC	site	CPER	12	0.007426720689393937	0.00384312655	4.968e-6	0.023882507999999993	0.012218814013199505	0.6078102736788646
noeB	iupac	Mixed-IUPAC	site	SCBI	6	0.01048640443333333	0.015922798199999987	4.0512e-6	0.019688703100000003	0.012321573626223777	0.8510604855710403
noeB	iupac	Mixed-IUPAC	site	WOOD	25	0.012807198238666667	0.0120915735	2.9807999999999995e-6	0.034455865700000005	0.013799124812677421	0.9281167039594092
noeB	iupac	Mixed-IUPAC	site	DCFS	17	0.015069368538235296	0.0147287329	4.3225e-6	0.031881858000000006	0.01491542633168449	1.010321006126643
noeB	iupac	Mixed-IUPAC	site	NOGP	17	0.01561950884117647	0.012574929799999999	2.9807999999999995e-6	0.060941448800000006	0.014821615497549016	1.0538330888262077
noeB	iupac	Mixed-IUPAC	site	OAES	37	0.016203984058858856	0.016582722099999996	0	0.042660624700000004	0.01486202945798745	1.0902941690880708
noeB	iupac	Mixed-IUPAC	state	VA	14	0.008201456379120876	0.004898575	3.214e-6	0.019688703100000003	0.012326517486719576	0.6653506465193445
noeB	iupac	Mixed-IUPAC	state	CO	14	0.009304990652747251	0.0069550787	4.968e-6	0.023882507999999993	0.012643376812804233	0.7359577105480141
noeB	iupac	Mixed-IUPAC	state	AL	6	0.009364158266666665	0.015211165200000001	0	0.015917788099999993	0.011268684534032633	0.8309894769337011
noeB	iupac	Mixed-IUPAC	state	ND	59	0.014876028743074228	0.013617478	0	0.0670037251	0.014055203769435025	1.0584000763777044
noeB	iupac	Mixed-IUPAC	state	OK	37	0.016203984058858856	0.016582722099999996	0	0.042660624700000004	0.01486202945798745	1.0902941690880708
nolF	iupac	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	209	0.007538047809771807	0.007324166899999998	0	0.0566348374	NA	NA
nolF	iupac	Mixed-IUPAC	site	SCBI	9	9.490325722222224e-4	9.7335075e-4	4.1829e-6	0.002038042300000001	0.007843091975888896	0.12100235151388289
nolF	iupac	Mixed-IUPAC	site	TOOL	7	0.002864798333333333	0.0030764436999999997	0.0010109488999999995	0.006259964199999999	0.007009188710820369	0.40872038855378906
nolF	iupac	Mixed-IUPAC	site	DSNY	8	0.004137366460714287	0.00115452935	5.4605e-6	0.014598676900000003	0.008128238798445278	0.5090114308041317
nolF	iupac	Mixed-IUPAC	site	DCFS	20	0.005139841887894737	0.004289216950000001	1.962e-6	0.0147105324	0.007879410462301588	0.6523130013959676
nolF	iupac	Mixed-IUPAC	site	WOOD	30	0.005434670295632184	0.0041408278	1.962e-6	0.016522548200000015	0.0072088005762756075	0.7538938327019139
nolF	iupac	Mixed-IUPAC	site	CPER	13	0.005999890953846156	0.0036739961000000006	4.2193e-6	0.014558185800000002	0.007295977848822607	0.8223559717652366
nolF	iupac	Mixed-IUPAC	site	OAES	39	0.006022571226180837	0.004142519199999998	1.962e-6	0.017883939200000004	0.007466774272202116	0.8065827366178902
nolF	iupac	Mixed-IUPAC	site	BLAN	12	0.006098182228787881	0.0032953367999999997	4.7289e-6	0.015832553300000003	0.007960253515439933	0.7660788964773138
nolF	iupac	Mixed-IUPAC	site	CLBJ	5	0.0066355329200000045	0.010409477400000006	1.962e-6	0.011381150600000008	0.006891130403627453	0.9629092081187575
nolF	iupac	Mixed-IUPAC	site	TALL	9	0.006662263727777781	0.006238313700000003	4.9362e-6	0.013508787400000008	0.007358967922555558	0.9053258280087961
nolF	iupac	Mixed-IUPAC	site	JERC	10	0.0067529032688888905	0.005143060499999998	7.9652e-6	0.016579167400000008	0.007595246978140707	0.8890959422812581
nolF	iupac	Mixed-IUPAC	site	OSBS	6	0.00789949068666667	0.012383932400000004	3.924e-6	0.015454072900000008	0.007791038319950741	1.0139201428952302
nolF	iupac	Mixed-IUPAC	site	NOGP	18	0.01122677069738562	0.0072244679999999995	0	0.05340956959999999	0.009336764574432811	1.20242623747077
nolF	iupac	Mixed-IUPAC	state	VA	21	0.004076913780952382	0.0019869858000000004	2.9663000000000003e-6	0.015832553300000003	0.008129835734169205	0.5014755419740354
nolF	iupac	Mixed-IUPAC	state	Florida	8	0.004137366460714287	0.00115452935	5.4605e-6	0.014598676900000003	0.008128238798445278	0.5090114308041317
nolF	iupac	Mixed-IUPAC	state	Alaska	10	0.004905581493333334	0.003190497300000001	7.9652e-6	0.015518243000000006	0.007441548073165833	0.6592151854830884
nolF	iupac	Mixed-IUPAC	state	OK	39	0.006022571226180837	0.004142519199999998	1.962e-6	0.017883939200000004	0.007466774272202116	0.8065827366178902
nolF	iupac	Mixed-IUPAC	state	TX	5	0.0066355329200000045	0.010409477400000006	1.962e-6	0.011381150600000008	0.006891130403627453	0.9629092081187575
nolF	iupac	Mixed-IUPAC	state	CO	18	0.006746472173202616	0.0063077898000000006	4.2193e-6	0.01676885360000001	0.007402171816259455	0.9114179379602426
nolF	iupac	Mixed-IUPAC	state	Georgia	8	0.006761807750000002	0.00468030685	0.0010101325999999995	0.013504998500000007	0.00720802946131841	0.9380938002940973
nolF	iupac	Mixed-IUPAC	state	AL	12	0.007502335601515154	0.00724622435	4.9362e-6	0.015549491800000008	0.0074099082636632846	1.0124734793688492
nolF	iupac	Mixed-IUPAC	state	ND	68	0.008130309013169449	0.0074538064000000005	0	0.055502742599999995	0.0076835872228827725	1.0581397434984896
nolG	iupac	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	229	0.007963405515421731	0.008304215299999999	0	0.0389212735	NA	NA
nolG	iupac	Mixed-IUPAC	site	BLAN	11	0.0032928718545454545	0.0027245169999999997	9.4975e-6	0.009512090500000002	0.006863524654378646	0.4797639726470186
nolG	iupac	Mixed-IUPAC	site	DSNY	10	0.003920926177777778	0.0027311239	3.9241689999999996e-4	0.012302393299999997	0.008011728429680363	0.489398288046342
nolG	iupac	Mixed-IUPAC	site	WOOD	30	0.00463006620413793	0.0027247607999999995	0	0.011176524799999997	0.006959065108475717	0.6653287664313978
nolG	iupac	Mixed-IUPAC	site	SCBI	10	0.004833852797777778	0.004478641199999999	1.47046e-5	0.010859781000000004	0.007309751790547946	0.6612882265069944
nolG	iupac	Mixed-IUPAC	site	TALL	11	0.005146612254545454	0.0035942358999999998	1.10178e-5	0.015729649800000002	0.007430998530150127	0.6925869025089793
nolG	iupac	Mixed-IUPAC	site	TOOL	8	0.006587576853571429	0.006911834949999999	3.871203e-4	0.013517577800000003	0.007905545365441177	0.8332855671626144
nolG	iupac	Mixed-IUPAC	site	CPER	13	0.0071959236102564095	0.00781683255	4.1674e-6	0.0144429257	0.007417065109045583	0.9701847704532784
nolG	iupac	Mixed-IUPAC	site	JERC	16	0.0073698761483333335	0.008201458049999999	8.897600000000001e-6	0.0160390819	0.00856734551948357	0.8602286591071888
nolG	iupac	Mixed-IUPAC	site	OAES	42	0.00787332858641115	0.0079261146	0	0.0220170265	0.00912809755893812	0.8625377342403274
nolG	iupac	Mixed-IUPAC	site	OSBS	8	0.008321316846428572	0.00983136405	3.2202e-6	0.016135716300000002	0.008481020489423077	0.9811692893333206
nolG	iupac	Mixed-IUPAC	site	NOGP	19	0.008336321243274852	0.007910285900000003	0	0.0305503679	0.008190626243233082	1.01778801714486
nolG	iupac	Mixed-IUPAC	site	DCFS	21	0.008834591729523809	0.0063576591	4.715400000000001e-6	0.022023504399999998	0.008700435373969782	1.015419499115573
nolG	iupac	Mixed-IUPAC	site	CLBJ	5	0.00927915004	0.0135130742	7.917879e-4	0.015850192399999997	0.008439404329732142	1.0995029598604988
nolG	iupac	Mixed-IUPAC	state	Florida	10	0.003920926177777778	0.0027311239	3.9241689999999996e-4	0.012302393299999997	0.008011728429680363	0.489398288046342
nolG	iupac	Mixed-IUPAC	state	VA	21	0.003989616462857143	0.00316891895	5.5413e-6	0.010859781000000004	0.007231848050343408	0.551673159486211
nolG	iupac	Mixed-IUPAC	state	Alaska	10	0.00659243954	0.006838305899999999	3.871203e-4	0.013517577800000003	0.007654840919589042	0.8612118278160015
nolG	iupac	Mixed-IUPAC	state	AL	14	0.00690451192967033	0.007517852700000001	1.10178e-5	0.0173830575	0.007547399130697676	0.914820034041592
nolG	iupac	Mixed-IUPAC	state	ND	70	0.00726119628662526	0.007118878999999999	0	0.032971638600000006	0.007883903777753814	0.9210153359702764
nolG	iupac	Mixed-IUPAC	state	OK	42	0.00787332858641115	0.0079261146	0	0.0220170265	0.00912809755893812	0.8625377342403274
nolG	iupac	Mixed-IUPAC	state	Georgia	12	0.008047441486363636	0.009853758050000001	8.897600000000001e-6	0.0158661285	0.008465386855645159	0.9506289108331989
nolG	iupac	Mixed-IUPAC	state	CO	19	0.008694914265497075	0.0090844147	4.1674e-6	0.0177011407	0.008247086213433582	1.0543013666249823
nolG	iupac	Mixed-IUPAC	state	TX	5	0.00927915004	0.0135130742	7.917879e-4	0.015850192399999997	0.008439404329732142	1.0995029598604988
nifD	strict	Strict single-dominant	closest_blast_genus	Bradyrhizobium	6	0.06024921482666666	0.06267252069999998	0.0150785285	0.1079040817	0.20729002232524366	0.29065178415647047
nifD	strict	Strict single-dominant	closest_blast_genus	Azorhizobium	16	0.0678799248575	0.058100099749999995	0.0066090022	0.1936996097	0.22316070227492474	0.30417508174837493
nifD	strict	Strict single-dominant	closest_blast_genus	Microvirga	107	0.19258783442997712	0.22069643599999997	3.5436999999999996e-6	0.44270693010000006	0.24468082477452974	0.7870981904995799
nifD	strict	Strict single-dominant	closest_blast_genus	Mesorhizobium	104	0.19399036467141523	0.19695329945	7.2669e-6	0.503650767	0.24771759082034991	0.78311097741985225
nifD	strict	Strict single-dominant	closest_blast_genus	Sinorhizobium	88	0.22798126857228318	0.21536965209999998	4.2068e-6	0.5825466859	0.2931348073269143	0.7777352360548244
nifD	strict	Strict single-dominant	closest_blast_genus	Rhizobium	19	0.2424211866269006	0.204515286	5.3721e-6	0.6877460564	0.2963508565593665	0.8180208737758029
nifD	strict	Strict single-dominant	site	CPER	6	0.012591940266666667	0.013037321400000001	4.2068e-6	0.023708167699999998	0.2565777594726121	0.04907650722552502
nifD	strict	Strict single-dominant	site	NOGP	11	0.021368112352727273	0.0084110148	0.0015353357	0.0889189754	0.26310013704094953	0.08121665230984464
nifD	strict	Strict single-dominant	site	SRER	23	0.05009856983083004	0.0356235181	3.5436999999999996e-6	0.15325930880000002	0.22890305716090975	0.21886369912313025
nifD	strict	Strict single-dominant	site	OAES	53	0.16752330371756166	0.19176672790000002	5.3721e-6	0.4399951619000001	0.23871952064046045	0.701757875803845
nifD	strict	Strict single-dominant	site	DCFS	9	0.16913499713333335	0.0715397781	9.513694e-4	0.41367975030000004	0.26500740254087185	0.6382274438814887
nifD	strict	Strict single-dominant	site	DSNY	21	0.18190351764190477	0.1802386002	0.0092390581	0.41512661250000005	0.23669445763774574	0.7685161683012579
nifD	strict	Strict single-dominant	site	WOOD	10	0.18526565356666666	0.25179576400000003	0.0030389748999999997	0.34953186799999997	0.2448568031764497	0.7566285729588643
nifD	strict	Strict single-dominant	site	TOOL	20	0.20316088674578947	0.2499145887	7.637393e-4	0.4267394339	0.2506088006477744	0.8106694027530501
nifD	strict	Strict single-dominant	site	KONZ	10	0.2057916710977778	0.2512169069	0.0030881969000000004	0.36709789559999995	0.23377967651355028	0.8802804168729772
nifD	strict	Strict single-dominant	site	OSBS	27	0.20919934839772078	0.20517848909999997	0.0214281405	0.5449160529	0.24027844739891543	0.8706538212742966
nifD	strict	Strict single-dominant	site	JERC	64	0.2178556960450396	0.22813203180000002	0.0018640177000000002	0.5239094695000001	0.2431241439310189	0.8960677147180057
nifD	strict	Strict single-dominant	site	LENO	8	0.23375761994642855	0.28863800325	0.007419713499999999	0.36202289449999997	0.27213678370970584	0.8589710540409077
nifD	strict	Strict single-dominant	site	TALL	13	0.24439942023076924	0.25950996545000005	0.0220450166	0.38594156360000004	0.24819546409419055	0.9847054261153593
nifD	strict	Strict single-dominant	site	CLBJ	18	0.26340062875751635	0.28116791950000003	0.0031453441	0.5639516352	0.2606654796670034	1.0104929471060269
nifD	strict	Strict single-dominant	site	DEJU	13	0.283302083525641	0.31431814294999993	0.0232409637	0.4323844952	0.27752411660027554	1.0208196930636035
