gene	tree_set_label	label_type	group	n_tips	mean_within_tree_distance	mean_between_group_distance	within_between_ratio	interpretation
nifJ	Strict single-dominant	state	Alaska	92	0.020267210132632593	0.05870579790881773	0.34523353492463843	strong close grouping
nodL	Strict single-dominant	state	ND	59	0.019473687023962592	0.05624230282566111	0.34624626029852973	strong close grouping
nodL	Strict single-dominant	state	AL	12	0.016062332743939395	0.046152369084885604	0.34802834745919103	strong close grouping
nifD	Mixed-IUPAC	site	JORN	12	0.09545203685909091	0.2705429586351814	0.3528165631832428	strong close grouping
nifD	Mixed-IUPAC	state	New Mexico	12	0.09545203685909091	0.2705429586351814	0.3528165631832428	strong close grouping
nodL	Strict single-dominant	state	VA	17	0.01707939136029412	0.047782100702660354	0.3574432917166238	strong close grouping
nifJ	Mixed-IUPAC	state	P.R	11	0.01550129169818182	0.043124163255558755	0.3594572167422561	strong close grouping
nifJ	Strict single-dominant	site	BONA	25	0.014341648987333332	0.039757076520794896	0.36073198138278473	strong close grouping
nifK	Strict single-dominant	site	LENO	6	0.11726752748666668	0.32358090963827013	0.362405580779656	strong close grouping
nodL	Mixed-IUPAC	site	TALL	8	0.01466897600714286	0.040377224879391924	0.3632982715122093	strong close grouping
nifJ	Mixed-IUPAC	state	Alaska	135	0.023180775731166392	0.06137116952811698	0.3777144204583914	strong close grouping
nodL	Mixed-IUPAC	state	VA	18	0.01675206762156863	0.04328879707337536	0.3869839023979702	strong close grouping
nodX	Strict single-dominant	site	OSBS	11	0.013442423778181818	0.03422819352503854	0.3927295715547607	strong close grouping
nodX	Strict single-dominant	state	FL	11	0.013442423778181818	0.03422819352503854	0.3927295715547607	strong close grouping
nifH	Mixed-IUPAC	site	JORN	12	0.0828294184060606	0.20879695059953043	0.39669841043285275	strong close grouping
nifH	Mixed-IUPAC	state	New Mexico	12	0.0828294184060606	0.20879695059953043	0.39669841043285275	strong close grouping
nifJ	Mixed-IUPAC	site	BONA	36	0.018339464722222223	0.046016386542618304	0.3985420433922389	strong close grouping
nodL	Strict single-dominant	site	DSNY	5	0.01892144942	0.0467200650651185	0.40499621294677685	strong close grouping
nodL	Strict single-dominant	state	Florida	5	0.01892144942	0.0467200650651185	0.40499621294677685	strong close grouping
nodX	Mixed-IUPAC	site	OSBS	11	0.01225294235636364	0.0301663505032787	0.4061791417238853	strong close grouping
nodX	Mixed-IUPAC	state	FL	11	0.01225294235636364	0.0301663505032787	0.4061791417238853	strong close grouping
nolF	Mixed-IUPAC	site	TOOL	7	0.002864798333333333	0.007009188710820369	0.40872038855378906	strong close grouping
nodX	Mixed-IUPAC	site	ORNL	11	0.012180521410909093	0.02971627697749629	0.40989392514187517	strong close grouping
nifD	Mixed-IUPAC	closest_blast_genus	Azorhizobium	37	0.1038925963900901	0.25335072879453774	0.4100741958960176	strong close grouping
nodL	Mixed-IUPAC	state	ND	60	0.01995943458706215	0.04839881850066666	0.4123950791647367	strong close grouping
nifK	Strict single-dominant	site	CPER	8	0.13705073988571426	0.331444185021868	0.41349568367498113	strong close grouping
nodL	Strict single-dominant	site	SCBI	9	0.019728039655555557	0.04755267896162103	0.41486705031861043	strong close grouping
nodX	Strict single-dominant	site	ORNL	11	0.014456182818181815	0.034020198446918316	0.42492940894327186	strong close grouping
nodL	Strict single-dominant	site	TALL	8	0.020081565167857144	0.0471364386605769	0.42603059837553214	strong close grouping
nodL	Mixed-IUPAC	site	DSNY	5	0.017623721599999996	0.040360035765777784	0.43666268539195796	strong close grouping
nodL	Mixed-IUPAC	state	Florida	5	0.017623721599999996	0.040360035765777784	0.43666268539195796	strong close grouping
nolG	Strict single-dominant	site	DSNY	9	0.0035654633111111113	0.008139391519155093	0.4380503509040222	strong close grouping
nolG	Strict single-dominant	state	Florida	9	0.0035654633111111113	0.008139391519155093	0.4380503509040222	strong close grouping
nodL	Mixed-IUPAC	site	SCBI	9	0.01829250342222222	0.04174103299773754	0.4382379186258691	strong close grouping
nifH	Mixed-IUPAC	site	KONA	9	0.08449883472222218	0.19100339453964105	0.44239441359606413	strong close grouping
nifK	Strict single-dominant	site	DCFS	10	0.15174438539333332	0.3406162904413708	0.44549949503795855	strong close grouping
nifK	Mixed-IUPAC	state	ND	72	0.15086709925121283	0.33516788318861684	0.45012397314426417	strong close grouping
nolF	Strict single-dominant	site	SCBI	9	0.0031592201500000006	0.006908761303629258	0.45727736292472904	strong close grouping
nifD	Mixed-IUPAC	site	CPER	15	0.13937086027238094	0.30212036447947543	0.4613090564500795	strong close grouping
nolG	Strict single-dominant	state	VA	20	0.0037334798242105263	0.007915999755138126	0.4716371828823258	strong close grouping
nolG	Mixed-IUPAC	site	BLAN	11	0.0032928718545454545	0.006863524654378646	0.4797639726470186	strong close grouping
nifD	Strict single-dominant	state	ND	30	0.1275681176737931	0.26537564428685534	0.48070770781021466	strong close grouping
nolF	Strict single-dominant	site	TOOL	7	0.0031297724571428573	0.006470929386069653	0.4836666065125824	strong close grouping
noeA	Mixed-IUPAC	site	BLAN	10	0.0015947940422222223	0.003285067256270271	0.48546769907928317	strong close grouping
noeB	Strict single-dominant	site	BLAN	8	0.006489663121428573	0.013335863115524194	0.48663240355804166	strong close grouping
nifH	Mixed-IUPAC	site	CPER	15	0.13660108135619048	0.27953765959374044	0.4886679009716132	strong close grouping
nolG	Mixed-IUPAC	site	DSNY	10	0.003920926177777778	0.008011728429680363	0.489398288046342	strong close grouping
nolG	Mixed-IUPAC	state	Florida	10	0.003920926177777778	0.008011728429680363	0.489398288046342	strong close grouping
nolG	Strict single-dominant	site	TALL	10	0.0036106169711111113	0.007310190575130888	0.4939155736095791	strong close grouping
nifK	Mixed-IUPAC	site	WOOD	31	0.16119476002236557	0.32567801114673783	0.49495131542589005	strong close grouping
nolF	Mixed-IUPAC	state	VA	21	0.004076913780952382	0.008129835734169205	0.5014755419740354	moderate close grouping
noeA	Mixed-IUPAC	state	VA	18	0.0016779960653594773	0.003330550364469556	0.5038194537636801	moderate close grouping
nolF	Mixed-IUPAC	site	DSNY	8	0.004137366460714287	0.008128238798445278	0.5090114308041317	moderate close grouping
nolF	Mixed-IUPAC	state	Florida	8	0.004137366460714287	0.008128238798445278	0.5090114308041317	moderate close grouping
nifD	Mixed-IUPAC	site	NOGP	21	0.15194656226571426	0.29685131531001546	0.5118608354725648	moderate close grouping
nodX	Mixed-IUPAC	state	TN	12	0.015413642401515154	0.029773768529545448	0.5176920209552819	moderate close grouping
nifK	Strict single-dominant	closest_blast_genus	Sinorhizobium	180	0.2170140388452946	0.41256562568708083	0.5260109551877536	moderate close grouping
nifH	Strict single-dominant	site	TOOL	28	0.11370698740767196	0.21122323322706918	0.5383261380410491	moderate close grouping
nodX	Strict single-dominant	state	TN	12	0.018444111275757572	0.03413676582350428	0.5403004892472326	moderate close grouping
nolG	Mixed-IUPAC	state	VA	21	0.003989616462857143	0.007231848050343408	0.551673159486211	moderate close grouping
nodL	Strict single-dominant	closest_blast_genus	Rhizobium	20	0.10946019157052632	0.19646057044928572	0.5571611205251099	moderate close grouping
noeA	Mixed-IUPAC	site	SCBI	8	0.0017909039964285715	0.0032108313806818176	0.5577695568828889	moderate close grouping
nifK	Mixed-IUPAC	site	DCFS	23	0.18537278299367582	0.33107303462216603	0.5599150749478307	moderate close grouping
nifK	Mixed-IUPAC	state	CA	10	0.20965039577111108	0.3728198248707485	0.5623370373176748	moderate close grouping
nolF	Strict single-dominant	site	DSNY	8	0.0046356854178571435	0.008056866026874998	0.575370795839729	moderate close grouping
nolF	Strict single-dominant	state	Florida	8	0.0046356854178571435	0.008056866026874998	0.575370795839729	moderate close grouping
nifK	Strict single-dominant	closest_blast_genus	Microvirga	62	0.17878544817451084	0.31011656681840255	0.576510471558276	moderate close grouping
noeB	Strict single-dominant	state	VA	14	0.0077881395659340664	0.013470825319733657	0.5781486568996689	moderate close grouping
noeB	Mixed-IUPAC	site	BLAN	8	0.006984562535714284	0.011978852220390067	0.5830744387868277	moderate close grouping
nifD	Mixed-IUPAC	site	KONA	9	0.15918599081666676	0.2713252091487285	0.5866981225817761	moderate close grouping
nifK	Strict single-dominant	site	DELA	5	0.20776303618	0.35359896247999995	0.5875668715847868	moderate close grouping
nifK	Strict single-dominant	closest_blast_genus	Mesorhizobium	165	0.22798800693416116	0.38490663916160966	0.5923202764981055	moderate close grouping
noeA	Strict single-dominant	site	BLAN	10	0.002634852917777778	0.004430276237540988	0.5947378394716636	moderate close grouping
nifH	Strict single-dominant	site	RMNP	5	0.11587013755999999	0.1935093975027225	0.5987829999748193	moderate close grouping
nifK	Strict single-dominant	site	KONZ	11	0.20188316234545456	0.3363087351788083	0.6002911647183874	moderate close grouping
nolG	Strict single-dominant	site	WOOD	29	0.004421866749261083	0.007324314428789097	0.603724320173968	moderate close grouping
noeB	Mixed-IUPAC	site	CPER	12	0.007426720689393937	0.012218814013199505	0.6078102736788646	moderate close grouping
nifD	Mixed-IUPAC	closest_blast_genus	Methylobacterium	17	0.1718586506632353	0.2821939763485915	0.6090089267211712	moderate close grouping
nifH	Strict single-dominant	state	ND	23	0.16619522855652172	0.2715249742694457	0.612080818730137	moderate close grouping
nifK	Mixed-IUPAC	site	SJER	6	0.23696623074666662	0.3868143729187699	0.6126096839644295	moderate close grouping
nifH	Strict single-dominant	site	DEJU	13	0.15806149093333333	0.256358649722501	0.6165639080422259	moderate close grouping
nifK	Mixed-IUPAC	site	TOOL	66	0.19751033070797203	0.31994445568199925	0.6173269365989028	moderate close grouping
noeA	Mixed-IUPAC	site	CPER	12	0.0018276817	0.0029456722794171226	0.6204633532287082	moderate close grouping
nodL	Strict single-dominant	state	CO	16	0.03321355759833333	0.05344217106031247	0.6214859340360627	moderate close grouping
nifK	Mixed-IUPAC	closest_blast_genus	Microvirga	176	0.19659219530001296	0.3146181321251238	0.62485971158785	moderate close grouping
nifK	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	354	0.2348154915822235	0.3721545279071427	0.6309623394957402	moderate close grouping
noeA	Strict single-dominant	site	CPER	11	0.002448442941818182	0.0038769341883616365	0.6315410122689948	moderate close grouping
nifD	Mixed-IUPAC	site	DCFS	23	0.19170881680395255	0.30334851795981066	0.6319754521739619	moderate close grouping
noeA	Strict single-dominant	site	CLBJ	6	0.002869974586666667	0.004540894316755794	0.632028491849398	moderate close grouping
noeA	Strict single-dominant	state	TX	6	0.002869974586666667	0.004540894316755794	0.632028491849398	moderate close grouping
