tree_set	tree_set_label	gene	sample_id	tip_label	closest_genus_report	nearest_neighbor_tip	nearest_neighbor_sample_id	nearest_neighbor_closest_genus	nearest_neighbor_distance	nearest_neighbor_same_blast_genus	nearest_neighbor_tie_count	sample_type	site	state	host_genus	host_tribe	native_status
iupac	Mixed-IUPAC	nifH	OSBS-58-1-Ro	OSBS-58-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	DSNY-66-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	DSNY-66-1-Rh	Bradyrhizobium	0.006546770899999999	TRUE	1	root	OSBS	FL	Stylosanthes	Dalbergieae	yes
iupac	Mixed-IUPAC	nifH	JERC-49-2-Rh	JERC-49-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	JERC-GAVO-33-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-GAVO-33-1-Rh	Bradyrhizobium	4.6561e-6	TRUE	1	rhizosphere	JERC	Georgia	Stylosanthes	Dalbergieae	yes
iupac	Mixed-IUPAC	nifH	JERC-GAVO-33-1-Rh	JERC-GAVO-33-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	JERC-49-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-49-2-Rh	Bradyrhizobium	4.6561e-6	TRUE	1	rhizosphere	JERC	Georgia	Galactia	Diocleae	yes
iupac	Mixed-IUPAC	nifH	DSNY-70-1-Rh	DSNY-70-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	JERC-47-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-47-2-Rh	Bradyrhizobium	0.0013077279	TRUE	1	rhizosphere	DSNY	Florida	Indigofera	Indigofereae	no
iupac	Mixed-IUPAC	nifH	JERC-25-1-Ro	JERC-25-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-47-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-47-2-Rh	Bradyrhizobium	0.0028695676	FALSE	1	root	JERC	Georgia	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	JERC-47-2-Rh	JERC-47-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	DSNY-70-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	DSNY-70-1-Rh	Bradyrhizobium	0.0013077279	TRUE	1	rhizosphere	JERC	Georgia	Indigofera	Indigofereae	no
iupac	Mixed-IUPAC	nifH	DSNY-83-5-Rh	DSNY-83-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-121-No|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-121-No	Mesorhizobium	0.0263652682	TRUE	1	rhizosphere	DSNY	Florida	Alysicarpus	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	JERC-121-No	JERC-121-No|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	TALL-49-1-Rh|nifH|consensus50|pass_single_dominant	TALL-49-1-Rh	Bradyrhizobium	0.012075580499999999	FALSE	1	nodule	JERC	Georgia	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	TALL-49-1-Rh	TALL-49-1-Rh|nifH|consensus50|pass_single_dominant	Bradyrhizobium	JERC-121-No|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-121-No	Mesorhizobium	0.012075580499999999	FALSE	1	rhizosphere	TALL	AL	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	JERC-122-Ro	JERC-122-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	TALL-47-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	TALL-47-2-Rh	Mesorhizobium	0.026294513699999997	TRUE	1	root	JERC	Georgia	Lespedeza	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	TALL-47-2-Rh	TALL-47-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	ORNL-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	ORNL-1-1-Ro	Mesorhizobium	0.0162386489	TRUE	1	rhizosphere	TALL	AL	Chamaecrista	Cassieae	yes
iupac	Mixed-IUPAC	nifH	ORNL-1-1-Ro	ORNL-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-119-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-119-Rh	Mesorhizobium	0.014531406599999998	TRUE	1	root	ORNL	TN	Elaeagnus	actinorhizal	no
iupac	Mixed-IUPAC	nifH	JERC-119-Rh	JERC-119-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	KONZ-7-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	KONZ-7-1-Rh	Mesorhizobium	0.0052972351000000004	TRUE	1	rhizosphere	JERC	Georgia	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	JERC-138-Ro	JERC-138-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-98-1-Rh|nifH|consensus50|pass_single_dominant	JERC-98-1-Rh	Mesorhizobium	0.0106243195	TRUE	1	root	JERC	Georgia	Crotalaria	Crotalarieae	yes
iupac	Mixed-IUPAC	nifH	JERC-98-1-Rh	JERC-98-1-Rh|nifH|consensus50|pass_single_dominant	Mesorhizobium	JERC-138-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-138-Ro	Mesorhizobium	0.0106243195	TRUE	1	rhizosphere	JERC	Georgia	Lespedeza	Desmodieae	no
iupac	Mixed-IUPAC	nifH	JERC-161-No	JERC-161-No|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-155-No|nifH|consensus50|pass_single_dominant	JERC-155-No	Mesorhizobium	0.0155496747	TRUE	1	nodule	JERC	Georgia	Rhynchosia	Phaseoleae	yes
iupac	Mixed-IUPAC	nifH	JERC-99-1-Rh	JERC-99-1-Rh|nifH|consensus50|pass_single_dominant	Mesorhizobium	JERC-161-No|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-161-No	Mesorhizobium	0.015624445300000001	TRUE	1	rhizosphere	JERC	Georgia	Lespedeza	Desmodieae	no
iupac	Mixed-IUPAC	nifH	JERC-155-No	JERC-155-No|nifH|consensus50|pass_single_dominant	Mesorhizobium	JERC-119-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-119-Rh	Mesorhizobium	0.007114424	TRUE	1	nodule	JERC	Georgia	Rhynchosia	Phaseoleae	yes
iupac	Mixed-IUPAC	nifH	KONZ-7-1-Rh	KONZ-7-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-119-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-119-Rh	Mesorhizobium	0.0052972351000000004	TRUE	1	rhizosphere	KONZ	KS	Lespedeza	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	OSBS-58-1-Rh	OSBS-58-1-Rh|nifH|consensus50|pass_single_dominant	Bradyrhizobium	JERC-119-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-119-Rh	Mesorhizobium	0.0206325209	FALSE	1	rhizosphere	OSBS	FL	Stylosanthes	Dalbergieae	yes
iupac	Mixed-IUPAC	nifH	JERC-177-Ro	JERC-177-Ro|nifH|consensus50|pass_single_dominant	Bradyrhizobium	JERC-47-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-47-2-Rh	Bradyrhizobium	0.0065516219	TRUE	1	root	JERC	Georgia	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	JERC-DEST-32-1-Ro	JERC-DEST-32-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	JERC-47-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-47-2-Rh	Bradyrhizobium	0.008529335899999999	TRUE	1	root	JERC	Georgia	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	BONA-8-Ro	BONA-8-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	DSNY-65-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	DSNY-65-1-Ro	Mesorhizobium	0.0416694152	TRUE	1	root	BONA	Alaska	Alnus	actinorhizal	yes
iupac	Mixed-IUPAC	nifH	DSNY-65-1-Ro	DSNY-65-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	DSNY-66-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	DSNY-66-1-Ro	Mesorhizobium	0.0171366464	TRUE	1	root	DSNY	Florida	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	JERC-98-1-Ro	JERC-98-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	DSNY-65-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	DSNY-65-1-Ro	Mesorhizobium	0.0204636154	TRUE	1	root	JERC	Georgia	Lespedeza	Desmodieae	no
iupac	Mixed-IUPAC	nifH	DSNY-66-1-Ro	DSNY-66-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	DSNY-65-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	DSNY-65-1-Ro	Mesorhizobium	0.0171366464	TRUE	1	root	DSNY	Florida	Chamaecrista	Cassieae	yes
iupac	Mixed-IUPAC	nifH	ORNL-12-1-No	ORNL-12-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	DSNY-65-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	DSNY-65-1-Ro	Mesorhizobium	0.029246475799999998	TRUE	1	nodule	ORNL	TN	Lespedeza	Desmodieae	no
iupac	Mixed-IUPAC	nifH	OSBS-4-3-Rh	OSBS-4-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	DELA-2-2-No|nifH|consensus50|pass_single_dominant	DELA-2-2-No	Bradyrhizobium	0.035792957300000004	FALSE	1	rhizosphere	OSBS	FL	Morella	actinorhizal	yes
iupac	Mixed-IUPAC	nifH	JERC-127-2-Ro	JERC-127-2-Ro|nifH|consensus50|pass_single_dominant	Mesorhizobium	JERC-172-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-172-2-No	Mesorhizobium	0.0086611802	TRUE	1	root	JERC	Georgia	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	JERC-172-2-No	JERC-172-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-127-2-Ro|nifH|consensus50|pass_single_dominant	JERC-127-2-Ro	Mesorhizobium	0.0086611802	TRUE	1	nodule	JERC	Georgia	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	JERC-27-2-No	JERC-27-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-172-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-172-2-No	Mesorhizobium	0.0113978759	TRUE	1	nodule	JERC	Georgia	Chamaecrista	Cassieae	yes
iupac	Mixed-IUPAC	nifH	JERC-171-Ro	JERC-171-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-27-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-27-2-No	Mesorhizobium	0.0149998552	TRUE	1	root	JERC	Georgia	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	DELA-2-2-No	DELA-2-2-No|nifH|consensus50|pass_single_dominant	Bradyrhizobium	JERC-CLMA-62-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-CLMA-62-5-Rh	Mesorhizobium	0.0138673735	FALSE	1	nodule	DELA	AL	Lespedeza	Desmodieae	no
iupac	Mixed-IUPAC	nifH	JERC-CLMA-62-5-Rh	JERC-CLMA-62-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	SCBI-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	SCBI-6-1-Ro	Mesorhizobium	0.008325306900000001	TRUE	1	rhizosphere	JERC	Georgia	Clitoria	Phaseoleae	yes
iupac	Mixed-IUPAC	nifH	SCBI-6-1-Ro	SCBI-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-CLMA-62-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-CLMA-62-5-Rh	Mesorhizobium	0.008325306900000001	TRUE	1	root	SCBI	VA	Amphicarpaea	Phaseoleae	yes
iupac	Mixed-IUPAC	nifH	DSNY-31-1-Ro	DSNY-31-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	KONZ-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	KONZ-2-1-Ro	Rhizobium	0.027023549799999998	FALSE	1	root	DSNY	Florida	Macroptilium	Phaseoleae	yes
iupac	Mixed-IUPAC	nifH	KONZ-2-1-Ro	KONZ-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Rhizobium	DSNY-GAEL-33-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	DSNY-GAEL-33-1-Ro	Rhizobium	0.0224266123	TRUE	1	root	KONZ	KS	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	JERC-51-1-No	JERC-51-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	Sinorhizobium	DSNY-GAEL-33-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	DSNY-GAEL-33-1-Ro	Rhizobium	0.0324857855	FALSE	1	nodule	JERC	Georgia	Galactia	Diocleae	yes
iupac	Mixed-IUPAC	nifH	DSNY-GAEL-33-1-Ro	DSNY-GAEL-33-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Rhizobium	SCBI-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	SCBI-6-1-Ro	Mesorhizobium	0.0200581948	FALSE	1	root	DSNY	Florida	Galactia	Diocleae	yes
iupac	Mixed-IUPAC	nifH	SCBI-6-1-Rh	SCBI-6-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	SCBI-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	SCBI-6-1-Ro	Mesorhizobium	0.0137416395	TRUE	1	rhizosphere	SCBI	VA	Amphicarpaea	Phaseoleae	yes
iupac	Mixed-IUPAC	nifH	LENO-9-2-Ro	LENO-9-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	SCBI-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	SCBI-6-1-Ro	Mesorhizobium	0.0237559562	FALSE	1	root	LENO	AL	Amorpha	Amorpheae	yes
iupac	Mixed-IUPAC	nifH	CLBJ-43-2-Ro	CLBJ-43-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	LAJA-3-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	LAJA-3-2-Ro	Microvirga	0.026669272900000002	FALSE	1	root	CLBJ	TX	Indigofera	Indigofereae	yes
iupac	Mixed-IUPAC	nifH	JERC-144-Rh	JERC-144-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Microvirga	CLBJ-43-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	CLBJ-43-2-Ro	Mesorhizobium	0.0335446085	FALSE	1	rhizosphere	JERC	Georgia	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	CLBJ-12-2-Ro	CLBJ-12-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	KONA-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	KONA-3-1-Ro	Mesorhizobium	0.0489465711	TRUE	1	root	CLBJ	TX	Astragalus	Galegeae	yes
iupac	Mixed-IUPAC	nifH	CLBJ-15-1-Ro	CLBJ-15-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	KONA-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	KONA-3-1-Ro	Mesorhizobium	0.03909533849999999	FALSE	1	root	CLBJ	TX	Lespedeza	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	KONA-3-1-Ro	KONA-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-120-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-120-Rh	Mesorhizobium	0.024409447799999998	TRUE	1	root	KONA	KS	Glycine	Glycininae	no
iupac	Mixed-IUPAC	nifH	JERC-14-5-Rh	JERC-14-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Microvirga	JERC-120-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-120-Rh	Mesorhizobium	0.030365682900000003	FALSE	1	rhizosphere	JERC	Georgia	Baptisia	Sophoreae	yes
iupac	Mixed-IUPAC	nifH	JERC-120-Rh	JERC-120-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	LAJA-3-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	LAJA-3-2-Ro	Microvirga	0.024373108500000004	FALSE	1	rhizosphere	JERC	Georgia	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	JERC-98-1-No	JERC-98-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	LAJA-3-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	LAJA-3-2-Ro	Microvirga	0.0161539064	FALSE	1	nodule	JERC	Georgia	Lespedeza	Desmodieae	no
iupac	Mixed-IUPAC	nifH	LAJA-3-2-Ro	LAJA-3-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Microvirga	JERC-98-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-98-1-No	Bradyrhizobium	0.0161539064	FALSE	1	root	LAJA	P.R	Albizia	Mimosoideae	no
iupac	Mixed-IUPAC	nifH	LAJA-26-1-Ro	LAJA-26-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	LAJA-3-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	LAJA-3-2-Ro	Microvirga	0.0351455366	FALSE	1	root	LAJA	P.R	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	DELA-16-No	DELA-16-No|nifH|consensus50|pass_mixed_possible_multitemplate	Microvirga	DELA-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	DELA-5-1-No	Bradyrhizobium	0.0465393238	FALSE	1	nodule	DELA	AL	Galactia	Diocleae	yes
iupac	Mixed-IUPAC	nifH	DELA-6-3-No	DELA-6-3-No|nifH|consensus50|pass_single_dominant	Bradyrhizobium	DELA-16-No|nifH|consensus50|pass_mixed_possible_multitemplate	DELA-16-No	Microvirga	0.05289231629999999	FALSE	1	nodule	DELA	AL	Galactia	Diocleae	yes
iupac	Mixed-IUPAC	nifH	DELA-5-1-No	DELA-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	JERC-GAVO-33-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-GAVO-33-1-No	Bradyrhizobium	0.044985631000000005	TRUE	1	nodule	DELA	AL	Galactia	Diocleae	yes
iupac	Mixed-IUPAC	nifH	DELA-18-2-No	DELA-18-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	DELA-20-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	DELA-20-1-No	Mesorhizobium	0.015603615500000001	TRUE	1	nodule	DELA	AL	Galactia	Diocleae	yes
iupac	Mixed-IUPAC	nifH	DELA-20-1-No	DELA-20-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	DELA-18-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	DELA-18-2-No	Mesorhizobium	0.015603615500000001	TRUE	1	nodule	DELA	AL	Galactia	Diocleae	yes
iupac	Mixed-IUPAC	nifH	JERC-167-No	JERC-167-No|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	JERC-GAVO-33-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-GAVO-33-1-No	Bradyrhizobium	0.0090091848	FALSE	1	nodule	JERC	Georgia	Galactia	Diocleae	yes
iupac	Mixed-IUPAC	nifH	JERC-GAVO-33-1-No	JERC-GAVO-33-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	JERC-167-No|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-167-No	Mesorhizobium	0.0090091848	FALSE	1	nodule	JERC	Georgia	Galactia	Diocleae	yes
iupac	Mixed-IUPAC	nifH	LAJA-25-1-No	LAJA-25-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	Microvirga	JERC-GAVO-33-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	JERC-GAVO-33-1-No	Bradyrhizobium	0.0876505732	FALSE	1	nodule	LAJA	P.R	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	LAJA-3-1-No	LAJA-3-1-No|nifH|consensus50|pass_single_dominant	Bradyrhizobium	LAJA-3-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	LAJA-3-3-Rh	Bradyrhizobium	0.0422601589	TRUE	1	nodule	LAJA	P.R	Albizia	Mimosoideae	no
iupac	Mixed-IUPAC	nifH	LAJA-3-2-No	LAJA-3-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	Sinorhizobium	LAJA-3-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	LAJA-3-3-No	Bradyrhizobium	0.016490242999999998	FALSE	1	nodule	LAJA	P.R	Albizia	Mimosoideae	no
iupac	Mixed-IUPAC	nifH	LAJA-3-3-No	LAJA-3-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	LAJA-3-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	LAJA-3-2-Rh	Bradyrhizobium	0.014639335399999998	TRUE	1	nodule	LAJA	P.R	Albizia	Mimosoideae	no
iupac	Mixed-IUPAC	nifH	LAJA-3-2-Rh	LAJA-3-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	LAJA-3-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	LAJA-3-3-No	Bradyrhizobium	0.014639335399999998	TRUE	1	rhizosphere	LAJA	P.R	Albizia	Mimosoideae	no
iupac	Mixed-IUPAC	nifH	LAJA-3-3-Rh	LAJA-3-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	LAJA-3-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	LAJA-3-2-Rh	Bradyrhizobium	0.0333172034	TRUE	1	rhizosphere	LAJA	P.R	Albizia	Mimosoideae	no
iupac	Mixed-IUPAC	nifH	LAJA-26-1-No	LAJA-26-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	Bradyrhizobium	LAJA-3-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	LAJA-3-3-Rh	Bradyrhizobium	0.0892617132	TRUE	1	nodule	LAJA	P.R	Desmodium	Desmodieae	yes
iupac	Mixed-IUPAC	nifH	TALL-85-1-Ro	TALL-85-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	LAJA-3-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	LAJA-3-2-Ro	Microvirga	0.042476882199999996	FALSE	1	root	TALL	AL	Rhynchosia	Phaseoleae	yes
iupac	Mixed-IUPAC	nifH	DEJU-1-1-No	DEJU-1-1-No|nifH|consensus50|pass_single_dominant	Mesorhizobium	DEJU-44-No|nifH|consensus50|pass_mixed_possible_multitemplate	DEJU-44-No	Mesorhizobium	0.0092945123	TRUE	1	nodule	DEJU	Alaska	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	DEJU-42-No	DEJU-42-No|nifH|consensus50|pass_single_dominant	Mesorhizobium	DEJU-44-No|nifH|consensus50|pass_mixed_possible_multitemplate	DEJU-44-No	Mesorhizobium	0.0071582117	TRUE	1	nodule	DEJU	Alaska	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	DEJU-62-1-No	DEJU-62-1-No|nifH|consensus50|pass_single_dominant	Mesorhizobium	DEJU-44-No|nifH|consensus50|pass_mixed_possible_multitemplate	DEJU-44-No	Mesorhizobium	0.0329943385	TRUE	1	nodule	DEJU	Unknown	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	DEJU-44-No	DEJU-44-No|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	DEJU-42-No|nifH|consensus50|pass_single_dominant	DEJU-42-No	Mesorhizobium	0.0071582117	TRUE	1	nodule	DEJU	Alaska	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	DEJU-42-Ro	DEJU-42-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	DEJU-46-Ro|nifH|consensus50|pass_single_dominant	DEJU-46-Ro	Mesorhizobium	0.0249765113	TRUE	1	root	DEJU	Alaska	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	DEJU-46-Ro	DEJU-46-Ro|nifH|consensus50|pass_single_dominant	Mesorhizobium	DEJU-44-No|nifH|consensus50|pass_mixed_possible_multitemplate	DEJU-44-No	Mesorhizobium	0.0179094583	TRUE	1	root	DEJU	Alaska	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	DEJU-3-1-No	DEJU-3-1-No|nifH|consensus50|pass_single_dominant	Mesorhizobium	DEJU-47-No|nifH|consensus50|pass_mixed_possible_multitemplate	DEJU-47-No	Mesorhizobium	0.0117626583	TRUE	1	nodule	DEJU	Alaska	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	DEJU-47-No	DEJU-47-No|nifH|consensus50|pass_mixed_possible_multitemplate	Mesorhizobium	DEJU-3-1-No|nifH|consensus50|pass_single_dominant	DEJU-3-1-No	Mesorhizobium	0.0117626583	TRUE	1	nodule	DEJU	Alaska	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	DEJU-40-No	DEJU-40-No|nifH|consensus50|pass_single_dominant	Mesorhizobium	DEJU-37-No|nifH|consensus50|pass_single_dominant	DEJU-37-No	Mesorhizobium	0.0446824058	TRUE	1	nodule	DEJU	Alaska	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	DEJU-37-No	DEJU-37-No|nifH|consensus50|pass_single_dominant	Mesorhizobium	DEJU-43-No|nifH|consensus50|pass_single_dominant	DEJU-43-No	Mesorhizobium	0.028537404000000002	TRUE	1	nodule	DEJU	Alaska	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	DEJU-63-No	DEJU-63-No|nifH|consensus50|pass_mixed_possible_multitemplate	Microvirga	DEJU-37-No|nifH|consensus50|pass_single_dominant	DEJU-37-No	Mesorhizobium	0.0503798846	FALSE	1	nodule	DEJU	Unknown	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	SJER-1-1-No	SJER-1-1-No|nifH|consensus50|pass_single_dominant	Bradyrhizobium	DEJU-63-No|nifH|consensus50|pass_mixed_possible_multitemplate	DEJU-63-No	Microvirga	0.0585401114	FALSE	1	nodule	SJER	CA	Lupinus	Genisteae	yes
iupac	Mixed-IUPAC	nifH	DEJU-43-No	DEJU-43-No|nifH|consensus50|pass_single_dominant	Mesorhizobium	DEJU-37-No|nifH|consensus50|pass_single_dominant	DEJU-37-No	Mesorhizobium	0.028537404000000002	TRUE	1	nodule	DEJU	Alaska	Lupinus	Genisteae	yes
