sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
OAES-7-1-Ro	nodL.fa	612	553	90.3595	5231.0801	6844	59	9.6405	2	0.4463	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-36-1-Ro	nodL.fa	612	553	90.3595	78.2500	69	59	9.6405	0	0.0145	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-37-1-No	nodL.fa	612	553	90.3595	7.5556	8	59	9.6405	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-37-1-Rh	nodL.fa	612	553	90.3595	34.1993	2	59	9.6405	0	0.0115	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-38-2-Ro	nodL.fa	612	549	89.7059	31.9346	2	63	10.2941	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-97-2-Rh	nodL.fa	612	553	90.3595	15.1389	5	59	9.6405	0	0.2857	20	10	5	0.2000	20	10	pass_single_dominant
RMNP-1-No	nodL.fa	612	555	90.6863	453.4281	85	57	9.3137	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
RMNP-1-Rh	nodL.fa	612	553	90.3595	8.9150	8	59	9.6405	4	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
RMNP-2-Rh	nodL.fa	612	553	90.3595	460.5163	162	59	9.6405	17	0.3636	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
SCBI-1-1-Rh	nodL.fa	612	552	90.1961	10.7222	5	60	9.8039	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-1-1-Ro	nodL.fa	612	554	90.5229	6.4526	7	58	9.4771	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-12-1-No	nodL.fa	612	529	86.4379	11.9967	3	83	13.5621	1	0.4118	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-2-1-No	nodL.fa	612	553	90.3595	12.0441	14	59	9.6405	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-2-1-Rh	nodL.fa	612	553	90.3595	14.5016	11	59	9.6405	1	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-2-1-Ro	nodL.fa	612	525	85.7843	17.8317	4	87	14.2157	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-3-1-Rh	nodL.fa	612	553	90.3595	8.2173	8	59	9.6405	0	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-3-1-Ro	nodL.fa	612	529	86.4379	6.1552	5	83	13.5621	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-4-1-Rh	nodL.fa	612	545	89.0523	9.3627	4	67	10.9477	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SERC-3-1-Ro	nodL.fa	612	553	90.3595	6.4281	7	59	9.6405	0	0.1667	20	10	5	0.2000	20	10	pass_single_dominant
SERC-6-1-No	nodL.fa	612	542	88.5621	11.7843	12	70	11.4379	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
SJER-2-3-No	nodL.fa	612	539	88.0719	20.3824	2	73	11.9281	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
SRER-18-1-No	nodL.fa	612	553	90.3595	10.6405	8	59	9.6405	14	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
SRER-7-1-No	nodL.fa	612	551	90.0327	8.3007	9	61	9.9673	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SRER-8-1-No	nodL.fa	612	541	88.3987	45.1275	55	71	11.6013	0	0.0727	20	10	5	0.2000	20	10	pass_single_dominant
TALL-18-1-Rh	nodL.fa	612	552	90.1961	22.2941	2	60	9.8039	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-21-2-Ro	nodL.fa	612	549	89.7059	26.0310	2	63	10.2941	0	0.2000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-24-2-No	nodL.fa	612	554	90.5229	11.4216	11	58	9.4771	0	0.1250	20	10	5	0.2000	20	10	pass_single_dominant
TALL-24-2-Rh	nodL.fa	612	552	90.1961	37.9902	3	60	9.8039	0	0.1429	20	10	5	0.2000	20	10	pass_single_dominant
TALL-25-2-No	nodL.fa	612	553	90.3595	35.7222	3	59	9.6405	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-28-1-No	nodL.fa	612	553	90.3595	14.4265	12	59	9.6405	2	0.4783	20	10	5	0.2000	20	10	pass_single_dominant
TALL-29-3-No	nodL.fa	612	553	90.3595	18.4265	21	59	9.6405	2	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
TALL-74-3-No	nodL.fa	612	555	90.6863	9.4526	7	57	9.3137	1	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-13-Rh	nodL.fa	612	549	89.7059	15.7026	4	63	10.2941	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-19-Rh	nodL.fa	612	494	80.7190	7.3448	2	118	19.2810	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-1-Ro	nodL.fa	612	553	90.3595	12.0131	14	59	9.6405	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-25-Ro	nodL.fa	612	553	90.3595	13.3252	13	59	9.6405	0	0.2000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-35-1-Rh	nodL.fa	612	544	88.8889	10.0065	5	68	11.1111	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-36-1-No	nodL.fa	612	556	90.8497	6055.9216	6341	56	9.1503	0	0.0909	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-10-1-Rh	nodL.fa	612	553	90.3595	12.2761	15	59	9.6405	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-10-1-No	nodL.fa	612	557	91.0131	5420.1503	5942	55	8.9869	5	0.3825	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-11-1-Rh	nodL.fa	612	551	90.0327	187.3775	5	61	9.9673	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-11-1-Ro	nodL.fa	612	553	90.3595	19.2908	8	59	9.6405	0	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-1-1-No	nodL.fa	612	551	90.0327	807.8137	142	61	9.9673	1	0.2067	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-1-1-Ro	nodL.fa	612	553	90.3595	5.7042	6	59	9.6405	0	0.1818	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-11-1-No	nodL.fa	612	553	90.3595	5154.6912	6168	59	9.6405	0	0.0710	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-12-Rh	nodL.fa	612	544	88.8889	25.4902	10	68	11.1111	0	0.3889	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-12-No	nodL.fa	612	558	91.1765	6001.1601	7189	54	8.8235	1	0.3103	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-3-2-Ro	nodL.fa	612	536	87.5817	47.8170	19	76	12.4183	4	0.2615	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-4-1-No	nodL.fa	612	553	90.3595	33.5278	11	59	9.6405	0	0.0972	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-5-1-No	nodL.fa	612	552	90.1961	14.3088	13	60	9.8039	4	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-5-1-Rh	nodL.fa	612	553	90.3595	12.8595	12	59	9.6405	4	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-5-1-Ro	nodL.fa	612	552	90.1961	17.5458	19	60	9.8039	2	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-6-1-No	nodL.fa	612	559	91.3399	6220.5147	7466	53	8.6601	5	0.4851	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-6-1-Ro	nodL.fa	612	555	90.6863	520.7092	601	57	9.3137	4	0.3959	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-3-2-No	nodL.fa	612	560	91.5033	6497.3971	7346	52	8.4967	1	0.4500	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-7-1-Rh	nodL.fa	612	553	90.3595	12.8350	13	59	9.6405	0	0.4167	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-7-1-Ro	nodL.fa	612	554	90.5229	25.7173	25	58	9.4771	1	0.4762	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-8-No	nodL.fa	612	553	90.3595	1950.9297	1549	59	9.6405	0	0.0810	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-8-Rh	nodL.fa	612	536	87.5817	59.7304	8	76	12.4183	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-8-Ro	nodL.fa	612	553	90.3595	23.6650	26	59	9.6405	6	0.3784	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-9-Rh	nodL.fa	612	552	90.1961	6.6552	6	60	9.8039	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
YELL-10-1-No	nodL.fa	612	553	90.3595	7.1046	5	59	9.6405	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
YELL-5-3-Rh	nodL.fa	612	539	88.0719	15.2369	4	73	11.9281	0	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-7-1-No	nodL.fa	612	558	91.1765	6042.0637	7282	54	8.8235	0	0.0789	20	10	5	0.2000	20	10	pass_single_dominant
