sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
NOGP-4-1-Ro	nodL.fa	612	559	91.3399	6033.8399	7521	53	8.6601	4	0.4849	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-5-2-No	nodL.fa	612	557	91.0131	6272.6863	7726	55	8.9869	3	0.3620	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-5-2-Rh	nodL.fa	612	553	90.3595	121.7549	26	59	9.6405	0	0.2727	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-5-2-Ro	nodL.fa	612	557	91.0131	3390.0033	3663	55	8.9869	0	0.0667	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-2-1-No	nodL.fa	612	560	91.5033	6184.3595	6974	52	8.4967	0	0.3125	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-6-3-Ro	nodL.fa	612	557	91.0131	505.8938	563	55	8.9869	0	0.0211	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-7-2-No	nodL.fa	612	495	80.8824	186.8415	6	117	19.1176	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
OAES-10-1-No	nodL.fa	612	530	86.6013	2410.2745	1265	82	13.3987	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-10-1-Ro	nodL.fa	612	499	81.5359	2226.0458	1326	113	18.4641	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-11-1-No	nodL.fa	612	493	80.5556	2934.4118	1869	119	19.4444	0	0.2500	20	10	5	0.2000	20	10	pass_single_dominant
OAES-1-1-No	nodL.fa	612	554	90.5229	5611.6046	7287	58	9.4771	2	0.2043	20	10	5	0.2000	20	10	pass_single_dominant
OAES-1-1-Rh	nodL.fa	612	551	90.0327	22.4706	7	61	9.9673	0	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
OAES-13-1-Rh	nodL.fa	612	554	90.5229	9.6601	10	58	9.4771	0	0.1250	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-6-3-No	nodL.fa	612	558	91.1765	5982.3611	6944	54	8.8235	0	0.3846	20	10	5	0.2000	20	10	pass_single_dominant
OAES-14-1-Rh	nodL.fa	612	553	90.3595	69.0245	71	59	9.6405	12	0.2346	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
OAES-14-1-Ro	nodL.fa	612	555	90.6863	161.4935	132	57	9.3137	0	0.0440	20	10	5	0.2000	20	10	pass_single_dominant
OAES-15-No	nodL.fa	612	553	90.3595	143.0882	168	59	9.6405	0	0.1946	20	10	5	0.2000	20	10	pass_single_dominant
OAES-15-Rh	nodL.fa	612	545	89.0523	46.7255	3	67	10.9477	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-16-1-No	nodL.fa	612	551	90.0327	5608.1552	7626	61	9.9673	2	0.4950	20	10	5	0.2000	20	10	pass_single_dominant
OAES-16-1-Rh	nodL.fa	612	553	90.3595	2904.0686	2488	59	9.6405	2	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-18-3-Rh	nodL.fa	612	445	72.7124	4.4118	2	167	27.2876	0	0.1053	20	10	5	0.2000	20	10	fail_high_N
OAES_19-2-No	nodL.fa	612	559	91.3399	6396.0082	7645	53	8.6601	3	0.4429	20	10	5	0.2000	20	10	pass_single_dominant
OAES_19-2-Rh	nodL.fa	612	553	90.3595	629.1993	723	59	9.6405	0	0.0419	20	10	5	0.2000	20	10	pass_single_dominant
OAES_19-2-Ro	nodL.fa	612	554	90.5229	54.2925	39	58	9.4771	28	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
OAES-20-Rh	nodL.fa	612	526	85.9477	1283.8529	4	86	14.0523	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-14-1-No	nodL.fa	612	559	91.3399	6603.9281	7683	53	8.6601	1	0.3571	20	10	5	0.2000	20	10	pass_single_dominant
OAES-20-Ro	nodL.fa	612	553	90.3595	50.5261	60	59	9.6405	2	0.2121	20	10	5	0.2000	20	10	pass_single_dominant
OAES-21-3-No	nodL.fa	612	546	89.2157	49.3121	2	66	10.7843	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-2-1-Ro	nodL.fa	612	558	91.1765	1094.0784	1295	54	8.8235	0	0.0112	20	10	5	0.2000	20	10	pass_single_dominant
OAES-22-1-No	nodL.fa	612	560	91.5033	6173.8023	7279	52	8.4967	1	0.2571	20	10	5	0.2000	20	10	pass_single_dominant
OAES-22-1-Rh	nodL.fa	612	536	87.5817	237.9477	6	76	12.4183	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-23-1-No	nodL.fa	612	510	83.3333	2968.1585	2324	102	16.6667	0	0.1185	20	10	5	0.2000	20	10	pass_single_dominant
OAES-23-1-Rh	nodL.fa	612	539	88.0719	294.6781	4	73	11.9281	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
OAES-23-1-Ro	nodL.fa	612	552	90.1961	1684.8088	419	60	9.8039	0	0.2143	20	10	5	0.2000	20	10	pass_single_dominant
OAES_24-3-No	nodL.fa	612	553	90.3595	13.6258	15	59	9.6405	12	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
OAES_24-3-Rh	nodL.fa	612	553	90.3595	29.2255	30	59	9.6405	59	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
OAES_24-3-Ro	nodL.fa	612	553	90.3595	23.7876	26	59	9.6405	40	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
OAES-25-1-No	nodL.fa	612	552	90.1961	5310.0245	6718	60	9.8039	1	0.2069	20	10	5	0.2000	20	10	pass_single_dominant
OAES-25-1-Ro	nodL.fa	612	551	90.0327	8.1765	5	61	9.9673	7	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-26-1-No	nodL.fa	612	526	85.9477	2488.4412	1645	86	14.0523	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-26-1-Rh	nodL.fa	612	503	82.1895	87.2631	6	109	17.8105	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-26-1-Ro	nodL.fa	612	505	82.5163	103.4363	75	107	17.4837	38	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
OAES-27-2-No	nodL.fa	612	553	90.3595	2471.5392	2534	59	9.6405	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-27-2-Rh	nodL.fa	612	488	79.7386	10.3366	1	124	20.2614	0	0.5000	20	10	5	0.2000	20	10	fail_high_N
OAES-27-2-Ro	nodL.fa	612	553	90.3595	20.5114	8	59	9.6405	0	0.4444	20	10	5	0.2000	20	10	pass_single_dominant
OAES-29-1-No	nodL.fa	612	500	81.6993	1869.5882	673	112	18.3007	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-3-1-No	nodL.fa	612	553	90.3595	501.0180	108	59	9.6405	2	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-33-1-No	nodL.fa	612	553	90.3595	93.3039	21	59	9.6405	2	0.4444	20	10	5	0.2000	20	10	pass_single_dominant
OAES-34-1-No	nodL.fa	612	526	85.9477	2864.0784	1614	86	14.0523	0	0.0254	20	10	5	0.2000	20	10	pass_single_dominant
OAES-2-1-No	nodL.fa	612	560	91.5033	6467.9984	7705	52	8.4967	1	0.3958	20	10	5	0.2000	20	10	pass_single_dominant
OAES-36-3-No	nodL.fa	612	553	90.3595	4808.3431	5393	59	9.6405	0	0.0530	20	10	5	0.2000	20	10	pass_single_dominant
OAES-36-3-Rh	nodL.fa	612	553	90.3595	1475.5180	563	59	9.6405	0	0.0200	20	10	5	0.2000	20	10	pass_single_dominant
OAES-37-2-Ro	nodL.fa	612	552	90.1961	10.3235	11	60	9.8039	0	0.2857	20	10	5	0.2000	20	10	pass_single_dominant
OAES-36-2-No	nodL.fa	612	558	91.1765	5667.8219	7039	54	8.8235	0	0.0230	20	10	5	0.2000	20	10	pass_single_dominant
OAES-4-1-Ro	nodL.fa	612	552	90.1961	413.6634	438	60	9.8039	0	0.2727	20	10	5	0.2000	20	10	pass_single_dominant
OAES-5-Rh	nodL.fa	612	553	90.3595	13.2402	15	59	9.6405	4	0.4615	20	10	5	0.2000	20	10	pass_single_dominant
OAES-5-Ro	nodL.fa	612	552	90.1961	7.9118	8	60	9.8039	0	0.3750	20	10	5	0.2000	20	10	pass_single_dominant
OAES-6-1-No	nodL.fa	612	553	90.3595	22.7990	25	59	9.6405	47	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
