sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
OSBS-45-1-No	nodX.fa	1121	1101	98.2159	14.4567	15	20	1.7841	0	0.0833	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-45-1-Rh	nodX.fa	1121	1101	98.2159	14.6851	16	20	1.7841	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-45-1-Ro	nodX.fa	1121	1101	98.2159	15.6726	18	20	1.7841	0	0.2000	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-46-1-Rh	nodX.fa	1121	1095	97.6806	18.0687	18	26	2.3194	0	0.1250	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-81-1-Rh	nodX.fa	1121	1073	95.7181	12.1829	11	48	4.2819	5	0.4545	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-83-1-Ro	nodX.fa	1121	1076	95.9857	9.8475	11	45	4.0143	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-1-1-Rh	nodX.fa	1121	1084	96.6994	189.6039	214	37	3.3006	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-1-1-Ro	nodX.fa	1121	1100	98.1267	22.1258	5	21	1.8733	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-2-1-No	nodX.fa	1121	1102	98.3051	8.4880	8	19	1.6949	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-3-1-Rh	nodX.fa	1121	1070	95.4505	405.7047	6	51	4.5495	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
NIWO-1-No	nodX.fa	1121	1106	98.6619	6912.3363	7454	15	1.3381	2	0.2510	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-7-1-Ro	nodX.fa	1121	1102	98.3051	436.0214	397	19	1.6949	0	0.1472	20	10	5	0.2000	20	10	pass_single_dominant
SJER-4-1-Rh	nodX.fa	1121	1030	91.8822	229.2417	269	91	8.1178	1	0.3903	20	10	5	0.2000	20	10	pass_single_dominant
SJER-4-1-Ro	nodX.fa	1121	972	86.7083	8.3176	8	149	13.2917	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-20-1-No	nodX.fa	1121	1093	97.5022	9.1293	8	28	2.4978	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-44-1-No	nodX.fa	1121	1101	98.2159	9.5709	9	20	1.7841	4	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-46-2-No	nodX.fa	1121	1102	98.3051	37.8635	39	19	1.6949	0	0.0952	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-7-1-No	nodX.fa	1121	1104	98.4835	6683.2774	7381	17	1.5165	0	0.0483	20	10	5	0.2000	20	10	pass_single_dominant
TALL-48-2-Rh	nodX.fa	1121	904	80.6423	93.2052	30	217	19.3577	0	0.0588	20	10	5	0.2000	20	10	pass_single_dominant
TALL-52-1-No	nodX.fa	1121	1061	94.6476	8.6209	10	60	5.3524	0	0.1000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-55-1-Ro	nodX.fa	1121	1104	98.4835	24.5870	23	17	1.5165	0	0.1034	20	10	5	0.2000	20	10	pass_single_dominant
TALL-70-1-Rh	nodX.fa	1121	1099	98.0375	11.0152	9	22	1.9625	3	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-16-Ro	nodX.fa	1121	1087	96.9670	9.6601	10	34	3.0330	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-18-Rh	nodX.fa	1121	1102	98.3051	14.3925	15	19	1.6949	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-22-Rh	nodX.fa	1121	1091	97.3238	12.1864	13	30	2.6762	0	0.1250	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-31-No	nodX.fa	1121	1102	98.3051	12.4701	12	19	1.6949	0	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
UNDE-3-1-No	nodX.fa	1121	1103	98.3943	27.8020	28	18	1.6057	0	0.0588	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-10-1-Rh	nodX.fa	1121	1084	96.6994	9.2186	10	37	3.3006	0	0.4545	20	10	5	0.2000	20	10	pass_single_dominant
YELL-2-2-No	nodX.fa	1121	1104	98.4835	51.2855	54	17	1.5165	0	0.0333	20	10	5	0.2000	20	10	pass_single_dominant
TALL-48-2-No	nodX.fa	1121	1100	98.1267	6157.4639	6728	21	1.8733	0	0.0098	20	10	5	0.2000	20	10	pass_single_dominant
