sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
CLBJ-23-1-Ro	nifD.fa	1532	1299	84.7911	12.4067	9	233	15.2089	37	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-23-1-No	nifD.fa	1532	1308	85.3786	503.8316	34	224	14.6214	74	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-24-Rh	nifD.fa	1532	1314	85.7702	169.5829	138	218	14.2298	142	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-25-2-No	nifD.fa	1532	1276	83.2898	3732.3760	4079	256	16.7102	4	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-24-No	nifD.fa	1532	1290	84.2037	2233.0437	40	242	15.7963	51	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-25-2-Rh	nifD.fa	1532	1267	82.7023	2346.9687	1879	265	17.2977	0	0.4444	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-25-2-Ro	nifD.fa	1532	1315	85.8355	4075.2298	4859	217	14.1645	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-26-1-Rh	nifD.fa	1532	1302	84.9869	452.6175	431	230	15.0131	132	0.4982	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-26-1-Ro	nifD.fa	1532	1303	85.0522	2085.4138	1332	229	14.9478	26	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-26-1-No	nifD.fa	1532	1364	89.0339	5624.1632	7764	168	10.9661	4	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-27-1-Rh	nifD.fa	1532	1316	85.9008	3772.6762	3591	216	14.0992	14	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-27-1-Ro	nifD.fa	1532	1304	85.1175	3096.0131	2062	228	14.8825	20	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-28-3-Rh	nifD.fa	1532	1297	84.6606	982.8401	325	235	15.3394	16	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-29-2-Ro	nifD.fa	1532	1257	82.0496	331.5457	178	275	17.9504	5	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-2-No	nifD.fa	1532	1305	85.1828	3316.0274	3166	227	14.8172	3	0.4444	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-2-Rh	nifD.fa	1532	1311	85.5744	690.5607	516	221	14.4256	44	0.4713	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
